====================================================================================================
REASONING BY CONFIDENCE BIN — per (model, dataset) × disjoint 10% bins within top-50% pool
Rows: 270  |  Columns: ['model', 'dataset', 'bin_label', 'bin_start_pct', 'bin_end_pct', 'total_traces_in_bin', 'sampled_traces', 'random_seed', 'mean_reasoning_score', 'std_reasoning_score', 'stderr_reasoning_score', 'ci_lower', 'ci_upper', 'bootstrap_ci_lower', 'bootstrap_ci_upper', 'mean_accuracy_population']
====================================================================================================
       model       dataset bin_label  bin_start_pct  bin_end_pct  total_traces_in_bin  sampled_traces  random_seed  mean_reasoning_score  std_reasoning_score  stderr_reasoning_score  ci_lower  ci_upper  bootstrap_ci_lower  bootstrap_ci_upper  mean_accuracy_population
 Phi-4-Reas. CommonsenseQA     10-20             10           20                 1954              50   1637031938                0.4925             0.182824               0.0258553  0.440542  0.544458                0.44             0.54125                  0.834698
 Phi-4-Reas. CommonsenseQA     20-30             20           30                 1953              50     93676552                0.7625             0.254112               0.0359368  0.690282  0.834718            0.692469            0.826281                   0.81362
 Phi-4-Reas. CommonsenseQA     30-40             30           40                 1954              50   1644123786                0.7875             0.251272               0.0355353  0.716089  0.858911             0.71625             0.85125                  0.817298
 Phi-4-Reas. CommonsenseQA     40-50             40           50                 1953              50    191037166               0.76125             0.197113                0.027876  0.705231  0.817269             0.70625             0.81375                  0.797747
 Phi-4-Reas.          GPQA      0-10              0           10                  717              50    830258587                0.6225             0.352415                0.049839  0.522345  0.722655               0.525               0.715                  0.562064
 Phi-4-Reas.          GPQA     10-20             10           20                  717              50   1116374684               0.72125             0.211745               0.0299452  0.661073  0.781427            0.664969                0.78                  0.613668
 Phi-4-Reas.          GPQA     20-30             20           30                  717              50    244015364                 0.615              0.19289               0.0272788  0.560181  0.669819             0.56625            0.666281                  0.549512
 Phi-4-Reas.          GPQA     30-40             30           40                  717              50    122540363               0.62375              0.21335               0.0301722  0.563117  0.684383               0.565              0.6825                  0.527197
 Phi-4-Reas.          GPQA     40-50             40           50                  716              50    269235209                0.6025             0.222234               0.0314286  0.539342  0.665658            0.543719            0.666312                  0.460894
 Phi-4-Reas.         GSM8K      0-10              0           10                 2111              50    377355708                 0.845             0.187814                0.026561  0.791624  0.898376             0.78875             0.89375                  0.960208
 Phi-4-Reas.         GSM8K     10-20             10           20                 2110              50   1645315419                0.9675             0.105825               0.0149659  0.937425  0.997575             0.93375             0.99375                  0.983886
 Phi-4-Reas.         GSM8K     20-30             20           30                 2111              50    532345002               0.98375            0.0532879              0.00753605  0.968606  0.998894              0.9675              0.9975                  0.971104
 Phi-4-Reas.         GSM8K     30-40             30           40                 2110              50   2098151886                0.9525             0.109031               0.0154193  0.921514  0.983486                0.92                0.98                  0.974882
 Phi-4-Reas.         GSM8K     40-50             40           50                 2110              50    383871430                0.9575             0.129658               0.0183364  0.920652  0.994348             0.91875            0.987531                  0.967299
 Phi-4-Reas.       MATH500      0-10              0           10                  800              50    156507676                   0.8             0.252538               0.0357143  0.728229  0.871771               0.725               0.865                     0.885
 Phi-4-Reas.       MATH500     10-20             10           20                  800              50    166417450                   0.9             0.151523               0.0214286  0.856938  0.943062            0.857469            0.938781                     0.915
 Phi-4-Reas.       MATH500     20-30             20           30                  800              50    744159515                0.9125             0.138321               0.0195615   0.87319   0.95181            0.871219              0.9475                     0.935
 Phi-4-Reas.       MATH500     30-40             30           40                  800              50   1350047621               0.90875             0.158823                0.022461  0.863613  0.953887            0.866219             0.94875                      0.92
 Phi-4-Reas.       MATH500     40-50             40           50                  800              50   1690755184               0.87125             0.193324               0.0273401  0.816308  0.926192              0.8125             0.92125                    0.8875
 Phi-4-Reas.         SVAMP      0-10              0           10                 1600              50    570405422                0.7475             0.242213               0.0342541  0.678664  0.816336             0.68125             0.81375                     0.945
 Phi-4-Reas.         SVAMP     10-20             10           20                 1600              50   1507168408               0.97125              0.10039               0.0141973   0.94272   0.99978                0.94               0.995                    0.9725
 Phi-4-Reas.         SVAMP     20-30             20           30                 1600              50   1386404078               0.99125            0.0357366              0.00505392  0.981094   1.00141                0.98                   1                     0.975
 Phi-4-Reas.         SVAMP     30-40             30           40                 1600              50   1369764016               0.94125             0.125261               0.0177146  0.905651  0.976849              0.9025              0.9725                  0.965625
 Phi-4-Reas.         SVAMP     40-50             40           50                 1600              50   2124278942               0.93875             0.163415               0.0231103  0.892308  0.985192             0.88875             0.97875                    0.9575
  Qwen2.5-7B          AQuA      0-10              0           10                  407              50   1557726887                0.7725             0.171633               0.0242726  0.723722  0.821278             0.72375             0.82125                  0.864865
  Qwen2.5-7B          AQuA     10-20             10           20                  406              50    162466373               0.75125             0.184495               0.0260916  0.698817  0.803683              0.7025             0.80125                  0.748768
  Qwen2.5-7B          AQuA     20-30             20           30                  407              50    633009197               0.67625             0.173449               0.0245294  0.626956  0.725544             0.62875             0.72375                  0.710074
  Qwen2.5-7B          AQuA     30-40             30           40                  406              50   1831572962               0.62625             0.199445               0.0282058  0.569568  0.682932            0.569969            0.681281                  0.586207
  Qwen2.5-7B          AQuA     40-50             40           50                  406              50   1935721912               0.53125             0.189088                0.026741  0.477512  0.584988             0.48125            0.582531                  0.418719
  Qwen2.5-7B CommonsenseQA      0-10              0           10                 1954              50     59600860               0.70125             0.251047               0.0355034  0.629903  0.772597             0.63125            0.771281                  0.822927
  Qwen2.5-7B CommonsenseQA     10-20             10           20                 1954              50     49522085               0.95875             0.085276               0.0120599  0.934515  0.982985             0.93375                0.98                  0.897646
  Qwen2.5-7B CommonsenseQA     20-30             20           30                 1953              50   1864622935               0.90125             0.141224               0.0199721  0.861115  0.941385            0.862469                0.94                  0.863799
  Qwen2.5-7B CommonsenseQA     30-40             30           40                 1954              50   1711722384                 0.945             0.104613               0.0147945  0.915269  0.974731             0.91375             0.97375                  0.851586
  Qwen2.5-7B CommonsenseQA     40-50             40           50                 1953              50   1088599307                 0.935             0.123046               0.0174013  0.900031  0.969969                 0.9               0.965                  0.819252
  Qwen2.5-7B          GPQA      0-10              0           10                  717              50    659232784               0.55125             0.191784               0.0271223  0.496746  0.605754              0.4975               0.605                  0.396095
  Qwen2.5-7B          GPQA     10-20             10           20                  717              50    758328539                0.5575             0.170271                 0.02408  0.509109  0.605891              0.5125               0.605                  0.362622
  Qwen2.5-7B          GPQA     20-30             20           30                  717              50   1991821159               0.52375             0.170295               0.0240833  0.475353  0.572147                0.48            0.571281                  0.331939
  Qwen2.5-7B          GPQA     30-40             30           40                  717              50    101632442               0.52875             0.179999               0.0254557  0.477595  0.579905             0.48125            0.578781                  0.343096
  Qwen2.5-7B          GPQA     40-50             40           50                  716              50    452474650                   0.5             0.205939               0.0291241  0.441473  0.558527              0.4475                0.56                  0.329609
  Qwen2.5-7B         GSM8K      0-10              0           10                 2111              50   1937129291               0.65625             0.158843               0.0224638  0.611107  0.701393            0.612469            0.700031                  0.626243
  Qwen2.5-7B         GSM8K     10-20             10           20                 2110              50    892159004                0.5975              0.14734               0.0208371  0.555626  0.639374              0.5575             0.63625                  0.603318
  Qwen2.5-7B         GSM8K     20-30             20           30                 2111              50    473895696               0.61875             0.146847               0.0207673  0.577016  0.660484              0.5775                0.66                  0.607769
  Qwen2.5-7B         GSM8K     30-40             30           40                 2110              50    707882729                0.5725             0.148526               0.0210047  0.530289  0.614711                0.53               0.615                  0.598104
  Qwen2.5-7B         GSM8K     40-50             40           50                 2110              50   2101360697               0.75375             0.262873               0.0371759  0.679042  0.828458             0.67875            0.823781                  0.794787
  Qwen2.5-7B       MATH500      0-10              0           10                  800              50    814178704               0.75625             0.189929                 0.02686  0.702273  0.810227                 0.7              0.8075                     0.535
  Qwen2.5-7B       MATH500     10-20             10           20                  800              50    312210090               0.68625             0.196627               0.0278073  0.630369  0.742131              0.6325             0.74125                     0.485
  Qwen2.5-7B       MATH500     20-30             20           30                  800              50   1610971010               0.70375             0.210839               0.0298172   0.64383   0.76367             0.64625             0.75875                   0.46625
  Qwen2.5-7B       MATH500     30-40             30           40                  800              50   1327622617               0.65625             0.255753                0.036169  0.583566  0.728934            0.587469            0.726281                     0.435
  Qwen2.5-7B       MATH500     40-50             40           50                  800              50   2099941458                0.5875             0.220519               0.0311862  0.524829  0.650171             0.52625             0.64625                    0.3875
  Qwen2.5-7B         SVAMP      0-10              0           10                 1600              50    377917615               0.64875             0.133565               0.0188889  0.610791  0.686709            0.613719              0.6875                    0.6225
  Qwen2.5-7B         SVAMP     10-20             10           20                 1600              50    115623725               0.59375              0.15426               0.0218157   0.54991   0.63759             0.55375             0.63375                  0.611875
  Qwen2.5-7B         SVAMP     20-30             20           30                 1600              50    494224044                0.5725             0.170515               0.0241144   0.52404   0.62096             0.52625            0.618781                  0.634375
  Qwen2.5-7B         SVAMP     30-40             30           40                 1600              50   1741819505               0.50875              0.18472               0.0261234  0.456253  0.561247             0.45875              0.5575                   0.62125
  Qwen2.5-7B         SVAMP     40-50             40           50                 1600              50    394977042               0.88375             0.263358               0.0372445  0.808904  0.958596             0.80625            0.951281                    0.8575
Qwen2.5-Math          AQuA      0-10              0           10                  407              50   1166698956               0.74875             0.293827               0.0415535  0.665245  0.832255             0.66875             0.82875                  0.479115
Qwen2.5-Math          AQuA     10-20             10           20                  406              50    620776998                0.8175             0.220462                0.031178  0.754846  0.880154                0.75            0.877531                       0.5
Qwen2.5-Math          AQuA     20-30             20           30                  407              50     66479038               0.81875             0.248481               0.0351405  0.748133  0.889367            0.751219              0.8825                   0.53317
Qwen2.5-Math          AQuA     30-40             30           40                  406              50   1808892480                0.7675             0.236579               0.0334573  0.700265  0.834735                 0.7             0.82875                  0.544335
Qwen2.5-Math          AQuA     40-50             40           50                  406              50    447789979               0.76875             0.232914                0.032939  0.702557  0.834943            0.702469             0.82875                  0.539409
Qwen2.5-Math CommonsenseQA      0-10              0           10                 1954              50   2113939974               0.70625             0.242308               0.0342676  0.637387  0.775113             0.63875                0.77                  0.507165
Qwen2.5-Math CommonsenseQA     10-20             10           20                 1954              50    815790137                0.6625             0.231455               0.0327327  0.596721  0.728279            0.598719              0.7275                  0.500512
Qwen2.5-Math CommonsenseQA     20-30             20           30                 1953              50   1378809492                0.7775             0.229087               0.0323978  0.712394  0.842606            0.714969             0.83625                  0.498208
Qwen2.5-Math CommonsenseQA     30-40             30           40                 1954              50   2114717087                 0.735             0.245027               0.0346521  0.665364  0.804636             0.66625             0.79875                  0.515353
Qwen2.5-Math CommonsenseQA     40-50             40           50                 1953              50   1082595275                0.7625             0.231799               0.0327814  0.696623  0.828377             0.69625             0.82375                  0.504352
Qwen2.5-Math          GPQA      0-10              0           10                  717              50    568565290               0.54625             0.217539               0.0307646  0.484426  0.608074              0.4875              0.6075                  0.391911
Qwen2.5-Math          GPQA     10-20             10           20                  717              50    350545221               0.56375               0.1917               0.0271105  0.509269  0.618231             0.50875             0.61875                  0.348675
Qwen2.5-Math          GPQA     20-30             20           30                  717              50   1976706259               0.50875             0.196838               0.0278371  0.452809  0.564691            0.457469              0.5675                  0.329149
Qwen2.5-Math          GPQA     30-40             30           40                  717              50   1131506691                 0.545             0.182125               0.0257564  0.493241  0.596759              0.4975              0.5975                  0.316597
Qwen2.5-Math          GPQA     40-50             40           50                  716              50    747624487                0.5175             0.154152               0.0218003  0.473691  0.561309            0.474969             0.56125                  0.294693
Qwen2.5-Math         GSM8K      0-10              0           10                 2111              50    156149954                0.9075             0.180012               0.0254575  0.856341  0.958659            0.856219             0.95625                   0.55424
Qwen2.5-Math         GSM8K     10-20             10           20                 2110              50   1675596054               0.92125             0.147692               0.0208868  0.879277  0.963223             0.87875            0.958781                   0.67346
Qwen2.5-Math         GSM8K     20-30             20           30                 2111              50   1743847488                0.8625             0.214286               0.0303046  0.801601  0.923399             0.80375             0.91875                  0.703932
Qwen2.5-Math         GSM8K     30-40             30           40                 2110              50   1709141063                0.8825             0.215266               0.0304432  0.821322  0.943678             0.81875             0.93875                  0.721327
Qwen2.5-Math         GSM8K     40-50             40           50                 2110              50   1521953816               0.87625              0.20958               0.0296391  0.816688  0.935812             0.80875             0.93125                  0.740758
Qwen2.5-Math       MATH500      0-10              0           10                  800              50   1903144944                 0.775             0.295048               0.0417261  0.691148  0.858852             0.69375             0.85125                      0.61
Qwen2.5-Math       MATH500     10-20             10           20                  800              50   1019897907                0.8575             0.198865               0.0281237  0.800983  0.914017                 0.8             0.90875                   0.64125
Qwen2.5-Math       MATH500     20-30             20           30                  800              50    622408342                 0.895              0.19782               0.0279759   0.83878   0.95122                0.84             0.94625                      0.65
Qwen2.5-Math       MATH500     30-40             30           40                  800              50   1192893442                  0.81             0.233499               0.0330217   0.74364   0.87636             0.74375            0.867531                      0.68
Qwen2.5-Math       MATH500     40-50             40           50                  800              50   1780221267               0.81875             0.241319               0.0341277  0.750168  0.887332              0.7475              0.8825                   0.68375
Qwen2.5-Math         SVAMP      0-10              0           10                 1600              50    420763128                 0.745              0.31462                0.044494  0.655586  0.834414                0.66             0.82875                    0.4475
Qwen2.5-Math         SVAMP     10-20             10           20                 1600              50    254622959                 0.845             0.266437               0.0376798   0.76928   0.92072              0.7725               0.915                  0.700625
Qwen2.5-Math         SVAMP     20-30             20           30                 1600              50    863836566               0.86375             0.222925               0.0315263  0.800395  0.927105            0.802469             0.92375                  0.753125
Qwen2.5-Math         SVAMP     30-40             30           40                 1600              50    804889598               0.95375             0.156089               0.0220743   0.90939   0.99811              0.9075             0.99125                    0.8075
Qwen2.5-Math         SVAMP     40-50             40           50                 1600              50   1558088059               0.81875             0.277002               0.0391739  0.740027  0.897473              0.7425             0.89375                  0.813125
    Qwen3-4B          AQuA      0-10              0           10                  407              50    615490516                 0.785             0.231166               0.0326917  0.719303  0.850697                0.72              0.8475                   0.53317
    Qwen3-4B          AQuA     10-20             10           20                  406              50   1361739637                0.7275             0.208921               0.0295459  0.668125  0.786875            0.669969             0.78375                  0.534483
    Qwen3-4B          AQuA     20-30             20           30                  407              50     56011629                0.7025             0.208463               0.0294811  0.643256  0.761744            0.644969              0.7575                  0.484029
    Qwen3-4B          AQuA     30-40             30           40                  406              50    208930665                0.7525             0.212402               0.0300382  0.692136  0.812864              0.6925             0.80875                  0.514778
    Qwen3-4B          AQuA     40-50             40           50                  406              50     67661941                 0.675             0.209774               0.0296665  0.615383  0.734617             0.61625             0.73375                  0.512315
    Qwen3-4B CommonsenseQA      0-10              0           10                 1954              50    936264623                  0.75             0.175419               0.0248079  0.700147  0.799853              0.7025             0.79625                  0.844933
    Qwen3-4B CommonsenseQA     10-20             10           20                 1954              50    970797513                0.7525             0.239565               0.0338797  0.684416  0.820584             0.68375              0.8175                  0.721597
    Qwen3-4B CommonsenseQA     20-30             20           30                 1953              50   2135825243               0.75625              0.19367                0.027389   0.70121   0.81129            0.703719             0.80625                  0.682028
    Qwen3-4B CommonsenseQA     30-40             30           40                 1954              50   1688616704                  0.73             0.181863               0.0257192  0.678315  0.781685             0.67875                0.78                   0.66479
    Qwen3-4B CommonsenseQA     40-50             40           50                 1953              50   1284315745                  0.71             0.201541               0.0285021  0.652723  0.767277               0.655             0.76375                  0.625192
    Qwen3-4B          GPQA      0-10              0           10                  717              50    407024478                0.5875             0.153613               0.0217242  0.543844  0.631156               0.545                0.63                   0.62901
    Qwen3-4B          GPQA     10-20             10           20                  717              50   1134125308               0.53875              0.15613               0.0220801  0.494378  0.583122              0.4975             0.58375                  0.535565
    Qwen3-4B          GPQA     20-30             20           30                  717              50   1744836510               0.53875             0.188513               0.0266598  0.485175  0.592325                0.49             0.59125                  0.567643
    Qwen3-4B          GPQA     30-40             30           40                  717              50    859842470               0.52625             0.138373               0.0195689  0.486925  0.565575              0.4875               0.565                  0.559275
    Qwen3-4B          GPQA     40-50             40           50                  716              50   1265631198                0.5325             0.140743               0.0199041  0.492501  0.572499             0.49375             0.57375                  0.544693
    Qwen3-4B         GSM8K      0-10              0           10                 2111              50    425913088               0.90875             0.163766                 0.02316  0.862208  0.955292            0.864969              0.9525                  0.921364
    Qwen3-4B         GSM8K     10-20             10           20                 2110              50   1683243093                  0.93             0.150276               0.0212523  0.887292  0.972708               0.885             0.96625                  0.900948
    Qwen3-4B         GSM8K     20-30             20           30                 2111              50    166209556               0.83125             0.225258               0.0318564  0.767232  0.895268            0.767469              0.8875                  0.836097
    Qwen3-4B         GSM8K     30-40             30           40                 2110              50    251228885                  0.82             0.201493               0.0284954  0.762736  0.877264             0.76375             0.87375                  0.776303
    Qwen3-4B         GSM8K     40-50             40           50                 2110              50   2000528726               0.82125             0.180353               0.0255057  0.769994  0.872506                0.77                0.87                  0.735545
    Qwen3-4B       MATH500      0-10              0           10                  800              50   2061457341                 0.635             0.197384               0.0279143  0.578904  0.691096              0.5825            0.688781                      0.27
    Qwen3-4B       MATH500     10-20             10           20                  800              50   1052032055                   0.7             0.224105               0.0316933   0.63631   0.76369              0.6375            0.757531                   0.35125
    Qwen3-4B       MATH500     20-30             20           30                  800              50   1638809184                 0.685              0.23756               0.0335961  0.617486  0.752514              0.6225                0.75                   0.42375
    Qwen3-4B       MATH500     30-40             30           40                  800              50   1062729293                 0.755             0.227929                0.032234  0.690223  0.819777              0.6925             0.81625                      0.42
    Qwen3-4B       MATH500     40-50             40           50                  800              50   1234648378               0.70375             0.242821               0.0343401  0.634741  0.772759              0.6375             0.77125                   0.48625
    Qwen3-4B         SVAMP      0-10              0           10                 1600              50    237822344                  0.91              0.14013               0.0198174  0.870175  0.949825              0.8725              0.9475                      0.88
    Qwen3-4B         SVAMP     10-20             10           20                 1600              50    191816576                  0.92             0.149425               0.0211319  0.877534  0.962466                0.88             0.95625                   0.87875
    Qwen3-4B         SVAMP     20-30             20           30                 1600              50    996136210               0.85625              0.22061               0.0311989  0.793553  0.918947            0.791219              0.9125                    0.8475
    Qwen3-4B         SVAMP     30-40             30           40                 1600              50   1093180914               0.90375             0.132558               0.0187466  0.866077  0.941423             0.86875             0.93875                  0.819375
    Qwen3-4B         SVAMP     40-50             40           50                 1600              50   1614028540                  0.76             0.242673               0.0343192  0.691033  0.828967            0.693719              0.8275                  0.770625

====================================================================================================
CUMULATIVE REASONING — weighted mean over bins 1..k (same top-50% slice)
Rows: 270  |  Columns: ['model', 'dataset', 'topk_pct', 'topk_label', 'judged_samples_used', 'mean_reasoning_score', 'ci_lower', 'ci_upper']
====================================================================================================
       model       dataset  topk_pct topk_label  judged_samples_used  mean_reasoning_score  ci_lower  ci_upper
  DS-R1-1.5B          AQuA        10      top10                   50               0.90125   0.84875   0.94625
  DS-R1-1.5B          AQuA        20      top20                  100               0.85875  0.819969  0.894375
  DS-R1-1.5B          AQuA        30      top30                  150                 0.825  0.790823   0.85625
  DS-R1-1.5B          AQuA        40      top40                  200              0.773438  0.742812  0.803758
  DS-R1-1.5B          AQuA        50      top50                  250                  0.73  0.697494      0.76
  DS-R1-1.5B CommonsenseQA        10      top10                   50               0.56125      0.48    0.6425
  DS-R1-1.5B CommonsenseQA        20      top20                  100                0.5725  0.516875  0.635016
  DS-R1-1.5B CommonsenseQA        30      top30                  150                0.5775  0.532917    0.6225
  DS-R1-1.5B CommonsenseQA        40      top40                  200              0.584375  0.547813  0.619687
  DS-R1-1.5B CommonsenseQA        50      top50                  250               0.56325   0.53175    0.5955
  DS-R1-1.5B          GPQA        10      top10                   50               0.56625   0.48625    0.6475
  DS-R1-1.5B          GPQA        20      top20                  100               0.52875   0.48375  0.575625
  DS-R1-1.5B          GPQA        30      top30                  150                 0.525  0.490833   0.56001
  DS-R1-1.5B          GPQA        40      top40                  200              0.527188  0.498437  0.557195
  DS-R1-1.5B          GPQA        50      top50                  250               0.51325   0.48875   0.53925
  DS-R1-1.5B         GSM8K        10      top10                   50               0.95125    0.9025   0.98875
  DS-R1-1.5B         GSM8K        20      top20                  100              0.935625  0.900625  0.968141
  DS-R1-1.5B         GSM8K        30      top30                  150                0.9175  0.885833  0.945844
  DS-R1-1.5B         GSM8K        40      top40                  200                0.9075  0.878742  0.933125
  DS-R1-1.5B         GSM8K        50      top50                  250               0.87225   0.84375   0.89925
  DS-R1-1.5B       MATH500        10      top10                   50                 0.845      0.77   0.91375
  DS-R1-1.5B       MATH500        20      top20                  100                 0.845   0.79875   0.89125
  DS-R1-1.5B       MATH500        30      top30                  150                 0.795   0.75124  0.835417
  DS-R1-1.5B       MATH500        40      top40                  200              0.774062  0.737812  0.811258
  DS-R1-1.5B       MATH500        50      top50                  250               0.75275   0.72175  0.784006
  DS-R1-1.5B         SVAMP        10      top10                   50               0.96875   0.93125   0.99625
  DS-R1-1.5B         SVAMP        20      top20                  100              0.943125  0.909375     0.975
  DS-R1-1.5B         SVAMP        30      top30                  150              0.935417  0.906656   0.96375
  DS-R1-1.5B         SVAMP        40      top40                  200              0.925312  0.896875  0.949078
  DS-R1-1.5B         SVAMP        50      top50                  250                0.8985   0.87275   0.92175
    DS-R1-7B          AQuA        10      top10                   50                0.9675  0.939969   0.98875
    DS-R1-7B          AQuA        20      top20                  100              0.956875  0.934359    0.9775
    DS-R1-7B          AQuA        30      top30                  150              0.935417  0.912083  0.957083
    DS-R1-7B          AQuA        40      top40                  200               0.91875  0.897492      0.94
    DS-R1-7B          AQuA        50      top50                  250               0.89225    0.8705    0.9155
    DS-R1-7B CommonsenseQA        10      top10                   50                0.7925  0.724969  0.852531
    DS-R1-7B CommonsenseQA        20      top20                  100                0.8075  0.769375  0.842516
    DS-R1-7B CommonsenseQA        30      top30                  150              0.804583  0.774167   0.83376
    DS-R1-7B CommonsenseQA        40      top40                  200              0.791875  0.766242  0.817195
    DS-R1-7B CommonsenseQA        50      top50                  250               0.77375      0.75    0.7965
    DS-R1-7B          GPQA        10      top10                   50               0.62875  0.583719    0.6775
    DS-R1-7B          GPQA        20      top20                  100              0.638125  0.601859  0.673125
    DS-R1-7B          GPQA        30      top30                  150               0.64375  0.614167  0.673333
    DS-R1-7B          GPQA        40      top40                  200              0.640312  0.615313   0.66657
    DS-R1-7B          GPQA        50      top50                  250                0.6415  0.618744  0.664256
    DS-R1-7B         GSM8K        10      top10                   50               0.98875   0.96625         1
    DS-R1-7B         GSM8K        20      top20                  100              0.969375  0.944375      0.99
    DS-R1-7B         GSM8K        30      top30                  150              0.974583  0.956667  0.989167
    DS-R1-7B         GSM8K        40      top40                  200              0.979062     0.965  0.990313
    DS-R1-7B         GSM8K        50      top50                  250               0.97425  0.961244   0.98525
    DS-R1-7B       MATH500        10      top10                   50                  0.94  0.896219     0.975
    DS-R1-7B       MATH500        20      top20                  100                0.9425  0.915625   0.96625
    DS-R1-7B       MATH500        30      top30                  150              0.923333    0.8975  0.946667
    DS-R1-7B       MATH500        40      top40                  200               0.90375  0.879687  0.925312
    DS-R1-7B       MATH500        50      top50                  250                 0.894   0.87175  0.914756
    DS-R1-7B         SVAMP        10      top10                   50                  0.99   0.97375         1
    DS-R1-7B         SVAMP        20      top20                  100               0.97875  0.959375   0.99375
    DS-R1-7B         SVAMP        30      top30                  150              0.966667  0.947083  0.982917
    DS-R1-7B         SVAMP        40      top40                  200              0.969063  0.954063  0.982187
    DS-R1-7B         SVAMP        50      top50                  250                 0.966  0.952994   0.97875
    Gemma-7B          AQuA        10      top10                   50                0.2225    0.1825     0.265
    Gemma-7B          AQuA        20      top20                  100               0.33375  0.284375  0.386891
    Gemma-7B          AQuA        30      top30                  150              0.353333  0.314583   0.39376
    Gemma-7B          AQuA        40      top40                  200                0.3775  0.342813  0.415008
    Gemma-7B          AQuA        50      top50                  250                0.3905  0.359237   0.42325
    Gemma-7B CommonsenseQA        10      top10                   50               0.13375   0.07625    0.2025
    Gemma-7B CommonsenseQA        20      top20                  100              0.174375  0.125625    0.2275
    Gemma-7B CommonsenseQA        30      top30                  150              0.247917    0.2025  0.296677
    Gemma-7B CommonsenseQA        40      top40                  200              0.243438  0.206875  0.284383
    Gemma-7B CommonsenseQA        50      top50                  250               0.24625    0.2145     0.281
    Gemma-7B          GPQA        10      top10                   50               0.30875   0.27375   0.34375
    Gemma-7B          GPQA        20      top20                  100              0.324375  0.301875  0.345641
    Gemma-7B          GPQA        30      top30                  150              0.335417  0.316667  0.354167
    Gemma-7B          GPQA        40      top40                  200              0.349062  0.329062  0.368125
    Gemma-7B          GPQA        50      top50                  250                 0.354  0.336494     0.373
    Gemma-7B         GSM8K        10      top10                   50                0.4125    0.3225  0.517531
    Gemma-7B         GSM8K        20      top20                  100              0.501875     0.435  0.574375
    Gemma-7B         GSM8K        30      top30                  150              0.535833  0.479573  0.590833
    Gemma-7B         GSM8K        40      top40                  200              0.559063  0.514062  0.603445
    Gemma-7B         GSM8K        50      top50                  250               0.55825  0.516744   0.59925
    Gemma-7B       MATH500        10      top10                   50               0.18875  0.148719   0.22875
    Gemma-7B       MATH500        20      top20                  100              0.250625  0.216875  0.286891
    Gemma-7B       MATH500        30      top30                  150                  0.29  0.262906  0.319594
    Gemma-7B       MATH500        40      top40                  200              0.326562  0.297812  0.357195
    Gemma-7B       MATH500        50      top50                  250               0.34375  0.317494   0.37125
    Gemma-7B         SVAMP        10      top10                   50               0.31125   0.21875  0.406281
    Gemma-7B         SVAMP        20      top20                  100              0.431875     0.365   0.50125
    Gemma-7B         SVAMP        30      top30                  150              0.496667  0.440823   0.55375
    Gemma-7B         SVAMP        40      top40                  200                  0.52  0.470313  0.568453
    Gemma-7B         SVAMP        50      top50                  250               0.51175  0.467744   0.55525
LLaMA-3.1-8B          AQuA        10      top10                   50               0.52875     0.455     0.605
LLaMA-3.1-8B          AQuA        20      top20                  100                  0.51  0.459375  0.563125
LLaMA-3.1-8B          AQuA        30      top30                  150              0.470417  0.430417  0.511677
LLaMA-3.1-8B          AQuA        40      top40                  200              0.452813      0.42  0.488445
LLaMA-3.1-8B          AQuA        50      top50                  250               0.43675   0.40775    0.4665
LLaMA-3.1-8B CommonsenseQA        10      top10                   50                  0.55  0.491219  0.610031
LLaMA-3.1-8B CommonsenseQA        20      top20                  100              0.565625  0.524375   0.60375
LLaMA-3.1-8B CommonsenseQA        30      top30                  150              0.546667   0.51749  0.578344
LLaMA-3.1-8B CommonsenseQA        40      top40                  200              0.544375   0.51875  0.568445
LLaMA-3.1-8B CommonsenseQA        50      top50                  250               0.54625  0.523994  0.569006
LLaMA-3.1-8B          GPQA        10      top10                   50                 0.505     0.455   0.55625
LLaMA-3.1-8B          GPQA        20      top20                  100              0.505625      0.47  0.541875
LLaMA-3.1-8B          GPQA        30      top30                  150               0.51125   0.48125  0.540844
LLaMA-3.1-8B          GPQA        40      top40                  200              0.510625  0.486242  0.535312
LLaMA-3.1-8B          GPQA        50      top50                  250                  0.52    0.4985  0.542756
LLaMA-3.1-8B         GSM8K        10      top10                   50               0.79875   0.73125    0.8625
LLaMA-3.1-8B         GSM8K        20      top20                  100              0.763125      0.71     0.815
LLaMA-3.1-8B         GSM8K        30      top30                  150              0.724167  0.677917   0.77001
LLaMA-3.1-8B         GSM8K        40      top40                  200                 0.755  0.714367  0.793766
LLaMA-3.1-8B         GSM8K        50      top50                  250                0.7515  0.715994    0.7865
LLaMA-3.1-8B       MATH500        10      top10                   50               0.60625  0.523719  0.690031
LLaMA-3.1-8B       MATH500        20      top20                  100                 0.545  0.491234  0.599391
LLaMA-3.1-8B       MATH500        30      top30                  150              0.500833  0.457083  0.544167
LLaMA-3.1-8B       MATH500        40      top40                  200              0.485938  0.449688  0.522813
LLaMA-3.1-8B       MATH500        50      top50                  250               0.49525  0.461494   0.52975
LLaMA-3.1-8B         SVAMP        10      top10                   50                   0.8   0.73625      0.86
LLaMA-3.1-8B         SVAMP        20      top20                  100              0.715625  0.658734  0.770625
LLaMA-3.1-8B         SVAMP        30      top30                  150              0.750833    0.7025   0.79626
LLaMA-3.1-8B         SVAMP        40      top40                  200               0.76125  0.719367  0.802195
