benchmark,model_a,model_b,regime_a,regime_b,acc_gap_pp,acc_gap_raw,frs_gap,bon_gap,frs_gt_acc_pp,sign_frs,sign_acc,sign_bon,frs1,frs2,acc1,acc2,bon1,bon2
gpqa,LLaMA-3.1-8B,Qwen3-4B,reliable,reliable,15.641867312507268,0.15641867312507268,10.33175158175159,3.1782261779458594,False,-1.0,-1.0,-1.0,49.92408633033633,60.25583791208792,0.4097502022512259,0.5661688753762986,51.546603454161506,54.724829632107365
gpqa,Phi-4,Phi-4-Reas.,flat,inverted,31.92532407135509,0.3192532407135509,6.518093885281388,12.722522515272026,False,1.0,-1.0,-1.0,51.87623834498835,45.35814445970696,0.251822024729918,0.5710752654434689,50.863580080081974,63.586102595354
gpqa,Phi-4,Qwen2.5-7B,flat,flat,8.918336515305004,0.08918336515305003,4.52600524475524,0.8849133701059202,False,-1.0,-1.0,-1.0,51.87623834498835,56.40224358974359,0.251822024729918,0.341005389882968,50.863580080081974,51.748493450187894
gpqa,Phi-4,Qwen2.5-Math,flat,inverted,7.26305499894217,0.0726305499894217,0.9421724109224172,2.8437237101989155,False,1.0,-1.0,-1.0,51.87623834498835,50.934065934065934,0.251822024729918,0.3244525747193397,50.863580080081974,53.70730379028089
gpqa,Phi-4,Qwen3-4B,flat,reliable,31.434685064638057,0.31434685064638057,8.379599567099568,3.8612495520253916,False,-1.0,-1.0,-1.0,51.87623834498835,60.25583791208792,0.251822024729918,0.5661688753762986,50.863580080081974,54.724829632107365
gpqa,Phi-4-Reas.,Qwen2.5-7B,inverted,flat,23.006987556050085,0.23006987556050085,11.044099130036628,11.837609145166105,False,-1.0,1.0,1.0,45.35814445970696,56.40224358974359,0.5710752654434689,0.341005389882968,63.586102595354,51.748493450187894
gpqa,Phi-4-Reas.,Qwen2.5-Math,inverted,inverted,24.66226907241292,0.24662269072412918,5.575921474358971,9.87879880507311,False,-1.0,1.0,1.0,45.35814445970696,50.934065934065934,0.5710752654434689,0.3244525747193397,63.586102595354,53.70730379028089
gpqa,Phi-4-Reas.,Qwen3-4B,inverted,reliable,0.49063900671703076,0.004906390067170308,14.897693452380956,8.861272963246634,True,-1.0,1.0,1.0,45.35814445970696,60.25583791208792,0.5710752654434689,0.5661688753762986,63.586102595354,54.724829632107365
gpqa,Qwen2.5-7B,Qwen2.5-Math,flat,inverted,1.6552815163628332,0.01655281516362833,5.468177655677657,1.9588103400929953,True,1.0,1.0,-1.0,56.40224358974359,50.934065934065934,0.341005389882968,0.3244525747193397,51.748493450187894,53.70730379028089
gpqa,Qwen2.5-7B,Qwen3-4B,flat,reliable,22.516348549333053,0.22516348549333054,3.8535943223443283,2.9763361819194714,False,-1.0,-1.0,-1.0,56.40224358974359,60.25583791208792,0.341005389882968,0.5661688753762986,51.748493450187894,54.724829632107365
