benchmark,model_a,model_b,regime_a,regime_b,acc_gap_pp,acc_gap_raw,frs_gap,bon_gap,frs_gt_acc_pp,sign_frs,sign_acc,sign_bon,frs1,frs2,acc1,acc2,bon1,bon2
gpqa,Qwen2.5-Math,Qwen3-4B,inverted,reliable,24.171630065695886,0.24171630065695887,9.321771978021985,1.017525841826476,False,-1.0,-1.0,-1.0,50.934065934065934,60.25583791208792,0.3244525747193397,0.5661688753762986,53.70730379028089,54.724829632107365
gsm8k,DS-R1-1.5B,DS-R1-7B,reliable,reliable,9.464964307766499,0.09464964307766499,3.380265567765562,10.224693551497865,False,-1.0,-1.0,-1.0,94.4150641025641,97.79532967032966,0.8548620332343863,0.9495116763120512,87.3024990053432,97.52719255684106
gsm8k,DS-R1-1.5B,Gemma-7B,reliable,inverted,44.961582125426794,0.44961582125426797,68.59775641025641,31.933562301431827,True,1.0,1.0,1.0,94.4150641025641,25.81730769230769,0.8548620332343863,0.4052462119801183,87.3024990053432,55.368936703911366
gsm8k,DS-R1-1.5B,LLaMA-3.1-8B,reliable,reliable,12.256577109581679,0.12256577109581679,15.041781135531139,12.924227963786095,True,1.0,1.0,1.0,94.4150641025641,79.37328296703296,0.8548620332343863,0.7322962621385695,87.3024990053432,74.3782710415571
gsm8k,DS-R1-1.5B,Phi-4,reliable,flat,27.54481168603464,0.2754481168603464,5.698832417582409,1.3251291931357088,False,1.0,1.0,-1.0,94.4150641025641,88.7162316849817,0.8548620332343863,0.5794139163740398,87.3024990053432,88.6276281984789
gsm8k,DS-R1-1.5B,Phi-4-Reas.,reliable,inverted,13.3208785511301,0.133208785511301,14.619963369963372,6.55954887716301,True,1.0,-1.0,-1.0,94.4150641025641,79.79510073260073,0.8548620332343863,0.9880708187456873,87.3024990053432,93.8620478825062
gsm8k,DS-R1-1.5B,Qwen2.5-7B,reliable,flat,21.19013420823974,0.21190134208239741,27.00892857142857,24.338161870303367,True,1.0,1.0,1.0,94.4150641025641,67.40613553113553,0.8548620332343863,0.6429606911519888,87.3024990053432,62.96433713503983
gsm8k,DS-R1-1.5B,Qwen2.5-Math,reliable,inverted,14.208461621841828,0.14208461621841828,1.4182692307692264,0.9554322071801522,False,1.0,1.0,-1.0,94.4150641025641,92.99679487179488,0.8548620332343863,0.712777417015968,87.3024990053432,88.25793121252335
gsm8k,DS-R1-1.5B,Qwen3-4B,reliable,reliable,1.743909597661164,0.01743909597661164,9.821636696636702,1.6046338197140528,True,1.0,1.0,1.0,94.4150641025641,84.5934274059274,0.8548620332343863,0.8374229372577746,87.3024990053432,85.69786518562914
gsm8k,DS-R1-7B,Gemma-7B,reliable,inverted,54.42654643319329,0.5442654643319329,71.97802197802197,42.15825585292969,True,1.0,1.0,1.0,97.79532967032966,25.81730769230769,0.9495116763120512,0.4052462119801183,97.52719255684106,55.368936703911366
gsm8k,DS-R1-7B,LLaMA-3.1-8B,reliable,reliable,21.721541417348178,0.21721541417348178,18.4220467032967,23.14892151528396,False,1.0,1.0,1.0,97.79532967032966,79.37328296703296,0.9495116763120512,0.7322962621385695,97.52719255684106,74.3782710415571
gsm8k,DS-R1-7B,Phi-4,reliable,flat,37.00977599380114,0.3700977599380114,9.079097985347971,8.899564358362156,False,1.0,1.0,1.0,97.79532967032966,88.7162316849817,0.9495116763120512,0.5794139163740398,97.52719255684106,88.6276281984789
gsm8k,DS-R1-7B,Phi-4-Reas.,reliable,inverted,3.8559142433636007,0.03855914243363601,18.000228937728934,3.6651446743348544,True,1.0,-1.0,1.0,97.79532967032966,79.79510073260073,0.9495116763120512,0.9880708187456873,97.52719255684106,93.8620478825062
gsm8k,DS-R1-7B,Qwen2.5-7B,reliable,flat,30.65509851600624,0.3065509851600624,30.38919413919413,34.56285542180123,False,1.0,1.0,1.0,97.79532967032966,67.40613553113553,0.9495116763120512,0.6429606911519888,97.52719255684106,62.96433713503983
gsm8k,DS-R1-7B,Qwen2.5-Math,reliable,inverted,23.673425929608328,0.23673425929608327,4.798534798534789,9.269261344317712,False,1.0,1.0,1.0,97.79532967032966,92.99679487179488,0.9495116763120512,0.712777417015968,97.52719255684106,88.25793121252335
gsm8k,DS-R1-7B,Qwen3-4B,reliable,reliable,11.208873905427662,0.11208873905427663,13.201902264402264,11.829327371211917,True,1.0,1.0,1.0,97.79532967032966,84.5934274059274,0.9495116763120512,0.8374229372577746,97.52719255684106,85.69786518562914
gsm8k,Gemma-7B,LLaMA-3.1-8B,inverted,reliable,32.70500501584512,0.3270500501584512,53.55597527472527,19.009334337645733,True,-1.0,-1.0,-1.0,25.81730769230769,79.37328296703296,0.4052462119801183,0.7322962621385695,55.368936703911366,74.3782710415571
gsm8k,Gemma-7B,Phi-4,inverted,flat,17.416770439392153,0.17416770439392154,62.898923992674,33.258691494567536,True,-1.0,-1.0,-1.0,25.81730769230769,88.7162316849817,0.4052462119801183,0.5794139163740398,55.368936703911366,88.6276281984789
gsm8k,Gemma-7B,Phi-4-Reas.,inverted,inverted,58.282460676556894,0.5828246067655689,53.97779304029304,38.49311117859484,False,-1.0,-1.0,-1.0,25.81730769230769,79.79510073260073,0.4052462119801183,0.9880708187456873,55.368936703911366,93.8620478825062
gsm8k,Gemma-7B,Qwen2.5-7B,inverted,flat,23.771447917187054,0.23771447917187055,41.58882783882784,7.595400431128461,True,-1.0,-1.0,-1.0,25.81730769230769,67.40613553113553,0.4052462119801183,0.6429606911519888,55.368936703911366,62.96433713503983
gsm8k,Gemma-7B,Qwen2.5-Math,inverted,inverted,30.75312050358497,0.3075312050358497,67.17948717948718,32.88899450861198,True,-1.0,-1.0,-1.0,25.81730769230769,92.99679487179488,0.4052462119801183,0.712777417015968,55.368936703911366,88.25793121252335
gsm8k,Gemma-7B,Qwen3-4B,inverted,reliable,43.217672527765636,0.4321767252776563,58.77611971361971,30.328928481717774,True,-1.0,-1.0,-1.0,25.81730769230769,84.5934274059274,0.4052462119801183,0.8374229372577746,55.368936703911366,85.69786518562914
gsm8k,LLaMA-3.1-8B,Phi-4,reliable,flat,15.288234576452965,0.15288234576452964,9.34294871794873,14.249357156921803,False,-1.0,1.0,-1.0,79.37328296703296,88.7162316849817,0.7322962621385695,0.5794139163740398,74.3782710415571,88.6276281984789
gsm8k,LLaMA-3.1-8B,Phi-4-Reas.,reliable,inverted,25.577455660711777,0.2557745566071178,0.4218177655677664,19.483776840949105,False,-1.0,-1.0,-1.0,79.37328296703296,79.79510073260073,0.7322962621385695,0.9880708187456873,74.3782710415571,93.8620478825062
gsm8k,LLaMA-3.1-8B,Qwen2.5-7B,reliable,flat,8.933557098658063,0.08933557098658063,11.96714743589743,11.413933906517272,True,1.0,1.0,1.0,79.37328296703296,67.40613553113553,0.7322962621385695,0.6429606911519888,74.3782710415571,62.96433713503983
gsm8k,LLaMA-3.1-8B,Qwen2.5-Math,reliable,inverted,1.9518845122601491,0.01951884512260149,13.623511904761912,13.879660170966247,True,-1.0,1.0,-1.0,79.37328296703296,92.99679487179488,0.7322962621385695,0.712777417015968,74.3782710415571,88.25793121252335
gsm8k,LLaMA-3.1-8B,Qwen3-4B,reliable,reliable,10.512667511920515,0.10512667511920515,5.220144438894437,11.319594144072042,False,-1.0,-1.0,-1.0,79.37328296703296,84.5934274059274,0.7322962621385695,0.8374229372577746,74.3782710415571,85.69786518562914
gsm8k,Phi-4,Phi-4-Reas.,flat,inverted,40.86569023716474,0.4086569023716474,8.921130952380963,5.234419684027301,False,1.0,-1.0,-1.0,88.7162316849817,79.79510073260073,0.5794139163740398,0.9880708187456873,88.6276281984789,93.8620478825062
gsm8k,Phi-4,Qwen2.5-7B,flat,flat,6.354677477794901,0.06354677477794901,21.31009615384616,25.663291063439075,True,1.0,-1.0,1.0,88.7162316849817,67.40613553113553,0.5794139163740398,0.6429606911519888,88.6276281984789,62.96433713503983
gsm8k,Phi-4,Qwen2.5-Math,flat,inverted,13.336350064192814,0.13336350064192815,4.280563186813183,0.36969698595555656,False,-1.0,-1.0,1.0,88.7162316849817,92.99679487179488,0.5794139163740398,0.712777417015968,88.6276281984789,88.25793121252335
gsm8k,Phi-4,Qwen3-4B,flat,reliable,25.80090208837348,0.2580090208837348,4.122804279054293,2.9297630128497616,False,1.0,-1.0,1.0,88.7162316849817,84.5934274059274,0.5794139163740398,0.8374229372577746,88.6276281984789,85.69786518562914
gsm8k,Phi-4-Reas.,Qwen2.5-7B,inverted,flat,34.51101275936984,0.3451101275936984,12.388965201465197,30.897710747466377,False,1.0,1.0,1.0,79.79510073260073,67.40613553113553,0.9880708187456873,0.6429606911519888,93.8620478825062,62.96433713503983
gsm8k,Phi-4-Reas.,Qwen2.5-Math,inverted,inverted,27.529340172971928,0.2752934017297193,13.201694139194146,5.604116669982858,False,-1.0,1.0,1.0,79.79510073260073,92.99679487179488,0.9880708187456873,0.712777417015968,93.8620478825062,88.25793121252335
gsm8k,Phi-4-Reas.,Qwen3-4B,inverted,reliable,15.064788148791264,0.15064788148791264,4.79832667332667,8.164182696877063,False,-1.0,1.0,1.0,79.79510073260073,84.5934274059274,0.9880708187456873,0.8374229372577746,93.8620478825062,85.69786518562914
gsm8k,Qwen2.5-7B,Qwen2.5-Math,flat,inverted,6.981672586397913,0.06981672586397913,25.590659340659343,25.29359407748352,True,-1.0,-1.0,-1.0,67.40613553113553,92.99679487179488,0.6429606911519888,0.712777417015968,62.96433713503983,88.25793121252335
gsm8k,Qwen2.5-7B,Qwen3-4B,flat,reliable,19.44622461057858,0.19446224610578577,17.187291874791867,22.733528050589314,False,-1.0,-1.0,-1.0,67.40613553113553,84.5934274059274,0.6429606911519888,0.8374229372577746,62.96433713503983,85.69786518562914
gsm8k,Qwen2.5-Math,Qwen3-4B,inverted,reliable,12.464552024180664,0.12464552024180664,8.403367465867476,2.560066026894205,False,1.0,-1.0,1.0,92.99679487179488,84.5934274059274,0.712777417015968,0.8374229372577746,88.25793121252335,85.69786518562914
math500,DS-R1-1.5B,DS-R1-7B,reliable,reliable,13.361174039637657,0.13361174039637658,10.97001956376954,12.813712560862456,False,-1.0,-1.0,-1.0,83.82388444888446,94.793904012654,0.610651044036344,0.7442627844327205,76.10204441604738,88.91575697690983
math500,DS-R1-1.5B,Gemma-7B,reliable,inverted,51.28927933690919,0.5128927933690919,68.66165084915086,42.18576262976734,True,1.0,1.0,1.0,83.82388444888446,15.1622335997336,0.610651044036344,0.0977582506672521,76.10204441604738,33.91628178628004
math500,DS-R1-1.5B,LLaMA-3.1-8B,reliable,reliable,29.160174398045985,0.29160174398045985,24.67371170496171,27.112307334049234,False,1.0,1.0,1.0,83.82388444888446,59.150172743922745,0.610651044036344,0.3190493000558841,76.10204441604738,48.98973708199814
math500,DS-R1-1.5B,Phi-4,reliable,flat,9.39920753515957,0.0939920753515957,13.078119796869814,1.1850803162359824,True,1.0,1.0,1.0,83.82388444888446,70.74576465201464,0.610651044036344,0.5166589686847483,76.10204441604738,74.9169640998114
math500,DS-R1-1.5B,Phi-4-Reas.,reliable,inverted,28.7889514798362,0.287889514798362,12.83393689643691,10.998794422461359,False,1.0,-1.0,-1.0,83.82388444888446,70.98994755244755,0.610651044036344,0.898540558834706,76.10204441604738,87.10083883850874
math500,DS-R1-1.5B,Qwen2.5-7B,reliable,flat,12.442709733761864,0.12442709733761864,9.255432067932077,8.997436721990155,False,1.0,1.0,1.0,83.82388444888446,74.56845238095238,0.610651044036344,0.4862239466987253,76.10204441604738,67.10460769405722
math500,DS-R1-1.5B,Qwen2.5-Math,reliable,inverted,3.6660402054919716,0.036660402054919716,15.768710456210457,6.367224007913336,True,1.0,-1.0,-1.0,83.82388444888446,68.055173992674,0.610651044036344,0.6473114460912637,76.10204441604738,82.46926842396071
math500,DS-R1-1.5B,Qwen3-4B,reliable,reliable,19.779254011543916,0.19779254011543917,20.824404761904766,5.262575416561845,True,1.0,1.0,1.0,83.82388444888446,62.99947968697969,0.610651044036344,0.4128585039209048,76.10204441604738,70.83946899948553
math500,DS-R1-7B,Gemma-7B,reliable,inverted,64.65045337654685,0.6465045337654685,79.6316704129204,54.999475190629795,True,1.0,1.0,1.0,94.793904012654,15.1622335997336,0.7442627844327205,0.0977582506672521,88.91575697690983,33.91628178628004
math500,DS-R1-7B,LLaMA-3.1-8B,reliable,reliable,42.52134843768364,0.4252134843768364,35.64373126873125,39.92601989491169,False,1.0,1.0,1.0,94.793904012654,59.150172743922745,0.7442627844327205,0.3190493000558841,88.91575697690983,48.98973708199814
math500,DS-R1-7B,Phi-4,reliable,flat,22.76038157479723,0.22760381574797228,24.048139360639354,13.998792877098438,True,1.0,1.0,1.0,94.793904012654,70.74576465201464,0.7442627844327205,0.5166589686847483,88.91575697690983,74.9169640998114
math500,DS-R1-7B,Phi-4-Reas.,reliable,inverted,15.427777440198543,0.15427777440198542,23.80395646020645,1.8149181384010973,True,1.0,-1.0,1.0,94.793904012654,70.98994755244755,0.7442627844327205,0.898540558834706,88.91575697690983,87.10083883850874
math500,DS-R1-7B,Qwen2.5-7B,reliable,flat,25.803883773399523,0.2580388377339952,20.225451631701617,21.81114928285261,False,1.0,1.0,1.0,94.793904012654,74.56845238095238,0.7442627844327205,0.4862239466987253,88.91575697690983,67.10460769405722
math500,DS-R1-7B,Qwen2.5-Math,reliable,inverted,9.695133834145686,0.09695133834145686,26.738730019979997,6.44648855294912,True,1.0,1.0,1.0,94.793904012654,68.055173992674,0.7442627844327205,0.6473114460912637,88.91575697690983,82.46926842396071
math500,DS-R1-7B,Qwen3-4B,reliable,reliable,33.14042805118157,0.33140428051181575,31.794424325674306,18.0762879774243,False,1.0,1.0,1.0,94.793904012654,62.99947968697969,0.7442627844327205,0.4128585039209048,88.91575697690983,70.83946899948553
math500,Gemma-7B,LLaMA-3.1-8B,inverted,reliable,22.1291049388632,0.221291049388632,43.98793914418914,15.073455295718105,True,-1.0,-1.0,-1.0,15.1622335997336,59.150172743922745,0.0977582506672521,0.3190493000558841,33.91628178628004,48.98973708199814
math500,Gemma-7B,Phi-4,inverted,flat,41.89007180174962,0.4189007180174962,55.583531052281046,41.00068231353136,True,-1.0,-1.0,-1.0,15.1622335997336,70.74576465201464,0.0977582506672521,0.5166589686847483,33.91628178628004,74.9169640998114
math500,Gemma-7B,Phi-4-Reas.,inverted,inverted,80.07823081674539,0.8007823081674539,55.82771395271395,53.1845570522287,False,-1.0,-1.0,-1.0,15.1622335997336,70.98994755244755,0.0977582506672521,0.898540558834706,33.91628178628004,87.10083883850874
math500,Gemma-7B,Qwen2.5-7B,inverted,flat,38.846569603147316,0.3884656960314732,59.40621878121878,33.188325907777184,True,-1.0,-1.0,-1.0,15.1622335997336,74.56845238095238,0.0977582506672521,0.4862239466987253,33.91628178628004,67.10460769405722
math500,Gemma-7B,Qwen2.5-Math,inverted,inverted,54.955319542401156,0.5495531954240116,52.8929403929404,48.552986637680675,False,-1.0,-1.0,-1.0,15.1622335997336,68.055173992674,0.0977582506672521,0.6473114460912637,33.91628178628004,82.46926842396071
math500,Gemma-7B,Qwen3-4B,inverted,reliable,31.510025325365266,0.31510025325365265,47.837246087246086,36.923187213205495,True,-1.0,-1.0,-1.0,15.1622335997336,62.99947968697969,0.0977582506672521,0.4128585039209048,33.91628178628004,70.83946899948553
math500,LLaMA-3.1-8B,Phi-4,reliable,flat,19.760966862886413,0.19760966862886414,11.595591908091897,25.92722701781325,False,-1.0,-1.0,-1.0,59.150172743922745,70.74576465201464,0.3190493000558841,0.5166589686847483,48.98973708199814,74.9169640998114
math500,LLaMA-3.1-8B,Phi-4-Reas.,reliable,inverted,57.94912587788219,0.5794912587788219,11.839774808524801,38.11110175651059,False,-1.0,-1.0,-1.0,59.150172743922745,70.98994755244755,0.3190493000558841,0.898540558834706,48.98973708199814,87.10083883850874
math500,LLaMA-3.1-8B,Qwen2.5-7B,reliable,flat,16.717464664284122,0.1671746466428412,15.418279637029634,18.11487061205908,False,-1.0,-1.0,-1.0,59.150172743922745,74.56845238095238,0.3190493000558841,0.4862239466987253,48.98973708199814,67.10460769405722
math500,LLaMA-3.1-8B,Qwen2.5-Math,reliable,inverted,32.826214603537956,0.32826214603537957,8.905001248751255,33.47953134196257,False,-1.0,-1.0,-1.0,59.150172743922745,68.055173992674,0.3190493000558841,0.6473114460912637,48.98973708199814,82.46926842396071
math500,LLaMA-3.1-8B,Qwen3-4B,reliable,reliable,9.380920386502067,0.09380920386502067,3.849306943056945,21.84973191748739,False,-1.0,-1.0,-1.0,59.150172743922745,62.99947968697969,0.3190493000558841,0.4128585039209048,48.98973708199814,70.83946899948553
math500,Phi-4,Phi-4-Reas.,flat,inverted,38.18815901499577,0.3818815901499577,0.2441829004329037,12.183874738697341,False,-1.0,-1.0,-1.0,70.74576465201464,70.98994755244755,0.5166589686847483,0.898540558834706,74.9169640998114,87.10083883850874
math500,Phi-4,Qwen2.5-7B,flat,flat,3.043502198602294,0.030435021986022937,3.822687728937737,7.812356405754173,True,-1.0,1.0,1.0,70.74576465201464,74.56845238095238,0.5166589686847483,0.4862239466987253,74.9169640998114,67.10460769405722
math500,Phi-4,Qwen2.5-Math,flat,inverted,13.065247740651543,0.13065247740651542,2.690590659340643,7.552304324149318,False,1.0,-1.0,-1.0,70.74576465201464,68.055173992674,0.5166589686847483,0.6473114460912637,74.9169640998114,82.46926842396071
math500,Phi-4,Qwen3-4B,flat,reliable,10.380046476384347,0.10380046476384347,7.746284965034953,4.077495100325862,False,1.0,1.0,1.0,70.74576465201464,62.99947968697969,0.5166589686847483,0.4128585039209048,74.9169640998114,70.83946899948553
math500,Phi-4-Reas.,Qwen2.5-7B,inverted,flat,41.231661213598066,0.41231661213598064,3.5785048285048333,19.996231144451514,False,-1.0,1.0,1.0,70.98994755244755,74.56845238095238,0.898540558834706,0.4862239466987253,87.10083883850874,67.10460769405722
math500,Phi-4-Reas.,Qwen2.5-Math,inverted,inverted,25.12291127434423,0.2512291127434423,2.9347735597735465,4.6315704145480225,False,1.0,1.0,1.0,70.98994755244755,68.055173992674,0.898540558834706,0.6473114460912637,87.10083883850874,82.46926842396071
math500,Phi-4-Reas.,Qwen3-4B,inverted,reliable,48.56820549138012,0.4856820549138012,7.990467865467856,16.261369839023203,False,1.0,1.0,1.0,70.98994755244755,62.99947968697969,0.898540558834706,0.4128585039209048,87.10083883850874,70.83946899948553
math500,Qwen2.5-7B,Qwen2.5-Math,flat,inverted,16.108749939253837,0.16108749939253836,6.51327838827838,15.364660729903491,False,1.0,-1.0,-1.0,74.56845238095238,68.055173992674,0.4862239466987253,0.6473114460912637,67.10460769405722,82.46926842396071
math500,Qwen2.5-7B,Qwen3-4B,flat,reliable,7.336544277782053,0.07336544277782053,11.56897269397269,3.7348613054283106,True,1.0,1.0,-1.0,74.56845238095238,62.99947968697969,0.4862239466987253,0.4128585039209048,67.10460769405722,70.83946899948553
math500,Qwen2.5-Math,Qwen3-4B,inverted,reliable,23.44529421703589,0.2344529421703589,5.05569430569431,11.62979942447518,False,1.0,1.0,1.0,68.055173992674,62.99947968697969,0.6473114460912637,0.4128585039209048,82.46926842396071,70.83946899948553
svamp,DS-R1-1.5B,DS-R1-7B,reliable,reliable,6.91178314614368,0.0691178314614368,0.5757783882783656,7.692272444290452,False,-1.0,-1.0,-1.0,98.53594322344324,99.1117216117216,0.9069719847582444,0.9760898162196812,89.19545878412119,96.88773122841164
svamp,DS-R1-1.5B,Gemma-7B,reliable,inverted,47.02774899729087,0.4702774899729087,80.57406135531137,39.511883958021855,True,1.0,1.0,1.0,98.53594322344324,17.96188186813187,0.9069719847582444,0.4366944947853357,89.19545878412119,49.68357482609933
svamp,DS-R1-1.5B,LLaMA-3.1-8B,reliable,reliable,9.80212770164065,0.0980212770164065,12.773580586080598,12.1424662973143,True,1.0,1.0,1.0,98.53594322344324,85.76236263736264,0.9069719847582444,0.8089507077418379,89.19545878412119,77.05299248680689
svamp,DS-R1-1.5B,Phi-4,reliable,flat,35.92807962218308,0.35928079622183073,23.798128954378967,7.799911173471699,False,1.0,1.0,1.0,98.53594322344324,74.73781426906427,0.9069719847582444,0.5476911885364136,89.19545878412119,81.39554761064949
svamp,DS-R1-1.5B,Phi-4-Reas.,reliable,inverted,8.836219317990246,0.08836219317990246,33.71508699633702,1.7550019149995961,True,1.0,-1.0,-1.0,98.53594322344324,64.82085622710622,0.9069719847582444,0.9953341779381468,89.19545878412119,90.95046069912078
svamp,DS-R1-1.5B,Qwen2.5-7B,reliable,flat,19.890422310765743,0.19890422310765743,35.73958333333336,25.876362495502477,True,1.0,1.0,1.0,98.53594322344324,62.79635989010988,0.9069719847582444,0.7080677616505869,89.19545878412119,63.31909628861871
svamp,DS-R1-1.5B,Qwen2.5-Math,reliable,inverted,19.318913149576144,0.19318913149576145,39.37225274725277,5.899783813130242,True,1.0,1.0,1.0,98.53594322344324,59.16369047619047,0.9069719847582444,0.7137828532624829,89.19545878412119,83.29567497099094
svamp,DS-R1-1.5B,Qwen3-4B,reliable,reliable,4.910998905391262,0.04910998905391262,9.344093406593416,1.6429796365890041,True,1.0,1.0,1.0,98.53594322344324,89.19184981684982,0.9069719847582444,0.8578619957043317,89.19545878412119,87.55247914753218
svamp,DS-R1-7B,Gemma-7B,reliable,inverted,53.93953214343454,0.5393953214343454,81.14983974358974,47.20415640231231,True,1.0,1.0,1.0,99.1117216117216,17.96188186813187,0.9760898162196812,0.4366944947853357,96.88773122841164,49.68357482609933
svamp,DS-R1-7B,LLaMA-3.1-8B,reliable,reliable,16.71391084778433,0.1671391084778433,13.349358974358964,19.834738741604752,False,1.0,1.0,1.0,99.1117216117216,85.76236263736264,0.9760898162196812,0.8089507077418379,96.88773122841164,77.05299248680689
svamp,DS-R1-7B,Phi-4,reliable,flat,42.83986276832675,0.42839862768326753,24.373907342657333,15.492183617762151,False,1.0,1.0,1.0,99.1117216117216,74.73781426906427,0.9760898162196812,0.5476911885364136,96.88773122841164,81.39554761064949
svamp,DS-R1-7B,Phi-4-Reas.,reliable,inverted,1.9244361718465663,0.019244361718465663,34.29086538461539,5.937270529290856,True,1.0,-1.0,1.0,99.1117216117216,64.82085622710622,0.9760898162196812,0.9953341779381468,96.88773122841164,90.95046069912078
svamp,DS-R1-7B,Qwen2.5-7B,reliable,flat,26.802205456909423,0.2680220545690942,36.31536172161172,33.56863493979293,True,1.0,1.0,1.0,99.1117216117216,62.79635989010988,0.9760898162196812,0.7080677616505869,96.88773122841164,63.31909628861871
svamp,DS-R1-7B,Qwen2.5-Math,reliable,inverted,26.230696295719824,0.26230696295719824,39.94803113553114,13.592056257420694,True,1.0,1.0,1.0,99.1117216117216,59.16369047619047,0.9760898162196812,0.7137828532624829,96.88773122841164,83.29567497099094
svamp,DS-R1-7B,Qwen3-4B,reliable,reliable,11.822782051534942,0.11822782051534941,9.919871794871781,9.335252080879457,False,1.0,1.0,1.0,99.1117216117216,89.19184981684982,0.9760898162196812,0.8578619957043317,96.88773122841164,87.55247914753218
svamp,Gemma-7B,LLaMA-3.1-8B,inverted,reliable,37.22562129565022,0.3722562129565022,67.80048076923077,27.369417660707555,True,-1.0,-1.0,-1.0,17.96188186813187,85.76236263736264,0.4366944947853357,0.8089507077418379,49.68357482609933,77.05299248680689
svamp,Gemma-7B,Phi-4,inverted,flat,11.099669375107796,0.11099669375107796,56.775932400932405,31.711972784550156,True,-1.0,-1.0,-1.0,17.96188186813187,74.73781426906427,0.4366944947853357,0.5476911885364136,49.68357482609933,81.39554761064949
svamp,Gemma-7B,Phi-4-Reas.,inverted,inverted,55.86396831528111,0.5586396831528111,46.85897435897435,41.26688587302145,False,-1.0,-1.0,-1.0,17.96188186813187,64.82085622710622,0.4366944947853357,0.9953341779381468,49.68357482609933,90.95046069912078
svamp,Gemma-7B,Qwen2.5-7B,inverted,flat,27.137326686525125,0.27137326686525126,44.834478021978015,13.635521462519378,True,-1.0,-1.0,-1.0,17.96188186813187,62.79635989010988,0.4366944947853357,0.7080677616505869,49.68357482609933,63.31909628861871
svamp,Gemma-7B,Qwen2.5-Math,inverted,inverted,27.708835847714724,0.27708835847714725,41.2018086080586,33.61210014489161,True,-1.0,-1.0,-1.0,17.96188186813187,59.16369047619047,0.4366944947853357,0.7137828532624829,49.68357482609933,83.29567497099094
svamp,Gemma-7B,Qwen3-4B,inverted,reliable,42.116750091899604,0.4211675009189961,71.22996794871796,37.86890432143285,True,-1.0,-1.0,-1.0,17.96188186813187,89.19184981684982,0.4366944947853357,0.8578619957043317,49.68357482609933,87.55247914753218
svamp,LLaMA-3.1-8B,Phi-4,reliable,flat,26.125951920542423,0.26125951920542423,11.024548368298369,4.342555123842601,False,1.0,1.0,-1.0,85.76236263736264,74.73781426906427,0.8089507077418379,0.5476911885364136,77.05299248680689,81.39554761064949
svamp,LLaMA-3.1-8B,Phi-4-Reas.,reliable,inverted,18.638347019630896,0.18638347019630896,20.941506410256423,13.897468212313896,True,1.0,-1.0,-1.0,85.76236263736264,64.82085622710622,0.8089507077418379,0.9953341779381468,77.05299248680689,90.95046069912078
svamp,LLaMA-3.1-8B,Qwen2.5-7B,reliable,flat,10.088294609125093,0.10088294609125092,22.96600274725276,13.733896198188177,True,1.0,1.0,1.0,85.76236263736264,62.79635989010988,0.8089507077418379,0.7080677616505869,77.05299248680689,63.31909628861871
svamp,LLaMA-3.1-8B,Qwen2.5-Math,reliable,inverted,9.516785447935494,0.09516785447935494,26.598672161172175,6.2426824841840585,True,1.0,1.0,-1.0,85.76236263736264,59.16369047619047,0.8089507077418379,0.7137828532624829,77.05299248680689,83.29567497099094
svamp,LLaMA-3.1-8B,Qwen3-4B,reliable,reliable,4.891128796249388,0.04891128796249389,3.4294871794871824,10.499486660725296,False,-1.0,-1.0,-1.0,85.76236263736264,89.19184981684982,0.8089507077418379,0.8578619957043317,77.05299248680689,87.55247914753218
svamp,Phi-4,Phi-4-Reas.,flat,inverted,44.76429894017332,0.4476429894017332,9.916958041958054,9.554913088471295,False,1.0,-1.0,-1.0,74.73781426906427,64.82085622710622,0.5476911885364136,0.9953341779381468,81.39554761064949,90.95046069912078
svamp,Phi-4,Qwen2.5-7B,flat,flat,16.03765731141733,0.1603765731141733,11.94145437895439,18.076451322030778,False,1.0,-1.0,1.0,74.73781426906427,62.79635989010988,0.5476911885364136,0.7080677616505869,81.39554761064949,63.31909628861871
svamp,Phi-4,Qwen2.5-Math,flat,inverted,16.60916647260693,0.1660916647260693,15.574123792873806,1.9001273603414575,False,1.0,-1.0,-1.0,74.73781426906427,59.16369047619047,0.5476911885364136,0.7137828532624829,81.39554761064949,83.29567497099094
svamp,Phi-4,Qwen3-4B,flat,reliable,31.01708071679181,0.3101708071679181,14.454035547785551,6.156931536882695,False,-1.0,-1.0,-1.0,74.73781426906427,89.19184981684982,0.5476911885364136,0.8578619957043317,81.39554761064949,87.55247914753218
svamp,Phi-4-Reas.,Qwen2.5-7B,inverted,flat,28.72664162875599,0.2872664162875599,2.024496336996336,27.631364410502073,False,1.0,1.0,1.0,64.82085622710622,62.79635989010988,0.9953341779381468,0.7080677616505869,90.95046069912078,63.31909628861871
svamp,Phi-4-Reas.,Qwen2.5-Math,inverted,inverted,28.15513246756639,0.2815513246756639,5.657165750915752,7.654785728129838,False,1.0,1.0,1.0,64.82085622710622,59.16369047619047,0.9953341779381468,0.7137828532624829,90.95046069912078,83.29567497099094
svamp,Phi-4-Reas.,Qwen3-4B,inverted,reliable,13.747218223381507,0.13747218223381508,24.370993589743605,3.3979815515886003,True,-1.0,1.0,1.0,64.82085622710622,89.19184981684982,0.9953341779381468,0.8578619957043317,90.95046069912078,87.55247914753218
