split,seed,model,benchmark,regime,frs_cal,acc_cal,bon_reasoning,bon_accuracy,random_reasoning,random_accuracy,lift
8,50,Qwen3-4B,gsm8k,reliable,89.90384615384616,0.776,88.28828828828829,0.8738738738738738,88.62612612612612,0.8828828828828829,-0.3378378378378386
8,50,Qwen3-4B,math500,reliable,60.416666666666664,0.38596491228070173,71.47277227722772,0.43564356435643564,71.67904290429044,0.44719471947194717,-0.2062706270627217
8,50,Qwen3-4B,svamp,reliable,90.86538461538461,0.8629032258064516,85.68181818181819,0.8545454545454545,85.71022727272727,0.8545454545454545,-0.028409090909079282
9,51,DS-R1-1.5B,aqua,reliable,87.08333333333333,0.5743243243243243,75.27985074626865,0.4925373134328358,74.74347014925372,0.5099502487562189,0.5363805970149258
9,51,DS-R1-1.5B,commonsenseqa,reliable,64.90384615384616,0.416,56.415929203539825,0.46017699115044247,56.63716814159292,0.4557522123893805,-0.2212389380530979
9,51,DS-R1-1.5B,gpqa,reliable,68.75,0.3695652173913043,52.5,0.3058823529411765,52.31617647058823,0.30588235294117644,0.18382352941176805
9,51,DS-R1-1.5B,gsm8k,reliable,100.0,0.8359375,89.17410714285714,0.8839285714285714,88.64397321428571,0.875,0.5301339285714306
9,51,DS-R1-1.5B,math500,reliable,86.53846153846153,0.656,77.12765957446808,0.6276595744680851,75.67597517730496,0.6046099290780141,1.4516843971631204
9,51,DS-R1-1.5B,svamp,reliable,96.15384615384616,0.9090909090909091,88.04347826086956,0.8956521739130435,88.09782608695652,0.8956521739130435,-0.05434782608695343
9,51,DS-R1-7B,aqua,reliable,98.75,0.8299319727891157,90.33203125,0.796875,89.88444010416666,0.7981770833333333,0.4475911458333428
9,51,DS-R1-7B,commonsenseqa,reliable,74.03846153846153,0.5365853658536586,78.56359649122807,0.5087719298245614,78.48135964912281,0.5087719298245614,0.08223684210526017
9,51,DS-R1-7B,gpqa,reliable,70.67307692307692,0.472,64.81958762886597,0.41237113402061853,64.86254295532646,0.4329896907216495,-0.042955326460486276
9,51,DS-R1-7B,gsm8k,reliable,95.3125,0.9747899159663865,96.63461538461539,0.9316239316239316,96.39423076923077,0.9273504273504274,0.2403846153846132
9,51,DS-R1-7B,math500,reliable,94.64285714285714,0.6818181818181818,91.56976744186046,0.813953488372093,91.24878875968993,0.809108527131783,0.3209786821705336
9,51,DS-R1-7B,svamp,reliable,100.0,0.9758064516129032,96.75707547169812,0.9716981132075472,96.43278301886792,0.9716981132075472,0.3242924528301927
9,51,Gemma-7B,aqua,inverted,21.634615384615383,0.3170731707317073,37.7373417721519,0.34177215189873417,39.78771097046413,0.3839662447257384,-2.0503691983122323
9,51,Gemma-7B,commonsenseqa,inverted,8.653846153846153,0.1885245901639344,23.71794871794872,0.18803418803418803,23.798076923076923,0.18803418803418803,-0.0801282051282044
9,51,Gemma-7B,gpqa,inverted,25.48076923076923,0.15873015873015872,35.723684210526315,0.15789473684210525,36.304824561403514,0.1587719298245614,-0.5811403508771988
9,51,Gemma-7B,gsm8k,inverted,31.73076923076923,0.39344262295081966,56.63377192982456,0.40350877192982454,56.30482456140351,0.3991228070175439,0.3289473684210549
9,51,Gemma-7B,math500,inverted,14.903846153846153,0.11627906976744186,33.94886363636363,0.11363636363636363,34.51704545454545,0.10795454545454546,-0.5681818181818201
9,51,Gemma-7B,svamp,inverted,20.833333333333332,0.44166666666666665,48.39601769911504,0.39823008849557523,49.36393805309734,0.4085545722713864,-0.9679203539823007
9,51,LLaMA-3.1-8B,aqua,reliable,53.84615384615385,0.44,45.032051282051285,0.3717948717948718,43.703258547008545,0.3632478632478632,1.3287927350427395
9,51,LLaMA-3.1-8B,commonsenseqa,reliable,49.51923076923077,0.6693548387096774,54.78603603603604,0.6576576576576577,54.68280780780781,0.6711711711711712,0.1032282282282253
9,51,LLaMA-3.1-8B,gpqa,reliable,51.44230769230769,0.45454545454545453,50.24038461538461,0.38461538461538464,50.15024038461539,0.3733974358974359,0.0901442307692264
9,51,LLaMA-3.1-8B,gsm8k,reliable,77.88461538461539,0.7874015748031497,71.56531531531532,0.6486486486486487,71.36824324324324,0.6441441441441441,0.1970720720720749
9,51,LLaMA-3.1-8B,math500,reliable,60.714285714285715,0.2803030303030303,52.016129032258064,0.3548387096774194,51.44489247311828,0.36200716845878134,0.5712365591397841
9,51,LLaMA-3.1-8B,svamp,reliable,83.17307692307692,0.8062015503875969,75.60840707964601,0.7876106194690266,75.77433628318585,0.7876106194690266,-0.16592920353983232
9,51,Phi-4,aqua,flat,82.8125,0.5344827586206896,75.43604651162791,0.5465116279069767,74.43071705426355,0.5319767441860465,1.005329457364354
9,51,Phi-4,commonsenseqa,flat,83.03571428571429,0.5323741007194245,70.77380952380952,0.6476190476190476,70.68452380952381,0.6476190476190476,0.0892857142857082
9,51,Phi-4,gpqa,flat,50.0,0.2916666666666667,49.5,0.22,49.34375,0.21333333333333332,0.15625
9,51,Phi-4,gsm8k,flat,84.13461538461539,0.59375,87.94642857142857,0.5982142857142857,87.75111607142857,0.5848214285714286,0.1953125
9,51,Phi-4,math500,flat,70.3125,0.5338983050847458,74.59862385321101,0.5045871559633027,75.17201834862385,0.4877675840978593,-0.5733944954128418
9,51,Phi-4,svamp,flat,64.42307692307692,0.5691056910569106,80.50213675213675,0.5299145299145299,80.34188034188034,0.5213675213675214,0.1602564102564088
9,51,Phi-4-Reas.,aqua,inverted,83.75,0.676056338028169,85.07462686567165,0.6716417910447762,86.17848258706468,0.6681592039800995,-1.1038557213930318
9,51,Phi-4-Reas.,commonsenseqa,inverted,16.517857142857142,0.8257575757575758,60.9375,0.7980769230769231,62.46995192307692,0.7980769230769231,-1.5324519230769198
9,51,Phi-4-Reas.,gpqa,inverted,44.71153846153846,0.6062992125984252,61.92528735632184,0.5517241379310345,61.96120689655172,0.5459770114942529,-0.03591954022988375
9,51,Phi-4-Reas.,gsm8k,inverted,80.76923076923077,0.9836065573770492,93.90889830508475,0.9915254237288136,93.85593220338983,0.9915254237288136,0.05296610169492055
9,51,Phi-4-Reas.,math500,inverted,74.55357142857143,0.9090909090909091,86.50265957446808,0.8936170212765957,87.07890070921987,0.8936170212765957,-0.5762411347517826
9,51,Phi-4-Reas.,svamp,inverted,69.19642857142857,0.9923664122137404,91.11238532110092,0.981651376146789,91.59977064220183,0.981651376146789,-0.48738532110091626
9,51,Qwen2.5-7B,aqua,flat,86.0576923076923,0.672,70.77922077922078,0.7792207792207793,68.2021103896104,0.7272727272727273,2.5771103896103824
9,51,Qwen2.5-7B,commonsenseqa,flat,58.854166666666664,0.8571428571428571,87.55252100840336,0.8739495798319328,87.68382352941177,0.8697478991596639,-0.13130252100840778
9,51,Qwen2.5-7B,gpqa,flat,61.53846153846154,0.3333333333333333,52.03488372093023,0.36046511627906974,51.8531976744186,0.3643410852713178,0.18168604651162923
9,51,Qwen2.5-7B,gsm8k,flat,67.78846153846153,0.6260162601626016,62.5534188034188,0.6752136752136753,62.927350427350426,0.688034188034188,-0.37393162393162527
9,51,Qwen2.5-7B,math500,flat,80.28846153846153,0.5,66.6875,0.49,66.6875,0.48999999999999994,0.0
9,51,Qwen2.5-7B,svamp,flat,62.5,0.7272727272727273,62.23290598290598,0.6752136752136753,62.873931623931625,0.6894586894586894,-0.6410256410256423
9,51,Qwen2.5-Math,aqua,inverted,81.25,0.5163934426229508,76.50316455696202,0.5443037974683544,76.26582278481013,0.5421940928270041,0.23734177215189334
9,51,Qwen2.5-Math,commonsenseqa,inverted,76.5625,0.5775862068965517,71.0,0.512,71.35,0.524,-0.3499999999999943
9,51,Qwen2.5-Math,gpqa,inverted,45.67307692307692,0.3252032520325203,52.51288659793814,0.31958762886597936,52.44845360824742,0.33505154639175255,0.06443298969072231
9,51,Qwen2.5-Math,gsm8k,inverted,92.41071428571429,0.6865671641791045,88.18181818181819,0.7,88.18181818181819,0.7,0.0
9,51,Qwen2.5-Math,math500,inverted,56.770833333333336,0.5641025641025641,84.125,0.69,84.17708333333331,0.7,-0.052083333333314386
9,51,Qwen2.5-Math,svamp,inverted,52.083333333333336,0.7,83.42391304347827,0.7043478260869566,83.58695652173913,0.7130434782608696,-0.1630434782608603
9,51,Qwen3-4B,aqua,reliable,84.61538461538461,0.4418604651162791,76.89144736842105,0.4868421052631579,76.05811403508773,0.46798245614035083,0.8333333333333286
9,51,Qwen3-4B,commonsenseqa,reliable,73.07692307692308,0.7540983606557377,72.84482758620689,0.646551724137931,72.43175287356323,0.6379310344827587,0.41307471264366313
9,51,Qwen3-4B,gpqa,reliable,62.05357142857143,0.6090225563909775,54.56460674157304,0.4943820224719101,53.628277153558045,0.48314606741573035,0.936329588014992
9,51,Qwen3-4B,gsm8k,reliable,86.36363636363636,0.8,86.22047244094489,0.8503937007874016,86.26968503937007,0.8503937007874016,-0.04921259842518566
9,51,Qwen3-4B,math500,reliable,63.839285714285715,0.4306569343065693,69.50549450549451,0.3956043956043956,69.52838827838828,0.40476190476190477,-0.022893772893766595
9,51,Qwen3-4B,svamp,reliable,92.1875,0.9026548672566371,86.64529914529915,0.8205128205128205,86.48504273504274,0.8076923076923077,0.1602564102564088
