split,seed,model,benchmark,regime,frs_cal,acc_cal,bon_reasoning,bon_accuracy,random_reasoning,random_accuracy,lift
5,47,Qwen2.5-7B,gsm8k,flat,64.58333333333333,0.6837606837606838,62.661637931034484,0.6206896551724138,62.93103448275862,0.6264367816091954,-0.26939655172413524
5,47,Qwen2.5-7B,math500,flat,76.33928571428571,0.45112781954887216,68.34677419354838,0.5161290322580645,68.11155913978494,0.528673835125448,0.2352150537634401
5,47,Qwen2.5-7B,svamp,flat,58.75,0.6666666666666666,66.66666666666667,0.7373737373737373,66.85606060606061,0.7424242424242424,-0.18939393939393767
5,47,Qwen2.5-Math,aqua,inverted,70.83333333333333,0.625,76.58227848101266,0.4936708860759494,75.51424050632912,0.45569620253164556,1.0680379746835484
5,47,Qwen2.5-Math,commonsenseqa,inverted,72.11538461538461,0.5503875968992248,72.71739130434783,0.5565217391304348,72.3913043478261,0.5565217391304348,0.3260869565217348
5,47,Qwen2.5-Math,gpqa,inverted,49.03846153846154,0.304,55.651595744680854,0.3617021276595745,55.9729609929078,0.3812056737588652,-0.3213652482269467
5,47,Qwen2.5-Math,gsm8k,inverted,95.08928571428571,0.7175572519083969,87.71929824561404,0.6578947368421053,87.7467105263158,0.6622807017543859,-0.02741228070175339
5,47,Qwen2.5-Math,math500,inverted,72.59615384615384,0.6446280991735537,82.57978723404256,0.6702127659574468,83.02304964539006,0.675531914893617,-0.4432624113475043
5,47,Qwen2.5-Math,svamp,inverted,51.92307692307692,0.68,87.109375,0.7232142857142857,87.61160714285714,0.7291666666666666,-0.5022321428571388
5,47,Qwen3-4B,aqua,reliable,87.94642857142857,0.49624060150375937,75.0,0.4520547945205479,74.21232876712328,0.4474885844748858,0.7876712328767184
5,47,Qwen3-4B,commonsenseqa,reliable,80.20833333333333,0.7435897435897436,72.55208333333333,0.6583333333333333,72.23090277777779,0.65,0.3211805555555429
5,47,Qwen3-4B,gpqa,reliable,57.69230769230769,0.5658914728682171,55.376344086021504,0.5268817204301075,54.693100358422946,0.5197132616487454,0.6832437275985583
5,47,Qwen3-4B,gsm8k,reliable,81.25,0.8264462809917356,87.22826086956522,0.8260869565217391,86.9836956521739,0.8217391304347826,0.24456521739131176
5,47,Qwen3-4B,math500,reliable,61.607142857142854,0.417910447761194,72.51420454545455,0.4659090909090909,71.54356060606061,0.44507575757575757,0.9706439393939377
5,47,Qwen3-4B,svamp,reliable,89.90384615384616,0.8617886178861789,88.64678899082568,0.8348623853211009,88.73279816513761,0.8394495412844036,-0.08600917431192556
6,48,DS-R1-1.5B,aqua,reliable,100.0,0.5669291338582677,76.60472972972973,0.581081081081081,74.83108108108108,0.5686936936936936,1.7736486486486456
6,48,DS-R1-1.5B,commonsenseqa,reliable,57.69230769230769,0.4076923076923077,55.46875,0.45535714285714285,55.71986607142857,0.45982142857142855,-0.2511160714285694
6,48,DS-R1-1.5B,gpqa,reliable,49.479166666666664,0.3333333333333333,53.581460674157306,0.3258426966292135,53.03136704119849,0.32771535580524347,0.5500936329588129
6,48,DS-R1-1.5B,gsm8k,reliable,90.38461538461539,0.859375,86.21651785714286,0.8303571428571429,86.4862351190476,0.8363095238095238,-0.269717261904745
6,48,DS-R1-1.5B,math500,reliable,88.9423076923077,0.5555555555555556,78.35051546391753,0.6701030927835051,77.4914089347079,0.6615120274914088,0.859106529209626
6,48,DS-R1-1.5B,svamp,reliable,100.0,0.8939393939393939,89.17824074074075,0.8981481481481481,89.12037037037037,0.8981481481481481,0.0578703703703809
6,48,DS-R1-7B,aqua,reliable,99.47916666666667,0.8305084745762712,90.94202898550725,0.8405797101449275,89.3040458937198,0.8212560386473431,1.6379830917874472
6,48,DS-R1-7B,commonsenseqa,reliable,68.75,0.512396694214876,77.63157894736842,0.5263157894736842,77.27521929824562,0.5219298245614035,0.35635964912280826
6,48,DS-R1-7B,gpqa,reliable,67.70833333333333,0.44166666666666665,65.6875,0.47,64.86458333333333,0.4833333333333333,0.8229166666666714
6,48,DS-R1-7B,gsm8k,reliable,100.0,0.9495798319327731,97.45762711864407,0.9491525423728814,97.45762711864407,0.9491525423728814,0.0
6,48,DS-R1-7B,math500,reliable,94.79166666666667,0.8035714285714286,87.625,0.67,87.25520833333331,0.6725,0.3697916666666856
6,48,DS-R1-7B,svamp,reliable,97.39583333333333,0.9819819819819819,97.03125,0.975,96.66666666666667,0.9708333333333333,0.3645833333333286
6,48,Gemma-7B,aqua,inverted,22.115384615384617,0.36923076923076925,38.02710843373494,0.3373493975903614,37.901606425702816,0.3353413654618474,0.12550200803212164
6,48,Gemma-7B,commonsenseqa,inverted,11.057692307692308,0.203125,21.195652173913043,0.16521739130434782,21.304347826086957,0.16521739130434782,-0.10869565217391397
6,48,Gemma-7B,gpqa,inverted,24.553571428571427,0.16666666666666666,35.486111111111114,0.15555555555555556,35.03472222222222,0.1537037037037037,0.45138888888889284
6,48,Gemma-7B,gsm8k,inverted,25.96153846153846,0.390625,54.4481981981982,0.42342342342342343,54.27927927927928,0.4144144144144144,0.1689189189189193
6,48,Gemma-7B,math500,inverted,17.307692307692307,0.10852713178294573,31.11111111111111,0.1111111111111111,32.239583333333336,0.10555555555555556,-1.128472222222225
6,48,Gemma-7B,svamp,inverted,16.666666666666668,0.4369747899159664,51.37614678899082,0.3944954128440367,52.637614678899084,0.41437308868501527,-1.2614678899082605
6,48,LLaMA-3.1-8B,aqua,reliable,57.291666666666664,0.37168141592920356,46.12068965517241,0.42528735632183906,45.007183908045974,0.40229885057471265,1.113505747126439
6,48,LLaMA-3.1-8B,commonsenseqa,reliable,50.96153846153846,0.7222222222222222,53.37837837837838,0.6126126126126126,53.89451951951952,0.6396396396396397,-0.5161411411411407
6,48,LLaMA-3.1-8B,gpqa,reliable,49.479166666666664,0.36134453781512604,52.54854368932039,0.4563106796116505,51.87095469255664,0.4433656957928803,0.6775889967637525
6,48,LLaMA-3.1-8B,gsm8k,reliable,82.21153846153847,0.768595041322314,73.11422413793103,0.6724137931034483,73.0334051724138,0.6681034482758621,0.08081896551723844
6,48,LLaMA-3.1-8B,math500,reliable,72.11538461538461,0.33884297520661155,49.0,0.29,48.58854166666667,0.28833333333333333,0.4114583333333286
6,48,LLaMA-3.1-8B,svamp,reliable,83.03571428571429,0.753731343283582,83.15972222222223,0.8703703703703703,82.87037037037037,0.8611111111111112,0.28935185185186185
6,48,Phi-4,aqua,flat,89.90384615384616,0.5433070866141733,77.421875,0.5625,76.89453125,0.546875,0.52734375
6,48,Phi-4,commonsenseqa,flat,84.61538461538461,0.5609756097560976,68.96186440677967,0.6016949152542372,68.8382768361582,0.5988700564971751,0.12358757062146708
6,48,Phi-4,gpqa,flat,51.339285714285715,0.23741007194244604,52.03313253012048,0.25301204819277107,52.233935742971894,0.24196787148594376,-0.20080321285141167
6,48,Phi-4,gsm8k,flat,93.22916666666667,0.5575221238938053,88.7600806451613,0.6209677419354839,88.83568548387096,0.6209677419354839,-0.0756048387096655
6,48,Phi-4,math500,flat,62.94642857142857,0.5303030303030303,75.0,0.4948453608247423,75.73024054982818,0.5034364261168385,-0.7302405498281814
6,48,Phi-4,svamp,flat,68.75,0.5474452554744526,83.43446601941747,0.5436893203883495,83.3131067961165,0.5436893203883495,0.1213592233009706
6,48,Phi-4-Reas.,aqua,inverted,75.44642857142857,0.6397058823529411,86.19402985074628,0.7014925373134329,88.1358830845771,0.7101990049751243,-1.9418532338308268
6,48,Phi-4-Reas.,commonsenseqa,inverted,2.840909090909091,0.7981651376146789,59.947916666666664,0.8083333333333333,61.892361111111114,0.8166666666666667,-1.94444444444445
6,48,Phi-4-Reas.,gpqa,inverted,40.38461538461539,0.48760330578512395,66.1221590909091,0.6818181818181818,65.21070075757575,0.6979166666666666,0.9114583333333428
6,48,Phi-4-Reas.,gsm8k,inverted,83.03571428571429,1.0,92.15801886792453,0.9716981132075472,92.1875,0.9716981132075472,-0.029481132075474648
6,48,Phi-4-Reas.,math500,inverted,77.40384615384616,0.9090909090909091,88.0569306930693,0.900990099009901,88.50041254125414,0.8960396039603961,-0.44348184818483105
6,48,Phi-4-Reas.,svamp,inverted,79.32692307692308,1.0,87.95045045045045,0.972972972972973,88.51351351351352,0.972972972972973,-0.5630630630630691
6,48,Qwen2.5-7B,aqua,flat,87.05357142857143,0.7014925373134329,67.92763157894737,0.75,65.625,0.6907894736842105,2.30263157894737
6,48,Qwen2.5-7B,commonsenseqa,flat,51.13636363636363,0.8921568627450981,88.22674418604652,0.8372093023255814,88.32364341085271,0.8372093023255814,-0.09689922480619373
6,48,Qwen2.5-7B,gpqa,flat,52.40384615384615,0.32,53.125,0.38372093023255816,52.81613372093023,0.36918604651162784,0.30886627906976827
6,48,Qwen2.5-7B,gsm8k,flat,66.51785714285714,0.6470588235294118,62.004950495049506,0.6534653465346535,62.644389438943904,0.6683168316831684,-0.6394389438943975
6,48,Qwen2.5-7B,math500,flat,73.5576923076923,0.5289256198347108,67.0673076923077,0.4423076923076923,67.75841346153847,0.469551282051282,-0.6911057692307736
6,48,Qwen2.5-7B,svamp,flat,64.42307692307692,0.71900826446281,63.26754385964912,0.6666666666666666,64.19956140350877,0.6944444444444443,-0.9320175438596436
6,48,Qwen2.5-Math,aqua,inverted,67.3076923076923,0.5793650793650794,77.19155844155844,0.4805194805194805,76.85335497835497,0.47619047619047616,0.3382034632034703
6,48,Qwen2.5-Math,commonsenseqa,inverted,62.5,0.5853658536585366,72.38247863247864,0.5042735042735043,72.24893162393163,0.5128205128205128,0.13354700854701207
6,48,Qwen2.5-Math,gpqa,inverted,46.354166666666664,0.29464285714285715,54.59905660377358,0.330188679245283,55.02161949685535,0.3616352201257862,-0.42256289308176775
6,48,Qwen2.5-Math,gsm8k,inverted,95.08928571428571,0.7669172932330827,87.5,0.6018518518518519,87.4807098765432,0.6064814814814815,0.01929012345679837
6,48,Qwen2.5-Math,math500,inverted,63.839285714285715,0.6470588235294118,82.99418604651163,0.6162790697674418,83.38178294573643,0.622093023255814,-0.38759689922480334
6,48,Qwen2.5-Math,svamp,inverted,53.125,0.6837606837606838,85.32838983050847,0.7288135593220338,85.35487288135593,0.7259887005649717,-0.026483050847460277
6,48,Qwen3-4B,aqua,reliable,83.65384615384616,0.4596774193548387,74.82638888888889,0.4583333333333333,73.46064814814814,0.44953703703703707,1.3657407407407476
6,48,Qwen3-4B,commonsenseqa,reliable,75.0,0.6744186046511628,74.42660550458716,0.7064220183486238,74.0538990825688,0.7018348623853211,0.3727064220183536
6,48,Qwen3-4B,gpqa,reliable,60.9375,0.525,55.21907216494845,0.5670103092783505,54.96134020618557,0.5652920962199313,0.25773195876288213
6,48,Qwen3-4B,gsm8k,reliable,82.8125,0.847457627118644,85.16304347826087,0.8,85.28079710144927,0.8057971014492754,-0.117753623188392
6,48,Qwen3-4B,math500,reliable,63.333333333333336,0.34265734265734266,74.33823529411765,0.5294117647058824,74.17892156862744,0.5254901960784314,0.1593137254902075
6,48,Qwen3-4B,svamp,reliable,87.5,0.832,87.88716814159292,0.8849557522123894,87.72123893805309,0.8849557522123894,0.16592920353983232
7,49,DS-R1-1.5B,aqua,reliable,100.0,0.5508474576271186,70.08333333333333,0.52,69.39166666666667,0.514,0.6916666666666629
7,49,DS-R1-1.5B,commonsenseqa,reliable,47.395833333333336,0.41025641025641024,57.12809917355372,0.45454545454545453,57.41219008264463,0.4628099173553719,-0.2840909090909065
7,49,DS-R1-1.5B,gpqa,reliable,65.625,0.32116788321167883,52.36280487804878,0.34146341463414637,52.019817073170735,0.3252032520325203,0.34298780487804237
7,49,DS-R1-1.5B,gsm8k,reliable,94.71153846153847,0.859375,87.17105263157895,0.8508771929824561,86.67763157894737,0.8464912280701754,0.4934210526315752
7,49,DS-R1-1.5B,math500,reliable,87.5,0.6612903225806451,72.63157894736842,0.5578947368421052,72.13815789473684,0.5473684210526316,0.4934210526315894
7,49,DS-R1-1.5B,svamp,reliable,100.0,0.9285714285714286,87.5,0.8709677419354839,87.1975806451613,0.8709677419354839,0.30241935483870463
7,49,DS-R1-7B,aqua,reliable,97.11538461538461,0.8016528925619835,90.19097222222223,0.8333333333333334,88.65162037037037,0.8287037037037037,1.5393518518518619
7,49,DS-R1-7B,commonsenseqa,reliable,77.40384615384616,0.46923076923076923,78.80681818181819,0.5636363636363636,78.75,0.5727272727272728,0.056818181818186986
7,49,DS-R1-7B,gpqa,reliable,67.78846153846153,0.4032258064516129,66.1082474226804,0.4948453608247423,65.08805841924399,0.49656357388316147,1.020189003436414
7,49,DS-R1-7B,gsm8k,reliable,100.0,0.9621212121212122,97.16435185185185,0.9351851851851852,97.16435185185185,0.9351851851851852,0.0
7,49,DS-R1-7B,math500,reliable,98.5576923076923,0.8046875,87.03947368421052,0.6736842105263158,86.26096491228071,0.6649122807017545,0.7785087719298076
7,49,DS-R1-7B,svamp,reliable,98.5576923076923,0.9767441860465116,96.26168224299066,0.9719626168224299,96.29088785046729,0.9719626168224299,-0.029205607476626483
7,49,Gemma-7B,aqua,inverted,20.3125,0.3879310344827586,39.411764705882355,0.36470588235294116,40.96813725490196,0.3735294117647059,-1.5563725490196063
7,49,Gemma-7B,commonsenseqa,inverted,9.821428571428571,0.19083969465648856,24.305555555555557,0.18518518518518517,24.189814814814813,0.18518518518518517,0.11574074074074403
7,49,Gemma-7B,gpqa,inverted,30.76923076923077,0.14173228346456693,35.9375,0.17391304347826086,35.85258152173913,0.1865942028985507,0.0849184782608674
7,49,Gemma-7B,gsm8k,inverted,17.307692307692307,0.3884297520661157,56.8426724137931,0.41379310344827586,56.38469827586207,0.4051724137931034,0.45797413793103203
7,49,Gemma-7B,math500,inverted,20.3125,0.11711711711711711,32.84313725490196,0.09803921568627451,33.37418300653595,0.09803921568627451,-0.5310457516339895
7,49,Gemma-7B,svamp,inverted,8.854166666666666,0.4434782608695652,48.358050847457626,0.3983050847457627,49.17902542372882,0.41666666666666663,-0.8209745762711904
7,49,LLaMA-3.1-8B,aqua,reliable,54.32692307692308,0.39669421487603307,48.01829268292683,0.45121951219512196,44.21366869918699,0.4044715447154471,3.8046239837398375
7,49,LLaMA-3.1-8B,commonsenseqa,reliable,56.25,0.704,52.835648148148145,0.6388888888888888,52.599344135802475,0.6504629629629629,0.2363040123456699
7,49,LLaMA-3.1-8B,gpqa,reliable,43.75,0.43410852713178294,52.5,0.38,52.39583333333334,0.375,0.10416666666665719
7,49,LLaMA-3.1-8B,gsm8k,reliable,89.90384615384616,0.7716535433070866,74.28097345132744,0.672566371681416,74.66814159292035,0.6769911504424779,-0.3871681415929089
7,49,LLaMA-3.1-8B,math500,reliable,58.333333333333336,0.3445378151260504,47.02669902912621,0.2621359223300971,47.25424757281554,0.2831715210355987,-0.22754854368932342
7,49,LLaMA-3.1-8B,svamp,reliable,87.5,0.8360655737704918,74.73290598290598,0.7777777777777778,74.29665242165241,0.7663817663817662,0.4362535612535652
7,49,Phi-4,aqua,flat,85.09615384615384,0.5076923076923077,76.20481927710843,0.5662650602409639,76.09814257028113,0.5391566265060241,0.1066767068273009
7,49,Phi-4,commonsenseqa,flat,84.375,0.5178571428571429,70.8829365079365,0.6349206349206349,70.7175925925926,0.6322751322751322,0.1653439153439109
7,49,Phi-4,gpqa,flat,52.5,0.21678321678321677,53.23033707865169,0.2808988764044944,53.07818352059925,0.27153558052434457,0.15215355805244002
7,49,Phi-4,gsm8k,flat,92.41071428571429,0.5797101449275363,87.07932692307692,0.6153846153846154,87.04927884615384,0.6105769230769231,0.030048076923080203
7,49,Phi-4,math500,flat,78.84615384615384,0.5327868852459017,73.14356435643565,0.5148514851485149,74.618399339934,0.5066006600660066,-1.4748349834983543
7,49,Phi-4,svamp,flat,61.53846153846154,0.5,80.55555555555556,0.5925925925925926,80.17939814814815,0.5879629629629629,0.3761574074074048
7,49,Phi-4-Reas.,aqua,inverted,73.86363636363636,0.7378640776699029,85.546875,0.6375,87.02994791666666,0.634375,-1.4830729166666572
7,49,Phi-4-Reas.,commonsenseqa,inverted,16.964285714285715,0.8409090909090909,56.37019230769231,0.7788461538461539,58.45352564102564,0.7884615384615384,-2.0833333333333357
7,49,Phi-4-Reas.,gpqa,inverted,41.666666666666664,0.5616438356164384,63.3445945945946,0.6351351351351351,63.0982545045045,0.6373873873873873,0.2463400900900936
7,49,Phi-4-Reas.,gsm8k,inverted,76.92307692307692,0.983739837398374,94.39102564102564,0.9914529914529915,94.31089743589743,0.9914529914529915,0.0801282051282044
7,49,Phi-4-Reas.,math500,inverted,81.25,0.9212598425196851,85.90686274509804,0.8823529411764706,85.70261437908498,0.8774509803921569,0.2042483660130614
7,49,Phi-4-Reas.,svamp,inverted,66.34615384615384,0.9921875,89.79357798165138,0.981651376146789,90.625,0.981651376146789,-0.8314220183486185
7,49,Qwen2.5-7B,aqua,flat,84.375,0.6564885496183206,67.98780487804878,0.7804878048780488,66.17123983739836,0.7276422764227642,1.816565040650417
7,49,Qwen2.5-7B,commonsenseqa,flat,66.34615384615384,0.8976377952755905,85.9375,0.8333333333333334,86.22685185185185,0.8287037037037037,-0.28935185185184764
7,49,Qwen2.5-7B,gpqa,flat,52.40384615384615,0.34710743801652894,52.013888888888886,0.37777777777777777,52.22222222222222,0.36666666666666664,-0.2083333333333357
7,49,Qwen2.5-7B,gsm8k,flat,69.71153846153847,0.6065573770491803,63.3445945945946,0.7027027027027027,63.77627627627628,0.7042042042042042,-0.4316816816816811
7,49,Qwen2.5-7B,math500,flat,70.67307692307692,0.5081967213114754,64.90384615384616,0.4519230769230769,65.65504807692308,0.469551282051282,-0.7512019230769198
7,49,Qwen2.5-7B,svamp,flat,62.01923076923077,0.6910569105691057,64.02027027027027,0.7117117117117117,65.20270270270271,0.7177177177177176,-1.1824324324324351
7,49,Qwen2.5-Math,aqua,inverted,79.46428571428571,0.5075757575757576,77.38486842105263,0.5921052631578947,75.7264254385965,0.5460526315789473,1.6584429824561369
7,49,Qwen2.5-Math,commonsenseqa,inverted,74.55357142857143,0.5939849624060151,70.79545454545455,0.5,70.73863636363636,0.5045454545454545,0.056818181818186986
7,49,Qwen2.5-Math,gpqa,inverted,50.0,0.3233082706766917,53.520114942528735,0.3103448275862069,53.77155172413793,0.33524904214559387,-0.25143678160919336
7,49,Qwen2.5-Math,gsm8k,inverted,92.41071428571429,0.7443609022556391,85.99537037037037,0.6388888888888888,86.14969135802468,0.6435185185185185,-0.1543209876543159
7,49,Qwen2.5-Math,math500,inverted,73.5576923076923,0.7063492063492064,80.28350515463917,0.6082474226804123,80.981529209622,0.6134020618556701,-0.6980240549828238
7,49,Qwen2.5-Math,svamp,inverted,59.13461538461539,0.7154471544715447,82.16743119266054,0.6788990825688074,82.36811926605505,0.6880733944954128,-0.20068807339450245
7,49,Qwen3-4B,aqua,reliable,77.27272727272727,0.38181818181818183,76.74050632911393,0.5443037974683544,75.73575949367088,0.5130801687763713,1.0047468354430436
7,49,Qwen3-4B,commonsenseqa,reliable,72.11538461538461,0.7265625,71.81818181818181,0.6727272727272727,71.49621212121212,0.6636363636363637,0.32196969696968836
7,49,Qwen3-4B,gpqa,reliable,62.98076923076923,0.6016260162601627,55.54123711340206,0.4948453608247423,55.154639175257735,0.5085910652920962,0.38659793814432675
7,49,Qwen3-4B,gsm8k,reliable,80.72916666666667,0.8583333333333333,84.45378151260505,0.7983193277310925,84.53256302521008,0.7983193277310925,-0.0787815126050333
7,49,Qwen3-4B,math500,reliable,66.66666666666667,0.48672566371681414,68.56617647058823,0.38235294117647056,68.71936274509804,0.3872549019607843,-0.1531862745098067
7,49,Qwen3-4B,svamp,reliable,83.33333333333333,0.8828828828828829,87.2373949579832,0.8403361344537815,87.21113445378151,0.8403361344537815,0.02626050420168724
8,50,DS-R1-1.5B,aqua,reliable,86.16071428571429,0.5882352941176471,74.04513888888889,0.5138888888888888,73.10474537037038,0.511574074074074,0.9403935185185048
8,50,DS-R1-1.5B,commonsenseqa,reliable,62.5,0.3949579831932773,54.569327731092436,0.453781512605042,55.015756302521005,0.46638655462184875,-0.4464285714285694
8,50,DS-R1-1.5B,gpqa,reliable,72.59615384615384,0.3524590163934426,49.93131868131868,0.31868131868131866,49.908424908424905,0.3076923076923077,0.0228937728937737
8,50,DS-R1-1.5B,gsm8k,reliable,90.38461538461539,0.8677685950413223,85.66176470588235,0.8235294117647058,85.86309523809523,0.8291316526610644,-0.20133053221287867
8,50,DS-R1-1.5B,math500,reliable,76.92307692307692,0.5772357723577236,76.72193877551021,0.6632653061224489,75.96726190476191,0.6445578231292517,0.7546768707482983
8,50,DS-R1-1.5B,svamp,reliable,100.0,0.9272727272727272,88.26844262295081,0.8770491803278688,87.85860655737704,0.8729508196721312,0.4098360655737707
8,50,DS-R1-7B,aqua,reliable,99.10714285714286,0.8102189781021898,91.015625,0.84375,90.283203125,0.82421875,0.732421875
8,50,DS-R1-7B,commonsenseqa,reliable,76.25,0.5306122448979592,76.49739583333333,0.5104166666666666,76.00911458333333,0.5,0.48828125
8,50,DS-R1-7B,gpqa,reliable,65.38461538461539,0.49193548387096775,66.82180851063829,0.4148936170212766,66.38962765957447,0.4290780141843971,0.4321808510638192
8,50,DS-R1-7B,gsm8k,reliable,100.0,0.9473684210526315,97.0873786407767,0.9514563106796117,97.0873786407767,0.9514563106796117,0.0
8,50,DS-R1-7B,math500,reliable,85.9375,0.717948717948718,90.625,0.76,90.38020833333331,0.7625,0.24479166666668561
8,50,DS-R1-7B,svamp,reliable,97.39583333333333,0.9732142857142857,97.08333333333333,0.9833333333333333,96.796875,0.9791666666666666,0.2864583333333286
8,50,Gemma-7B,aqua,inverted,23.958333333333332,0.3793103448275862,33.87784090909091,0.32954545454545453,35.854640151515156,0.3428030303030303,-1.9767992424242493
8,50,Gemma-7B,commonsenseqa,inverted,4.166666666666667,0.1623931623931624,25.416666666666668,0.19166666666666668,25.399305555555554,0.19722222222222224,0.01736111111111427
8,50,Gemma-7B,gpqa,inverted,34.375,0.12931034482758622,34.65346534653465,0.18811881188118812,35.0608498349835,0.18894389438943893,-0.407384488448848
8,50,Gemma-7B,gsm8k,inverted,44.791666666666664,0.39655172413793105,54.8728813559322,0.423728813559322,54.210805084745765,0.4110169491525424,0.6620762711864359
8,50,Gemma-7B,math500,inverted,8.482142857142858,0.07633587786259542,38.08139534883721,0.13953488372093023,38.856589147286826,0.13372093023255813,-0.7751937984496138
8,50,Gemma-7B,svamp,inverted,22.767857142857142,0.4316546762589928,48.07692307692308,0.40384615384615385,49.00841346153846,0.40865384615384615,-0.9314903846153797
8,50,LLaMA-3.1-8B,aqua,reliable,61.05769230769231,0.4251968503937008,43.51851851851852,0.38271604938271603,42.28395061728395,0.3765432098765432,1.2345679012345698
8,50,LLaMA-3.1-8B,commonsenseqa,reliable,49.51923076923077,0.6984126984126984,53.44626168224299,0.6355140186915887,54.23481308411215,0.6495327102803738,-0.7885514018691566
8,50,LLaMA-3.1-8B,gpqa,reliable,51.041666666666664,0.33613445378151263,51.89950980392157,0.49019607843137253,51.22549019607843,0.47549019607843135,0.6740196078431353
8,50,LLaMA-3.1-8B,gsm8k,reliable,73.5576923076923,0.7380952380952381,72.80701754385964,0.7017543859649122,72.80701754385964,0.6973684210526315,0.0
8,50,LLaMA-3.1-8B,math500,reliable,46.63461538461539,0.33064516129032256,51.051980198019805,0.2871287128712871,51.428424092409244,0.3003300330033003,-0.37644389438943904
8,50,LLaMA-3.1-8B,svamp,reliable,90.625,0.8632478632478633,75.10162601626017,0.7479674796747967,74.9661246612466,0.7411924119241193,0.13550135501357374
8,50,Phi-4,aqua,flat,85.09615384615384,0.5354330708661418,73.56927710843374,0.5783132530120482,72.2703313253012,0.5311244979919678,1.2989457831325382
8,50,Phi-4,commonsenseqa,flat,92.78846153846153,0.5950413223140496,68.80165289256199,0.5702479338842975,68.52617079889808,0.5674931129476584,0.27548209366391063
8,50,Phi-4,gpqa,flat,42.78846153846154,0.23770491803278687,50.063131313131315,0.24242424242424243,48.842592592592595,0.2365319865319865,1.2205387205387197
8,50,Phi-4,gsm8k,flat,89.0625,0.5126050420168067,89.6875,0.675,89.765625,0.6625,-0.078125
8,50,Phi-4,math500,flat,73.5576923076923,0.5081967213114754,74.15865384615384,0.5192307692307693,75.1201923076923,0.5128205128205128,-0.961538461538467
8,50,Phi-4,svamp,flat,69.64285714285714,0.5955882352941176,83.70098039215686,0.49019607843137253,83.07802287581698,0.49019607843137253,0.6229575163398806
8,50,Phi-4-Reas.,aqua,inverted,67.41071428571429,0.6268656716417911,88.05147058823529,0.75,89.97395833333333,0.7428921568627451,-1.9224877450980387
8,50,Phi-4-Reas.,commonsenseqa,inverted,14.0625,0.7739130434782608,64.24788135593221,0.847457627118644,65.70444915254237,0.8559322033898306,-1.456567796610159
8,50,Phi-4-Reas.,gpqa,inverted,48.214285714285715,0.6090225563909775,59.73837209302326,0.5813953488372093,59.223594961240316,0.5755813953488372,0.5147771317829424
8,50,Phi-4-Reas.,gsm8k,inverted,87.5,0.992,92.66304347826087,0.9826086956521739,92.58152173913044,0.9826086956521739,0.08152173913043725
8,50,Phi-4-Reas.,math500,inverted,77.08333333333333,0.8849557522123894,87.5,0.9134615384615384,87.59014423076923,0.9134615384615384,-0.0901442307692264
8,50,Phi-4-Reas.,svamp,inverted,75.48076923076923,1.0,88.84698275862068,0.9741379310344828,89.84375,0.9741379310344828,-0.9967672413793167
8,50,Qwen2.5-7B,aqua,flat,85.22727272727273,0.6605504587155964,66.83238636363636,0.6931818181818182,65.3527462121212,0.6893939393939394,1.4796401515151558
8,50,Qwen2.5-7B,commonsenseqa,flat,49.479166666666664,0.85,90.04424778761062,0.8761061946902655,89.98893805309734,0.8761061946902655,0.0553097345132727
8,50,Qwen2.5-7B,gpqa,flat,56.25,0.36764705882352944,51.388888888888886,0.3333333333333333,51.13168724279836,0.3395061728395062,0.25720164609052887
8,50,Qwen2.5-7B,gsm8k,flat,63.94230769230769,0.639344262295082,63.95474137931034,0.6551724137931034,64.38577586206897,0.6609195402298851,-0.4310344827586263
8,50,Qwen2.5-7B,math500,flat,76.92307692307692,0.4274193548387097,68.81377551020408,0.5408163265306123,68.66496598639456,0.5493197278911565,0.1488095238095184
8,50,Qwen2.5-7B,svamp,flat,62.94642857142857,0.7368421052631579,63.970588235294116,0.6666666666666666,64.43014705882354,0.6732026143790849,-0.4595588235294201
8,50,Qwen2.5-Math,aqua,inverted,81.77083333333333,0.5135135135135135,79.24107142857143,0.5595238095238095,79.2906746031746,0.5436507936507935,-0.049603174603163325
8,50,Qwen2.5-Math,commonsenseqa,inverted,65.17857142857143,0.5714285714285714,73.49330357142857,0.5267857142857143,73.13058035714286,0.5223214285714286,0.3627232142857082
8,50,Qwen2.5-Math,gpqa,inverted,47.32142857142857,0.3669064748201439,54.06976744186046,0.29069767441860467,53.70639534883721,0.2945736434108527,0.36337209302325135
8,50,Qwen2.5-Math,gsm8k,inverted,88.9423076923077,0.6929133858267716,87.61467889908256,0.6697247706422018,87.78669724770643,0.6743119266055045,-0.17201834862386534
8,50,Qwen2.5-Math,math500,inverted,60.9375,0.6916666666666667,80.43478260869566,0.5978260869565217,81.37454710144927,0.6032608695652174,-0.9397644927536106
8,50,Qwen2.5-Math,svamp,inverted,70.83333333333333,0.7192982456140351,80.84016393442623,0.680327868852459,81.30122950819673,0.6816939890710382,-0.4610655737704974
8,50,Qwen3-4B,aqua,reliable,85.22727272727273,0.4727272727272727,76.26582278481013,0.5063291139240507,74.41455696202532,0.4455696202531646,1.8512658227848107
8,50,Qwen3-4B,commonsenseqa,reliable,78.64583333333333,0.7433628318584071,70.64549180327869,0.6557377049180327,70.43203551912569,0.6475409836065574,0.213456284152997
8,50,Qwen3-4B,gpqa,reliable,61.53846153846154,0.546875,54.33238636363637,0.5568181818181818,53.61032196969697,0.5321969696969696,0.722064393939398
