model,benchmark,metric_type,sample_size_N,bootstrap_std_of_mean_on_0_100_scale,n_problems_in_intersection,n_bootstrap
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,149,1.6253359658324626,149,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,10,14.256822051214641,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,10,6.052059218970891,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,15,11.856380841836463,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,15,5.147674655098686,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,20,10.312340907863742,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,20,4.459353532073681,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,25,8.997276032222196,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,25,3.8908788794341933,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,30,8.331619657132167,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,30,3.553742145482887,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,40,7.174249851900895,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,40,3.1044257135295683,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,50,6.467534228745913,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,50,2.8008396359945635,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,75,5.306753600627957,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,75,2.2873543625634993,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,100,4.524746153100746,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,100,1.8788460089311985,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,150,3.754748045993085,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,150,1.6132488914041756,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,200,3.1914987075040457,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,200,1.3519708119965512,229,2000
Qwen3-4B,CommonsenseQA,pass1_trace0_accuracy,229,3.027170419744549,229,2000
Qwen3-4B,CommonsenseQA,mean_reasoning_judge_sparse,229,1.2690174791136806,229,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,10,14.912799871251542,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,10,4.897595668791058,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,15,12.40965170967967,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,15,4.115220575946809,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,20,11.02330230693144,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,20,3.3964152168738626,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,25,9.84707855152989,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,25,3.0421259696025995,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,30,8.976022225908313,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,30,2.823229362891692,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,40,7.527540165120343,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,40,2.472131740161071,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,50,6.714018096490356,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,50,2.1445456259384574,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,75,5.3404146322588515,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,75,1.7814666519207885,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,100,4.776422065730792,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,100,1.5570683011146098,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,150,3.922242994908795,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,150,1.2509278926383152,185,2000
Qwen3-4B,GPQA,pass1_trace0_accuracy,185,3.5492649986552607,185,2000
Qwen3-4B,GPQA,mean_reasoning_judge_sparse,185,1.111322147191915,185,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,10,13.282153439860572,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,10,6.005237926350906,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,15,10.887217785601203,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,15,4.85968667175638,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,20,9.364368638621613,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,20,4.267006231067765,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,25,8.696154322457716,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,25,3.7658195295535166,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,30,7.9068071938045925,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,30,3.405853329314188,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,40,6.354970495604209,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,40,2.9964896680577158,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,50,5.96611900652342,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,50,2.6745099920326787,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,75,5.016321405616315,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,75,2.158192034277547,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,100,4.41370581257972,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,100,1.8297490154092928,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,150,3.476062587340901,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,150,1.5598515269939743,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,200,2.995339880547783,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,200,1.3380027696713561,228,2000
Qwen3-4B,GSM8K,pass1_trace0_accuracy,228,2.822104160259006,228,2000
Qwen3-4B,GSM8K,mean_reasoning_judge_sparse,228,1.2453203716818924,228,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,10,15.311857333452398,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,10,7.1423136966156635,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,15,12.439978117165463,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,15,5.886144696039679,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,20,11.185948495769145,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,20,5.185742867712747,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,25,9.737987471752056,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,25,4.658759252293827,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,30,9.060767075695082,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,30,4.180664138630876,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,40,7.829968071454697,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,40,3.529290136610235,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,50,6.952938659300828,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,50,3.2204278540683924,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,75,5.685040642872408,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,75,2.6324655951988203,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,100,4.915637267944005,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,100,2.299219885432904,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,150,3.9496184766520317,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,150,1.8506364385192549,186,2000
Qwen3-4B,MATH500,pass1_trace0_accuracy,186,3.6100849863278364,186,2000
Qwen3-4B,MATH500,mean_reasoning_judge_sparse,186,1.7020946988195722,186,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,10,12.822164403875036,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,10,5.686046068883098,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,15,10.396383452378473,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,15,4.721947458816059,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,20,9.172046868066037,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,20,4.1089320927846,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,25,8.399969285658134,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,25,3.7496887365611764,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,30,7.776281423519715,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,30,3.3843852270896826,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,40,6.442650366890942,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,40,2.9258968891428823,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,50,5.899002966603763,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,50,2.5957979172401764,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,75,4.792122424702163,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,75,2.1045801177959995,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,100,4.179840876157847,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,100,1.8641289069662295,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,150,3.324471135885125,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,150,1.5009760146049205,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,200,2.907731074222649,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,200,1.2906319511909887,218,2000
Qwen3-4B,SVAMP,pass1_trace0_accuracy,218,2.7636622141376774,218,2000
Qwen3-4B,SVAMP,mean_reasoning_judge_sparse,218,1.2024427101083914,218,2000
