model,benchmark,metric_type,sample_size_N,bootstrap_std_of_mean_on_0_100_scale,n_problems_in_intersection,n_bootstrap
Phi-4-Reas.,SVAMP,pass1_trace0_accuracy,150,1.443260352273437,225,2000
Phi-4-Reas.,SVAMP,mean_reasoning_judge_sparse,150,1.37132606863701,225,2000
Phi-4-Reas.,SVAMP,pass1_trace0_accuracy,200,1.2255854723355697,225,2000
Phi-4-Reas.,SVAMP,mean_reasoning_judge_sparse,200,1.1968424230380106,225,2000
Phi-4-Reas.,SVAMP,pass1_trace0_accuracy,225,1.1648767433340295,225,2000
Phi-4-Reas.,SVAMP,mean_reasoning_judge_sparse,225,1.11159842777053,225,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,10,15.153478148596777,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,10,5.697116782863662,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,15,12.449352950611084,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,15,4.65778092724772,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,20,10.734994177921104,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,20,3.9701718929220022,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,25,9.48512751627515,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,25,3.6386452931463293,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,30,8.848748185164071,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,30,3.1843707083587423,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,40,7.495717110457144,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,40,2.854762604109955,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,50,6.723934562441844,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,50,2.5114066263806083,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,75,5.49239474182255,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,75,2.1080422082412076,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,100,4.717926557291879,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,100,1.7499239832742732,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,150,3.936839059166348,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,150,1.4860609106550735,162,2000
Qwen2.5-7B,AQuA,pass1_trace0_accuracy,162,3.721937101358038,162,2000
Qwen2.5-7B,AQuA,mean_reasoning_judge_sparse,162,1.4152951643060587,162,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,10,12.09148357316008,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,10,5.940806571067918,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,15,9.58530356558646,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,15,4.667292364117849,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,20,8.421696681785685,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,20,4.145672722168977,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,25,7.632330967666431,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,25,3.6123639199067066,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,30,6.9382706779139145,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,30,3.3766021109783897,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,40,5.962712784463125,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,40,2.9016509453970065,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,50,5.461069400767582,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,50,2.6143623324385312,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,75,4.392990325507217,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,75,2.111441319101816,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,100,3.7426153622834386,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,100,1.8403817581211241,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,150,3.165708609458553,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,150,1.506777156737221,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,200,2.6486057535050387,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,200,1.316282483425148,220,2000
Qwen2.5-7B,CommonsenseQA,pass1_trace0_accuracy,220,2.484473178188989,220,2000
Qwen2.5-7B,CommonsenseQA,mean_reasoning_judge_sparse,220,1.2448983602929073,220,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,10,13.77966255029491,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,10,5.028244669866645,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,15,11.648793928986812,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,15,4.281151959852259,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,20,9.951122738163768,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,20,3.7154901509812737,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,25,8.884132146698404,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,25,3.2195911683368497,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,30,8.392927578225212,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,30,2.9710209004096244,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,40,6.851777939885384,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,40,2.5700239024141327,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,50,6.396914177945488,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,50,2.2250823215925064,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,75,5.358513848695985,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,75,1.9049254095433752,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,100,4.475379285602507,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,100,1.6430666718388633,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,150,3.5543150613803998,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,150,1.348840599377456,180,2000
Qwen2.5-7B,GPQA,pass1_trace0_accuracy,180,3.4018672704745443,180,2000
Qwen2.5-7B,GPQA,mean_reasoning_judge_sparse,180,1.2037355488316903,180,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,10,13.540634217052022,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,10,5.725058049499488,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,15,11.073230483166752,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,15,4.607724669379649,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,20,9.740091118670298,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,20,4.040834302628729,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,25,8.420697358295213,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,25,3.6218936882367068,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,30,7.734241326005346,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,30,3.3272118586967667,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,40,6.9909306202751,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,40,2.9328045814681403,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,50,6.227955041584677,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,50,2.5792889412991973,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,75,4.916125665150918,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,75,2.146571872356599,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,100,4.349134137963557,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,100,1.8035870549427175,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,150,3.472206455075313,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,150,1.4530996445708693,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,200,3.0702833338309365,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,200,1.2836605105698642,222,2000
Qwen2.5-7B,GSM8K,pass1_trace0_accuracy,222,2.844951892064267,222,2000
Qwen2.5-7B,GSM8K,mean_reasoning_judge_sparse,222,1.1834513228016095,222,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,10,16.328254652595298,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,10,6.674191389580658,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,15,12.653554177911175,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,15,5.346485698621952,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,20,10.857230021971533,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,20,4.817172476885677,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,25,10.00464212253492,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,25,4.235466602376148,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,30,9.312910841049286,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,30,3.7842465894748156,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,40,8.164655534681179,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,40,3.39660701698085,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,50,6.920917569224475,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,50,3.0290948380984117,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,75,5.773746559499589,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,75,2.4243096376362083,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,100,5.078885483056297,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,100,2.0790563253275627,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,150,4.057901756655361,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,150,1.6901748030665082,199,2000
Qwen2.5-7B,MATH500,pass1_trace0_accuracy,199,3.5918765614784367,199,2000
Qwen2.5-7B,MATH500,mean_reasoning_judge_sparse,199,1.498191158662781,199,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,10,12.63718323045132,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,10,6.8938116993499134,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,15,10.19519712631612,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,15,5.708407085898248,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,20,8.82485091942068,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,20,4.878364083041465,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,25,7.968196533720789,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,25,4.3399543123855295,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,30,7.180563077580417,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,30,3.96714501530794,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,40,6.24324021942933,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,40,3.5094523499848185,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,50,5.6175834662246,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,50,3.0558274886886205,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,75,4.615864382756496,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,75,2.5288802061826146,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,100,4.063397470098145,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,100,2.1888566011639465,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,150,3.3200515223579155,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,150,1.8286524019629486,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,200,2.7828930539997385,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,200,1.568342652463775,223,2000
Qwen2.5-7B,SVAMP,pass1_trace0_accuracy,223,2.719153244203202,223,2000
Qwen2.5-7B,SVAMP,mean_reasoning_judge_sparse,223,1.482702622722611,223,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,10,15.594088623577845,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,10,7.528961903892224,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,15,13.028071828001083,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,15,6.048481974858093,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,20,11.018791902926564,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,20,5.363253172470407,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,25,10.172621294435373,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,25,4.604290514501348,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,30,9.02797873280614,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,30,4.278158676562165,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,40,7.846886225599298,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,40,3.7055283329192665,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,50,7.176656603182294,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,50,3.1686102203856876,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,75,5.7459506127745685,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,75,2.7246787416725198,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,100,5.01700306457949,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,100,2.3895734284829504,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,150,4.102467495977946,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,150,1.9272216380675382,156,2000
Qwen2.5-Math,AQuA,pass1_trace0_accuracy,156,3.9179620245570446,156,2000
Qwen2.5-Math,AQuA,mean_reasoning_judge_sparse,156,1.8815750123649364,156,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,10,15.77691668229252,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,10,7.639835184127011,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,15,12.737130323934384,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,15,5.973500755325266,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,20,11.35960799279623,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,20,5.254909811216881,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,25,9.937887099378822,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,25,4.677008304845497,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,30,9.054869162807133,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,30,4.249948707500427,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,40,7.99588947131587,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,40,3.727709949907864,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,50,7.009219571393095,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,50,3.359710180807779,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,75,5.687065245898899,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,75,2.7044804741359547,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,100,5.205039649224586,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,100,2.3432670560244753,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,150,4.054688904356425,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,150,1.9218622176347733,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,200,3.564353298636374,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,200,1.6483965144304997,235,2000
Qwen2.5-Math,CommonsenseQA,pass1_trace0_accuracy,235,3.1825360868128443,235,2000
Qwen2.5-Math,CommonsenseQA,mean_reasoning_judge_sparse,235,1.5142730978340546,235,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,10,14.68870229121688,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,10,5.635949628217551,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,15,12.129083046774621,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,15,4.5288178869623,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,20,10.170534646713515,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,20,3.823670448134412,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,25,9.344067636741507,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,25,3.551588429293821,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,30,8.319985142882034,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,30,3.235274651552106,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,40,7.452214016653038,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,40,2.6852612303581354,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,50,6.452514548608162,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,50,2.4487625563315985,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,75,5.287529816044119,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,75,2.00507264181343,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,100,4.605091855761403,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,100,1.7922827341680911,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,150,3.6804573991104235,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,150,1.408626256108464,189,2000
Qwen2.5-Math,GPQA,pass1_trace0_accuracy,189,3.3754480700880753,189,2000
Qwen2.5-Math,GPQA,mean_reasoning_judge_sparse,189,1.2547810401150568,189,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,10,15.020451890672264,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,10,6.2239181865424165,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,15,11.963834390918882,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,15,5.153369238291862,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,20,10.471864387490893,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,20,4.3512161971189265,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,25,9.198031093663468,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,25,3.9544129445060596,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,30,8.547923562025005,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,30,3.5311814575571594,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,40,7.278697943313762,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,40,3.056151470555886,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,50,6.626976384445624,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,50,2.802221880403814,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,75,5.345338322106262,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,75,2.272674696824179,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,100,4.618829911352008,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,100,1.938058789261202,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,150,3.7606859746594106,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,150,1.6201975538117876,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,200,3.326168732566042,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,200,1.3850011714411623,233,2000
Qwen2.5-Math,GSM8K,pass1_trace0_accuracy,233,3.015953997186069,233,2000
Qwen2.5-Math,GSM8K,mean_reasoning_judge_sparse,233,1.280283623660918,233,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,10,14.935493798331542,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,10,7.512543759224734,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,15,12.225736060549576,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,15,5.986508928760408,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,20,10.606712202657333,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,20,5.298459580461216,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,25,9.578517421814297,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,25,4.7264488518935615,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,30,8.750392848324012,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,30,4.30923616077184,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,40,7.454553872466145,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,40,3.692522374966847,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,50,6.90321664153748,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,50,3.3671112561618046,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,75,5.447064693738985,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,75,2.6826852804596713,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,100,4.775612944952721,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,100,2.3183083105452256,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,150,3.9390886565859935,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,150,1.9483944340527324,190,2000
Qwen2.5-Math,MATH500,pass1_trace0_accuracy,190,3.5180640294394108,190,2000
Qwen2.5-Math,MATH500,mean_reasoning_judge_sparse,190,1.687138145973895,190,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,10,13.555367018269923,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,10,8.250576205020092,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,15,11.080549023702153,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,15,6.603546033370537,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,20,9.530526939786698,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,20,5.938296556354435,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,25,8.6076410241134,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,25,5.167662853853156,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,30,7.744491770140752,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,30,4.680117153574316,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,40,6.67878064750595,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,40,4.052774569830795,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,50,5.87679427919678,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,50,3.7166919692565235,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,75,4.811929204245078,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,75,2.9922729698410984,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,100,4.363615444788874,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,100,2.6016010769943883,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,150,3.5531712126868675,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,150,2.1333745291229147,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,200,2.9584662305830043,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,200,1.7878321294471402,224,2000
Qwen2.5-Math,SVAMP,pass1_trace0_accuracy,224,2.849143901976683,224,2000
Qwen2.5-Math,SVAMP,mean_reasoning_judge_sparse,224,1.7318702897776102,224,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,10,15.679205974793492,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,10,6.200792535092554,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,15,13.130892751235326,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,15,5.132550170518893,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,20,11.301017376767456,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,20,4.53415440239094,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,25,10.07722501485404,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,25,3.9025823714859165,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,30,9.235412521617235,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,30,3.6560221317024424,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,40,7.737045624784695,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,40,3.1226211527290877,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,50,6.922931098891567,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,50,2.83913120143975,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,75,5.913943448420108,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,75,2.2973283151488983,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,100,5.081662892203693,149,2000
Qwen3-4B,AQuA,mean_reasoning_judge_sparse,100,1.997108433555275,149,2000
Qwen3-4B,AQuA,pass1_trace0_accuracy,149,4.041942826256854,149,2000
