subset,n,mean_abs_frs_gap,median_abs_frs_gap,max_abs_frs_gap,pct_ge_5,pct_ge_10,pct_ge_15,pct_ge_20
abs_pass1_gap_le_1,8,14.562499999999998,13.199999999999996,33.30000000000001,0.75,0.5,0.5,0.375
abs_pass1_gap_le_2,15,12.18,9.899999999999991,33.30000000000001,0.7333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666
