benchmark,model_a,model_b,pass1_a,pass1_b,frs_a,frs_b,signed_pass1_gap,signed_frs_gap,abs_pass1_gap,abs_frs_gap
SVAMP,Gemma-7B,Phi-4-Reas.,37.8,94.6,31.1,74.8,-56.8,-43.699999999999996,56.8,43.699999999999996
SVAMP,Gemma-7B,Qwen2.5-7B,37.8,93.6,31.1,64.9,-55.8,-33.800000000000004,55.8,33.800000000000004
SVAMP,Gemma-7B,Qwen2.5-Math,37.8,90.8,31.1,74.5,-53.0,-43.4,53.0,43.4
SVAMP,Gemma-7B,Qwen3-4B,37.8,79.5,31.1,91.0,-41.7,-59.9,41.7,59.9
SVAMP,LLaMA-3.1-8B,Phi-4,85.2,92.3,80.0,75.5,-7.099999999999994,4.5,7.099999999999994,4.5
SVAMP,LLaMA-3.1-8B,Phi-4-Reas.,85.2,94.6,80.0,74.8,-9.399999999999991,5.200000000000003,9.399999999999991,5.200000000000003
SVAMP,LLaMA-3.1-8B,Qwen2.5-7B,85.2,93.6,80.0,64.9,-8.399999999999991,15.099999999999994,8.399999999999991,15.099999999999994
SVAMP,LLaMA-3.1-8B,Qwen2.5-Math,85.2,90.8,80.0,74.5,-5.599999999999994,5.5,5.599999999999994,5.5
SVAMP,LLaMA-3.1-8B,Qwen3-4B,85.2,79.5,80.0,91.0,5.700000000000003,-11.0,5.700000000000003,11.0
SVAMP,Phi-4,Phi-4-Reas.,92.3,94.6,75.5,74.8,-2.299999999999997,0.7000000000000028,2.299999999999997,0.7000000000000028
SVAMP,Phi-4,Qwen2.5-7B,92.3,93.6,75.5,64.9,-1.2999999999999972,10.599999999999994,1.2999999999999972,10.599999999999994
SVAMP,Phi-4,Qwen2.5-Math,92.3,90.8,75.5,74.5,1.5,1.0,1.5,1.0
SVAMP,Phi-4,Qwen3-4B,92.3,79.5,75.5,91.0,12.799999999999997,-15.5,12.799999999999997,15.5
SVAMP,Phi-4-Reas.,Qwen2.5-7B,94.6,93.6,74.8,64.9,1.0,9.899999999999991,1.0,9.899999999999991
SVAMP,Phi-4-Reas.,Qwen2.5-Math,94.6,90.8,74.8,74.5,3.799999999999997,0.29999999999999716,3.799999999999997,0.29999999999999716
SVAMP,Phi-4-Reas.,Qwen3-4B,94.6,79.5,74.8,91.0,15.099999999999994,-16.200000000000003,15.099999999999994,16.200000000000003
SVAMP,Qwen2.5-7B,Qwen2.5-Math,93.6,90.8,64.9,74.5,2.799999999999997,-9.599999999999994,2.799999999999997,9.599999999999994
SVAMP,Qwen2.5-7B,Qwen3-4B,93.6,79.5,64.9,91.0,14.099999999999994,-26.099999999999994,14.099999999999994,26.099999999999994
SVAMP,Qwen2.5-Math,Qwen3-4B,90.8,79.5,74.5,91.0,11.299999999999997,-16.5,11.299999999999997,16.5
