benchmark,tie_metric,tolerance_pp,model_a,model_b,predictor,correct_direction,abs_tie_gap
MATH500,pass1_pct,3.0,DS-R1-7B,Qwen2.5-7B,high_conf_accuracy_pct,True,3.0
MATH500,pass1_pct,5.0,DS-R1-7B,Qwen2.5-7B,frs_pct,True,3.0
MATH500,pass1_pct,5.0,DS-R1-7B,Qwen2.5-7B,pass1_pct,True,3.0
MATH500,pass1_pct,5.0,DS-R1-7B,Qwen2.5-7B,pass16_pct,False,3.0
MATH500,pass1_pct,5.0,DS-R1-7B,Qwen2.5-7B,high_conf_accuracy_pct,True,3.0
MATH500,pass16_pct,5.0,DS-R1-7B,LLaMA-3.1-8B,frs_pct,True,4.0
MATH500,pass16_pct,5.0,DS-R1-7B,LLaMA-3.1-8B,pass1_pct,True,4.0
MATH500,pass16_pct,5.0,DS-R1-7B,LLaMA-3.1-8B,pass16_pct,False,4.0
MATH500,pass16_pct,5.0,DS-R1-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,4.0
MATH500,pass16_pct,5.0,DS-R1-1.5B,LLaMA-3.1-8B,frs_pct,True,3.799999999999997
MATH500,pass16_pct,5.0,DS-R1-1.5B,LLaMA-3.1-8B,pass1_pct,True,3.799999999999997
MATH500,pass16_pct,5.0,DS-R1-1.5B,LLaMA-3.1-8B,pass16_pct,True,3.799999999999997
MATH500,pass16_pct,5.0,DS-R1-1.5B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,3.799999999999997
MATH500,pass16_pct,2.0,Qwen3-4B,Qwen2.5-Math,frs_pct,True,2.0
MATH500,pass16_pct,2.0,Qwen3-4B,Qwen2.5-Math,pass1_pct,True,2.0
MATH500,pass16_pct,2.0,Qwen3-4B,Qwen2.5-Math,pass16_pct,True,2.0
MATH500,pass16_pct,2.0,Qwen3-4B,Qwen2.5-Math,high_conf_accuracy_pct,True,2.0
MATH500,pass16_pct,3.0,Qwen3-4B,Qwen2.5-Math,frs_pct,True,2.0
MATH500,pass16_pct,3.0,Qwen3-4B,Qwen2.5-Math,pass1_pct,True,2.0
MATH500,pass16_pct,3.0,Qwen3-4B,Qwen2.5-Math,pass16_pct,True,2.0
MATH500,pass16_pct,3.0,Qwen3-4B,Qwen2.5-Math,high_conf_accuracy_pct,True,2.0
MATH500,pass16_pct,5.0,Qwen3-4B,Qwen2.5-Math,frs_pct,True,2.0
MATH500,pass16_pct,5.0,Qwen3-4B,Qwen2.5-Math,pass1_pct,True,2.0
MATH500,pass16_pct,5.0,Qwen3-4B,Qwen2.5-Math,pass16_pct,True,2.0
MATH500,pass16_pct,5.0,Qwen3-4B,Qwen2.5-Math,high_conf_accuracy_pct,True,2.0
MATH500,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,frs_pct,True,3.799999999999997
MATH500,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,pass1_pct,True,3.799999999999997
MATH500,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,pass16_pct,False,3.799999999999997
MATH500,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,high_conf_accuracy_pct,False,3.799999999999997
MATH500,pass1_pct,3.0,Phi-4,Qwen2.5-Math,frs_pct,False,2.8000000000000043
MATH500,pass1_pct,3.0,Phi-4,Qwen2.5-Math,pass1_pct,False,2.8000000000000043
MATH500,pass1_pct,3.0,Phi-4,Qwen2.5-Math,pass16_pct,True,2.8000000000000043
MATH500,pass1_pct,3.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,2.8000000000000043
MATH500,pass1_pct,5.0,Phi-4,Qwen2.5-Math,frs_pct,False,2.8000000000000043
MATH500,pass1_pct,5.0,Phi-4,Qwen2.5-Math,pass1_pct,False,2.8000000000000043
MATH500,pass1_pct,5.0,Phi-4,Qwen2.5-Math,pass16_pct,True,2.8000000000000043
MATH500,pass1_pct,5.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,2.8000000000000043
MATH500,pass16_pct,5.0,Phi-4,Phi-4-Reas.,frs_pct,False,3.3999999999999915
MATH500,pass16_pct,5.0,Phi-4,Phi-4-Reas.,pass1_pct,False,3.3999999999999915
MATH500,pass16_pct,5.0,Phi-4,Phi-4-Reas.,pass16_pct,False,3.3999999999999915
MATH500,pass16_pct,5.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,False,3.3999999999999915
MATH500,pass1_pct,1.0,Phi-4,Qwen2.5-7B,frs_pct,False,0.19999999999999574
MATH500,pass1_pct,1.0,Phi-4,Qwen2.5-7B,pass1_pct,True,0.19999999999999574
MATH500,pass1_pct,1.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.19999999999999574
MATH500,pass1_pct,1.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,True,0.19999999999999574
MATH500,pass1_pct,2.0,Phi-4,Qwen2.5-7B,frs_pct,False,0.19999999999999574
MATH500,pass1_pct,2.0,Phi-4,Qwen2.5-7B,pass1_pct,True,0.19999999999999574
MATH500,pass1_pct,2.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.19999999999999574
MATH500,pass1_pct,2.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,True,0.19999999999999574
MATH500,pass1_pct,3.0,Phi-4,Qwen2.5-7B,frs_pct,False,0.19999999999999574
MATH500,pass1_pct,3.0,Phi-4,Qwen2.5-7B,pass1_pct,True,0.19999999999999574
MATH500,pass1_pct,3.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.19999999999999574
MATH500,pass1_pct,3.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,True,0.19999999999999574
MATH500,pass1_pct,5.0,Phi-4,Qwen2.5-7B,frs_pct,False,0.19999999999999574
MATH500,pass1_pct,5.0,Phi-4,Qwen2.5-7B,pass1_pct,True,0.19999999999999574
MATH500,pass1_pct,5.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.19999999999999574
MATH500,pass1_pct,5.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,True,0.19999999999999574
MATH500,pass16_pct,1.0,Phi-4,Qwen2.5-7B,frs_pct,False,1.0
MATH500,pass16_pct,1.0,Phi-4,Qwen2.5-7B,pass1_pct,True,1.0
MATH500,pass16_pct,1.0,Phi-4,Qwen2.5-7B,pass16_pct,True,1.0
MATH500,pass16_pct,1.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,True,1.0
MATH500,pass16_pct,2.0,Phi-4,Qwen2.5-7B,frs_pct,False,1.0
MATH500,pass16_pct,2.0,Phi-4,Qwen2.5-7B,pass1_pct,True,1.0
MATH500,pass16_pct,2.0,Phi-4,Qwen2.5-7B,pass16_pct,True,1.0
MATH500,pass16_pct,2.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,True,1.0
MATH500,pass16_pct,3.0,Phi-4,Qwen2.5-7B,frs_pct,False,1.0
MATH500,pass16_pct,3.0,Phi-4,Qwen2.5-7B,pass1_pct,True,1.0
MATH500,pass16_pct,3.0,Phi-4,Qwen2.5-7B,pass16_pct,True,1.0
MATH500,pass16_pct,3.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,True,1.0
MATH500,pass16_pct,5.0,Phi-4,Qwen2.5-7B,frs_pct,False,1.0
MATH500,pass16_pct,5.0,Phi-4,Qwen2.5-7B,pass1_pct,True,1.0
MATH500,pass16_pct,5.0,Phi-4,Qwen2.5-7B,pass16_pct,True,1.0
MATH500,pass16_pct,5.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,True,1.0
MATH500,pass1_pct,3.0,Qwen2.5-Math,Qwen2.5-7B,frs_pct,True,3.0
MATH500,pass1_pct,3.0,Qwen2.5-Math,Qwen2.5-7B,pass1_pct,True,3.0
MATH500,pass1_pct,3.0,Qwen2.5-Math,Qwen2.5-7B,pass16_pct,False,3.0
MATH500,pass1_pct,3.0,Qwen2.5-Math,Qwen2.5-7B,high_conf_accuracy_pct,True,3.0
MATH500,pass1_pct,5.0,Qwen2.5-Math,Qwen2.5-7B,frs_pct,True,3.0
MATH500,pass1_pct,5.0,Qwen2.5-Math,Qwen2.5-7B,pass1_pct,True,3.0
MATH500,pass1_pct,5.0,Qwen2.5-Math,Qwen2.5-7B,pass16_pct,False,3.0
MATH500,pass1_pct,5.0,Qwen2.5-Math,Qwen2.5-7B,high_conf_accuracy_pct,True,3.0
MATH500,pass16_pct,2.0,Qwen2.5-Math,LLaMA-3.1-8B,frs_pct,True,1.7999999999999972
MATH500,pass16_pct,2.0,Qwen2.5-Math,LLaMA-3.1-8B,pass1_pct,True,1.7999999999999972
MATH500,pass16_pct,2.0,Qwen2.5-Math,LLaMA-3.1-8B,pass16_pct,False,1.7999999999999972
MATH500,pass16_pct,2.0,Qwen2.5-Math,LLaMA-3.1-8B,high_conf_accuracy_pct,True,1.7999999999999972
MATH500,pass16_pct,3.0,Qwen2.5-Math,LLaMA-3.1-8B,frs_pct,True,1.7999999999999972
MATH500,pass16_pct,3.0,Qwen2.5-Math,LLaMA-3.1-8B,pass1_pct,True,1.7999999999999972
MATH500,pass16_pct,3.0,Qwen2.5-Math,LLaMA-3.1-8B,pass16_pct,False,1.7999999999999972
MATH500,pass16_pct,3.0,Qwen2.5-Math,LLaMA-3.1-8B,high_conf_accuracy_pct,True,1.7999999999999972
MATH500,pass16_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,frs_pct,True,1.7999999999999972
MATH500,pass16_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,pass1_pct,True,1.7999999999999972
MATH500,pass16_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,pass16_pct,False,1.7999999999999972
MATH500,pass16_pct,5.0,Qwen2.5-Math,LLaMA-3.1-8B,high_conf_accuracy_pct,True,1.7999999999999972
MATH500,pass16_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,frs_pct,True,4.3999999999999915
MATH500,pass16_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,pass1_pct,True,4.3999999999999915
MATH500,pass16_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,pass16_pct,True,4.3999999999999915
MATH500,pass16_pct,5.0,Phi-4-Reas.,Qwen2.5-7B,high_conf_accuracy_pct,True,4.3999999999999915
SVAMP,pass16_pct,1.0,DS-R1-7B,DS-R1-1.5B,frs_pct,True,0.7000000000000028
SVAMP,pass16_pct,1.0,DS-R1-7B,DS-R1-1.5B,pass1_pct,True,0.7000000000000028
SVAMP,pass16_pct,1.0,DS-R1-7B,DS-R1-1.5B,pass16_pct,True,0.7000000000000028
SVAMP,pass16_pct,1.0,DS-R1-7B,DS-R1-1.5B,high_conf_accuracy_pct,True,0.7000000000000028
SVAMP,pass16_pct,2.0,DS-R1-7B,DS-R1-1.5B,frs_pct,True,0.7000000000000028
SVAMP,pass16_pct,2.0,DS-R1-7B,DS-R1-1.5B,pass1_pct,True,0.7000000000000028
SVAMP,pass16_pct,2.0,DS-R1-7B,DS-R1-1.5B,pass16_pct,True,0.7000000000000028
SVAMP,pass16_pct,2.0,DS-R1-7B,DS-R1-1.5B,high_conf_accuracy_pct,True,0.7000000000000028
SVAMP,pass16_pct,3.0,DS-R1-7B,DS-R1-1.5B,frs_pct,True,0.7000000000000028
SVAMP,pass16_pct,3.0,DS-R1-7B,DS-R1-1.5B,pass1_pct,True,0.7000000000000028
SVAMP,pass16_pct,3.0,DS-R1-7B,DS-R1-1.5B,pass16_pct,True,0.7000000000000028
SVAMP,pass16_pct,3.0,DS-R1-7B,DS-R1-1.5B,high_conf_accuracy_pct,True,0.7000000000000028
SVAMP,pass16_pct,5.0,DS-R1-7B,DS-R1-1.5B,frs_pct,True,0.7000000000000028
SVAMP,pass16_pct,5.0,DS-R1-7B,DS-R1-1.5B,pass1_pct,True,0.7000000000000028
SVAMP,pass16_pct,5.0,DS-R1-7B,DS-R1-1.5B,pass16_pct,True,0.7000000000000028
SVAMP,pass16_pct,5.0,DS-R1-7B,DS-R1-1.5B,high_conf_accuracy_pct,True,0.7000000000000028
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen3-4B,frs_pct,True,0.7000000000000028
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen3-4B,pass1_pct,True,0.7000000000000028
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen3-4B,pass16_pct,True,0.7000000000000028
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen3-4B,high_conf_accuracy_pct,True,0.7000000000000028
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen3-4B,frs_pct,True,0.7000000000000028
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen3-4B,pass1_pct,True,0.7000000000000028
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen3-4B,pass16_pct,True,0.7000000000000028
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen3-4B,high_conf_accuracy_pct,True,0.7000000000000028
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen3-4B,frs_pct,True,0.7000000000000028
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen3-4B,pass1_pct,True,0.7000000000000028
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen3-4B,pass16_pct,True,0.7000000000000028
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen3-4B,high_conf_accuracy_pct,True,0.7000000000000028
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen3-4B,frs_pct,True,0.7000000000000028
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen3-4B,pass1_pct,True,0.7000000000000028
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen3-4B,pass16_pct,True,0.7000000000000028
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen3-4B,high_conf_accuracy_pct,True,0.7000000000000028
SVAMP,pass1_pct,2.0,DS-R1-7B,Phi-4,frs_pct,True,1.2000000000000028
SVAMP,pass1_pct,2.0,DS-R1-7B,Phi-4,pass1_pct,False,1.2000000000000028
SVAMP,pass1_pct,2.0,DS-R1-7B,Phi-4,pass16_pct,True,1.2000000000000028
SVAMP,pass1_pct,2.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,True,1.2000000000000028
SVAMP,pass1_pct,3.0,DS-R1-7B,Phi-4,frs_pct,True,1.2000000000000028
SVAMP,pass1_pct,3.0,DS-R1-7B,Phi-4,pass1_pct,False,1.2000000000000028
SVAMP,pass1_pct,3.0,DS-R1-7B,Phi-4,pass16_pct,True,1.2000000000000028
SVAMP,pass1_pct,3.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,True,1.2000000000000028
SVAMP,pass1_pct,5.0,DS-R1-7B,Phi-4,frs_pct,True,1.2000000000000028
SVAMP,pass1_pct,5.0,DS-R1-7B,Phi-4,pass1_pct,False,1.2000000000000028
SVAMP,pass1_pct,5.0,DS-R1-7B,Phi-4,pass16_pct,True,1.2000000000000028
SVAMP,pass1_pct,5.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,True,1.2000000000000028
SVAMP,pass16_pct,1.0,DS-R1-7B,Phi-4,frs_pct,True,0.09999999999999432
SVAMP,pass16_pct,1.0,DS-R1-7B,Phi-4,pass1_pct,False,0.09999999999999432
SVAMP,pass16_pct,1.0,DS-R1-7B,Phi-4,pass16_pct,True,0.09999999999999432
SVAMP,pass16_pct,1.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,True,0.09999999999999432
SVAMP,pass16_pct,2.0,DS-R1-7B,Phi-4,frs_pct,True,0.09999999999999432
SVAMP,pass16_pct,2.0,DS-R1-7B,Phi-4,pass1_pct,False,0.09999999999999432
SVAMP,pass16_pct,2.0,DS-R1-7B,Phi-4,pass16_pct,True,0.09999999999999432
SVAMP,pass16_pct,2.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,True,0.09999999999999432
SVAMP,pass16_pct,3.0,DS-R1-7B,Phi-4,frs_pct,True,0.09999999999999432
SVAMP,pass16_pct,3.0,DS-R1-7B,Phi-4,pass1_pct,False,0.09999999999999432
SVAMP,pass16_pct,3.0,DS-R1-7B,Phi-4,pass16_pct,True,0.09999999999999432
SVAMP,pass16_pct,3.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,True,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,Phi-4,frs_pct,True,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,Phi-4,pass1_pct,False,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,Phi-4,pass16_pct,True,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,Phi-4,high_conf_accuracy_pct,True,0.09999999999999432
SVAMP,pass1_pct,1.0,DS-R1-7B,Qwen2.5-Math,frs_pct,True,0.29999999999999716
SVAMP,pass1_pct,1.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,True,0.29999999999999716
SVAMP,pass1_pct,1.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,False,0.29999999999999716
SVAMP,pass1_pct,1.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,True,0.29999999999999716
SVAMP,pass1_pct,2.0,DS-R1-7B,Qwen2.5-Math,frs_pct,True,0.29999999999999716
SVAMP,pass1_pct,2.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,True,0.29999999999999716
SVAMP,pass1_pct,2.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,False,0.29999999999999716
SVAMP,pass1_pct,2.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,True,0.29999999999999716
SVAMP,pass1_pct,3.0,DS-R1-7B,Qwen2.5-Math,frs_pct,True,0.29999999999999716
SVAMP,pass1_pct,3.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,True,0.29999999999999716
SVAMP,pass1_pct,3.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,False,0.29999999999999716
SVAMP,pass1_pct,3.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,True,0.29999999999999716
SVAMP,pass1_pct,5.0,DS-R1-7B,Qwen2.5-Math,frs_pct,True,0.29999999999999716
SVAMP,pass1_pct,5.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,True,0.29999999999999716
SVAMP,pass1_pct,5.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,False,0.29999999999999716
SVAMP,pass1_pct,5.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,True,0.29999999999999716
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen2.5-Math,frs_pct,True,0.20000000000000284
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,True,0.20000000000000284
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,False,0.20000000000000284
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,True,0.20000000000000284
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen2.5-Math,frs_pct,True,0.20000000000000284
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,True,0.20000000000000284
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,False,0.20000000000000284
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,True,0.20000000000000284
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen2.5-Math,frs_pct,True,0.20000000000000284
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,True,0.20000000000000284
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,False,0.20000000000000284
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,True,0.20000000000000284
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen2.5-Math,frs_pct,True,0.20000000000000284
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen2.5-Math,pass1_pct,True,0.20000000000000284
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen2.5-Math,pass16_pct,False,0.20000000000000284
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen2.5-Math,high_conf_accuracy_pct,True,0.20000000000000284
SVAMP,pass1_pct,5.0,DS-R1-7B,Phi-4-Reas.,frs_pct,True,3.5
SVAMP,pass1_pct,5.0,DS-R1-7B,Phi-4-Reas.,pass1_pct,False,3.5
SVAMP,pass1_pct,5.0,DS-R1-7B,Phi-4-Reas.,pass16_pct,True,3.5
SVAMP,pass1_pct,5.0,DS-R1-7B,Phi-4-Reas.,high_conf_accuracy_pct,True,3.5
SVAMP,pass16_pct,1.0,DS-R1-7B,Phi-4-Reas.,frs_pct,True,0.5999999999999943
SVAMP,pass16_pct,1.0,DS-R1-7B,Phi-4-Reas.,pass1_pct,False,0.5999999999999943
SVAMP,pass16_pct,1.0,DS-R1-7B,Phi-4-Reas.,pass16_pct,True,0.5999999999999943
SVAMP,pass16_pct,1.0,DS-R1-7B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.5999999999999943
SVAMP,pass16_pct,2.0,DS-R1-7B,Phi-4-Reas.,frs_pct,True,0.5999999999999943
SVAMP,pass16_pct,2.0,DS-R1-7B,Phi-4-Reas.,pass1_pct,False,0.5999999999999943
SVAMP,pass16_pct,2.0,DS-R1-7B,Phi-4-Reas.,pass16_pct,True,0.5999999999999943
SVAMP,pass16_pct,2.0,DS-R1-7B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.5999999999999943
SVAMP,pass16_pct,3.0,DS-R1-7B,Phi-4-Reas.,frs_pct,True,0.5999999999999943
SVAMP,pass16_pct,3.0,DS-R1-7B,Phi-4-Reas.,pass1_pct,False,0.5999999999999943
SVAMP,pass16_pct,3.0,DS-R1-7B,Phi-4-Reas.,pass16_pct,True,0.5999999999999943
SVAMP,pass16_pct,3.0,DS-R1-7B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.5999999999999943
SVAMP,pass16_pct,5.0,DS-R1-7B,Phi-4-Reas.,frs_pct,True,0.5999999999999943
SVAMP,pass16_pct,5.0,DS-R1-7B,Phi-4-Reas.,pass1_pct,False,0.5999999999999943
SVAMP,pass16_pct,5.0,DS-R1-7B,Phi-4-Reas.,pass16_pct,True,0.5999999999999943
SVAMP,pass16_pct,5.0,DS-R1-7B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.5999999999999943
SVAMP,pass1_pct,3.0,DS-R1-7B,Qwen2.5-7B,frs_pct,True,2.5
SVAMP,pass1_pct,3.0,DS-R1-7B,Qwen2.5-7B,pass1_pct,False,2.5
SVAMP,pass1_pct,3.0,DS-R1-7B,Qwen2.5-7B,pass16_pct,True,2.5
SVAMP,pass1_pct,3.0,DS-R1-7B,Qwen2.5-7B,high_conf_accuracy_pct,True,2.5
SVAMP,pass1_pct,5.0,DS-R1-7B,Qwen2.5-7B,frs_pct,True,2.5
SVAMP,pass1_pct,5.0,DS-R1-7B,Qwen2.5-7B,pass1_pct,False,2.5
SVAMP,pass1_pct,5.0,DS-R1-7B,Qwen2.5-7B,pass16_pct,True,2.5
SVAMP,pass1_pct,5.0,DS-R1-7B,Qwen2.5-7B,high_conf_accuracy_pct,True,2.5
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen2.5-7B,frs_pct,True,0.4000000000000057
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen2.5-7B,pass1_pct,False,0.4000000000000057
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen2.5-7B,pass16_pct,True,0.4000000000000057
SVAMP,pass16_pct,1.0,DS-R1-7B,Qwen2.5-7B,high_conf_accuracy_pct,True,0.4000000000000057
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen2.5-7B,frs_pct,True,0.4000000000000057
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen2.5-7B,pass1_pct,False,0.4000000000000057
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen2.5-7B,pass16_pct,True,0.4000000000000057
SVAMP,pass16_pct,2.0,DS-R1-7B,Qwen2.5-7B,high_conf_accuracy_pct,True,0.4000000000000057
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen2.5-7B,frs_pct,True,0.4000000000000057
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen2.5-7B,pass1_pct,False,0.4000000000000057
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen2.5-7B,pass16_pct,True,0.4000000000000057
SVAMP,pass16_pct,3.0,DS-R1-7B,Qwen2.5-7B,high_conf_accuracy_pct,True,0.4000000000000057
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen2.5-7B,frs_pct,True,0.4000000000000057
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen2.5-7B,pass1_pct,False,0.4000000000000057
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen2.5-7B,pass16_pct,True,0.4000000000000057
SVAMP,pass16_pct,5.0,DS-R1-7B,Qwen2.5-7B,high_conf_accuracy_pct,True,0.4000000000000057
SVAMP,pass16_pct,1.0,DS-R1-7B,LLaMA-3.1-8B,frs_pct,True,0.09999999999999432
SVAMP,pass16_pct,1.0,DS-R1-7B,LLaMA-3.1-8B,pass1_pct,True,0.09999999999999432
SVAMP,pass16_pct,1.0,DS-R1-7B,LLaMA-3.1-8B,pass16_pct,True,0.09999999999999432
SVAMP,pass16_pct,1.0,DS-R1-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.09999999999999432
SVAMP,pass16_pct,2.0,DS-R1-7B,LLaMA-3.1-8B,frs_pct,True,0.09999999999999432
SVAMP,pass16_pct,2.0,DS-R1-7B,LLaMA-3.1-8B,pass1_pct,True,0.09999999999999432
SVAMP,pass16_pct,2.0,DS-R1-7B,LLaMA-3.1-8B,pass16_pct,True,0.09999999999999432
SVAMP,pass16_pct,2.0,DS-R1-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.09999999999999432
SVAMP,pass16_pct,3.0,DS-R1-7B,LLaMA-3.1-8B,frs_pct,True,0.09999999999999432
SVAMP,pass16_pct,3.0,DS-R1-7B,LLaMA-3.1-8B,pass1_pct,True,0.09999999999999432
SVAMP,pass16_pct,3.0,DS-R1-7B,LLaMA-3.1-8B,pass16_pct,True,0.09999999999999432
SVAMP,pass16_pct,3.0,DS-R1-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,LLaMA-3.1-8B,frs_pct,True,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,LLaMA-3.1-8B,pass1_pct,True,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,LLaMA-3.1-8B,pass16_pct,True,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.09999999999999432
SVAMP,pass16_pct,5.0,DS-R1-7B,Gemma-7B,frs_pct,True,3.5999999999999943
SVAMP,pass16_pct,5.0,DS-R1-7B,Gemma-7B,pass1_pct,True,3.5999999999999943
SVAMP,pass16_pct,5.0,DS-R1-7B,Gemma-7B,pass16_pct,True,3.5999999999999943
SVAMP,pass16_pct,5.0,DS-R1-7B,Gemma-7B,high_conf_accuracy_pct,True,3.5999999999999943
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen3-4B,frs_pct,False,0.0
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen3-4B,pass1_pct,True,0.0
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen3-4B,pass16_pct,False,0.0
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen3-4B,high_conf_accuracy_pct,False,0.0
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen3-4B,frs_pct,False,0.0
