benchmark,model_a,model_b,pass1_a,pass1_b,frs_a,frs_b,pass1_gap_pp,frs_gap_pp,trace0_a,trace0_b,trace0_gap_pp,unfiltered_a,unfiltered_b,unfiltered_gap_pp,frs_gt_trace0,frs_gt_unfiltered
MATH500,DS-R1-1.5B,Phi-4-Reas.,43.2,74.6,84.5,80.0,31.39999999999999,4.5,68.75,75.125,6.375,64.375,81.1875,16.8125,False,False
MATH500,DS-R1-1.5B,Qwen2.5-7B,43.2,60.6,84.5,75.6,17.4,8.900000000000006,68.75,65.25,3.5,64.375,68.125,3.75,True,True
MATH500,DS-R1-1.5B,LLaMA-3.1-8B,43.2,35.6,84.5,60.6,7.600000000000001,23.9,68.75,54.625,14.125,64.375,50.18749999999999,14.187500000000007,True,True
MATH500,DS-R1-1.5B,Gemma-7B,43.2,18.2,84.5,18.9,25.000000000000004,65.6,68.75,41.75,27.0,64.375,36.25,28.125,True,True
MATH500,Qwen3-4B,Phi-4,49.8,60.8,63.5,74.4,11.0,10.900000000000006,70.5,64.125,6.375,70.4375,82.25,11.8125,True,False
MATH500,Qwen3-4B,Qwen2.5-Math,49.8,63.6,63.5,77.5,13.800000000000004,14.0,70.5,78.5,8.0,70.4375,79.5,9.0625,True,True
MATH500,Qwen3-4B,Phi-4-Reas.,49.8,74.6,63.5,80.0,24.799999999999997,16.5,70.5,75.125,4.625,70.4375,81.1875,10.75,True,True
MATH500,Qwen3-4B,Qwen2.5-7B,49.8,60.6,63.5,75.6,10.800000000000004,12.099999999999994,70.5,65.25,5.25,70.4375,68.125,2.3125,True,True
MATH500,Qwen3-4B,LLaMA-3.1-8B,49.8,35.6,63.5,60.6,14.199999999999996,2.8999999999999986,70.5,54.625,15.875,70.4375,50.18749999999999,20.250000000000007,False,False
MATH500,Qwen3-4B,Gemma-7B,49.8,18.2,63.5,18.9,31.599999999999998,44.6,70.5,41.75,28.75,70.4375,36.25,34.1875,True,True
MATH500,Phi-4,Qwen2.5-Math,60.8,63.6,74.4,77.5,2.8000000000000043,3.0999999999999943,64.125,78.5,14.375,82.25,79.5,2.75,False,True
MATH500,Phi-4,Phi-4-Reas.,60.8,74.6,74.4,80.0,13.799999999999997,5.599999999999994,64.125,75.125,11.0,82.25,81.1875,1.0625,False,True
MATH500,Phi-4,Qwen2.5-7B,60.8,60.6,74.4,75.6,0.19999999999999574,1.1999999999999886,64.125,65.25,1.125,82.25,68.125,14.125,True,False
MATH500,Phi-4,LLaMA-3.1-8B,60.8,35.6,74.4,60.6,25.199999999999996,13.800000000000004,64.125,54.625,9.5,82.25,50.18749999999999,32.06250000000001,True,False
MATH500,Phi-4,Gemma-7B,60.8,18.2,74.4,18.9,42.599999999999994,55.50000000000001,64.125,41.75,22.375,82.25,36.25,46.0,True,True
MATH500,Qwen2.5-Math,Phi-4-Reas.,63.6,74.6,77.5,80.0,10.999999999999993,2.5,78.5,75.125,3.375,79.5,81.1875,1.6875,False,True
MATH500,Qwen2.5-Math,Qwen2.5-7B,63.6,60.6,77.5,75.6,3.0,1.9000000000000057,78.5,65.25,13.25,79.5,68.125,11.375,False,False
MATH500,Qwen2.5-Math,LLaMA-3.1-8B,63.6,35.6,77.5,60.6,28.0,16.9,78.5,54.625,23.875,79.5,50.18749999999999,29.312500000000007,False,False
MATH500,Qwen2.5-Math,Gemma-7B,63.6,18.2,77.5,18.9,45.400000000000006,58.6,78.5,41.75,36.75,79.5,36.25,43.25,True,True
MATH500,Phi-4-Reas.,Qwen2.5-7B,74.6,60.6,80.0,75.6,13.999999999999993,4.400000000000006,75.125,65.25,9.875,81.1875,68.125,13.0625,False,False
MATH500,Phi-4-Reas.,LLaMA-3.1-8B,74.6,35.6,80.0,60.6,38.99999999999999,19.4,75.125,54.625,20.5,81.1875,50.18749999999999,31.000000000000007,False,False
MATH500,Phi-4-Reas.,Gemma-7B,74.6,18.2,80.0,18.9,56.39999999999999,61.1,75.125,41.75,33.375,81.1875,36.25,44.9375,True,True
MATH500,Qwen2.5-7B,LLaMA-3.1-8B,60.6,35.6,75.6,60.6,25.0,14.999999999999993,65.25,54.625,10.625,68.125,50.18749999999999,17.937500000000007,True,False
MATH500,Qwen2.5-7B,Gemma-7B,60.6,18.2,75.6,18.9,42.400000000000006,56.699999999999996,65.25,41.75,23.5,68.125,36.25,31.875,True,True
MATH500,LLaMA-3.1-8B,Gemma-7B,35.6,18.2,60.6,18.9,17.400000000000002,41.7,54.625,41.75,12.875,50.18749999999999,36.25,13.937499999999993,True,True
SVAMP,DS-R1-7B,DS-R1-1.5B,91.1,65.8,99.0,96.9,25.299999999999997,2.0999999999999943,91.25,79.5,11.75,89.1875,73.9375,15.25,False,False
SVAMP,DS-R1-7B,Qwen3-4B,91.1,79.5,99.0,91.0,11.599999999999994,8.0,91.25,77.5,13.75,89.1875,84.0,5.1875,False,True
SVAMP,DS-R1-7B,Phi-4,91.1,92.3,99.0,75.5,1.2000000000000028,23.5,91.25,66.375,24.875,89.1875,83.8125,5.375,False,True
SVAMP,DS-R1-7B,Qwen2.5-Math,91.1,90.8,99.0,74.5,0.29999999999999716,24.5,91.25,88.25,3.0,89.1875,85.6875,3.5,True,True
SVAMP,DS-R1-7B,Phi-4-Reas.,91.1,94.6,99.0,74.8,3.5,24.200000000000003,91.25,88.25,3.0,89.1875,88.0625,1.125,True,True
SVAMP,DS-R1-7B,Qwen2.5-7B,91.1,93.6,99.0,64.9,2.5,34.099999999999994,91.25,85.25,6.0,89.1875,77.875,11.3125,True,True
SVAMP,DS-R1-7B,LLaMA-3.1-8B,91.1,85.2,99.0,80.0,5.8999999999999915,19.0,91.25,86.5,4.75,89.1875,80.6875,8.5,True,True
SVAMP,DS-R1-7B,Gemma-7B,91.1,37.8,99.0,31.1,53.3,67.9,91.25,66.375,24.875,89.1875,56.00000000000001,33.18749999999999,True,True
SVAMP,DS-R1-1.5B,Qwen3-4B,65.8,79.5,96.9,91.0,13.700000000000003,5.900000000000006,79.5,77.5,2.0,73.9375,84.0,10.0625,True,False
SVAMP,DS-R1-1.5B,Phi-4,65.8,92.3,96.9,75.5,26.5,21.400000000000006,79.5,66.375,13.125,73.9375,83.8125,9.875,True,True
SVAMP,DS-R1-1.5B,Qwen2.5-Math,65.8,90.8,96.9,74.5,25.0,22.400000000000006,79.5,88.25,8.75,73.9375,85.6875,11.75,True,True
SVAMP,DS-R1-1.5B,Phi-4-Reas.,65.8,94.6,96.9,74.8,28.799999999999997,22.10000000000001,79.5,88.25,8.75,73.9375,88.0625,14.125,True,True
SVAMP,DS-R1-1.5B,Qwen2.5-7B,65.8,93.6,96.9,64.9,27.799999999999997,32.0,79.5,85.25,5.75,73.9375,77.875,3.9375,True,True
SVAMP,DS-R1-1.5B,LLaMA-3.1-8B,65.8,85.2,96.9,80.0,19.400000000000006,16.900000000000006,79.5,86.5,7.0,73.9375,80.6875,6.75,True,True
SVAMP,DS-R1-1.5B,Gemma-7B,65.8,37.8,96.9,31.1,28.0,65.80000000000001,79.5,66.375,13.125,73.9375,56.00000000000001,17.937499999999993,True,True
SVAMP,Qwen3-4B,Phi-4,79.5,92.3,91.0,75.5,12.799999999999997,15.5,77.5,66.375,11.125,84.0,83.8125,0.1875,True,True
SVAMP,Qwen3-4B,Qwen2.5-Math,79.5,90.8,91.0,74.5,11.299999999999997,16.5,77.5,88.25,10.75,84.0,85.6875,1.6875,True,True
SVAMP,Qwen3-4B,Phi-4-Reas.,79.5,94.6,91.0,74.8,15.099999999999994,16.200000000000003,77.5,88.25,10.75,84.0,88.0625,4.0625,True,True
SVAMP,Qwen3-4B,Qwen2.5-7B,79.5,93.6,91.0,64.9,14.099999999999994,26.099999999999994,77.5,85.25,7.75,84.0,77.875,6.125,True,True
SVAMP,Qwen3-4B,LLaMA-3.1-8B,79.5,85.2,91.0,80.0,5.700000000000003,11.0,77.5,86.5,9.0,84.0,80.6875,3.3125,True,True
SVAMP,Qwen3-4B,Gemma-7B,79.5,37.8,91.0,31.1,41.7,59.9,77.5,66.375,11.125,84.0,56.00000000000001,27.999999999999993,True,True
SVAMP,Phi-4,Qwen2.5-Math,92.3,90.8,75.5,74.5,1.5,1.0,66.375,88.25,21.875,83.8125,85.6875,1.875,False,False
SVAMP,Phi-4,Phi-4-Reas.,92.3,94.6,75.5,74.8,2.299999999999997,0.7000000000000028,66.375,88.25,21.875,83.8125,88.0625,4.25,False,False
SVAMP,Phi-4,Qwen2.5-7B,92.3,93.6,75.5,64.9,1.2999999999999972,10.599999999999994,66.375,85.25,18.875,83.8125,77.875,5.9375,False,True
SVAMP,Phi-4,LLaMA-3.1-8B,92.3,85.2,75.5,80.0,7.099999999999994,4.5,66.375,86.5,20.125,83.8125,80.6875,3.125,False,True
SVAMP,Phi-4,Gemma-7B,92.3,37.8,75.5,31.1,54.5,44.4,66.375,66.375,0.0,83.8125,56.00000000000001,27.812499999999993,True,True
SVAMP,Qwen2.5-Math,Phi-4-Reas.,90.8,94.6,74.5,74.8,3.799999999999997,0.29999999999999716,88.25,88.25,0.0,85.6875,88.0625,2.375,True,False
SVAMP,Qwen2.5-Math,Qwen2.5-7B,90.8,93.6,74.5,64.9,2.799999999999997,9.599999999999994,88.25,85.25,3.0,85.6875,77.875,7.8125,True,True
SVAMP,Qwen2.5-Math,LLaMA-3.1-8B,90.8,85.2,74.5,80.0,5.599999999999994,5.5,88.25,86.5,1.75,85.6875,80.6875,5.0,True,True
SVAMP,Qwen2.5-Math,Gemma-7B,90.8,37.8,74.5,31.1,53.0,43.4,88.25,66.375,21.875,85.6875,56.00000000000001,29.687499999999993,True,True
SVAMP,Phi-4-Reas.,Qwen2.5-7B,94.6,93.6,74.8,64.9,1.0,9.899999999999991,88.25,85.25,3.0,88.0625,77.875,10.1875,True,False
SVAMP,Phi-4-Reas.,LLaMA-3.1-8B,94.6,85.2,74.8,80.0,9.399999999999991,5.200000000000003,88.25,86.5,1.75,88.0625,80.6875,7.375,True,False
SVAMP,Phi-4-Reas.,Gemma-7B,94.6,37.8,74.8,31.1,56.8,43.699999999999996,88.25,66.375,21.875,88.0625,56.00000000000001,32.06249999999999,True,True
SVAMP,Qwen2.5-7B,LLaMA-3.1-8B,93.6,85.2,64.9,80.0,8.399999999999991,15.099999999999994,85.25,86.5,1.25,77.875,80.6875,2.8125,True,True
SVAMP,Qwen2.5-7B,Gemma-7B,93.6,37.8,64.9,31.1,55.8,33.800000000000004,85.25,66.375,18.875,77.875,56.00000000000001,21.874999999999993,True,True
SVAMP,LLaMA-3.1-8B,Gemma-7B,85.2,37.8,80.0,31.1,47.400000000000006,48.9,86.5,66.375,20.125,80.6875,56.00000000000001,24.687499999999993,True,True
