model,benchmark,subset_dims,subset_label,subset_size,frs_pct,n_traces
LLaMA-3.1-8B,SVAMP,faithfulness|factuality,F+Fa,2,86.25,50
LLaMA-3.1-8B,SVAMP,faithfulness|utility,F+U,2,78.5,50
LLaMA-3.1-8B,SVAMP,faithfulness|utility|factuality,F+U+Fa,3,82.66666666666666,50
LLaMA-3.1-8B,SVAMP,utility,U,1,75.5,50
LLaMA-3.1-8B,SVAMP,utility|factuality,U+Fa,2,83.25,50
Phi-4,AQuA,coherence,C,1,77.5,50
Phi-4,AQuA,coherence|factuality,C+Fa,2,80.5,50
Phi-4,AQuA,coherence|utility,C+U,2,77.75,50
Phi-4,AQuA,coherence|utility|factuality,C+U+Fa,3,79.66666666666667,50
Phi-4,AQuA,factuality,Fa,1,83.5,50
Phi-4,AQuA,faithfulness,F,1,75.0,50
Phi-4,AQuA,faithfulness|coherence,F+C,2,76.25,50
Phi-4,AQuA,faithfulness|coherence|factuality,F+C+Fa,3,78.66666666666667,50
Phi-4,AQuA,faithfulness|coherence|utility,F+C+U,3,76.83333333333333,50
Phi-4,AQuA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,78.5,50
Phi-4,AQuA,faithfulness|factuality,F+Fa,2,79.25,50
Phi-4,AQuA,faithfulness|utility,F+U,2,76.5,50
Phi-4,AQuA,faithfulness|utility|factuality,F+U+Fa,3,78.83333333333333,50
Phi-4,AQuA,utility,U,1,78.0,50
Phi-4,AQuA,utility|factuality,U+Fa,2,80.75,50
Phi-4,CSQA,coherence,C,1,76.0,50
Phi-4,CSQA,coherence|factuality,C+Fa,2,78.75,50
Phi-4,CSQA,coherence|utility,C+U,2,75.75,50
Phi-4,CSQA,coherence|utility|factuality,C+U+Fa,3,77.66666666666667,50
Phi-4,CSQA,factuality,Fa,1,81.5,50
Phi-4,CSQA,faithfulness,F,1,76.0,50
Phi-4,CSQA,faithfulness|coherence,F+C,2,76.0,50
Phi-4,CSQA,faithfulness|coherence|factuality,F+C+Fa,3,77.83333333333333,50
Phi-4,CSQA,faithfulness|coherence|utility,F+C+U,3,75.83333333333333,50
Phi-4,CSQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,77.25,50
Phi-4,CSQA,faithfulness|factuality,F+Fa,2,78.75,50
Phi-4,CSQA,faithfulness|utility,F+U,2,75.75,50
Phi-4,CSQA,faithfulness|utility|factuality,F+U+Fa,3,77.66666666666667,50
Phi-4,CSQA,utility,U,1,75.5,50
Phi-4,CSQA,utility|factuality,U+Fa,2,78.5,50
Phi-4,GPQA,coherence,C,1,50.5,50
Phi-4,GPQA,coherence|factuality,C+Fa,2,52.5,50
Phi-4,GPQA,coherence|utility,C+U,2,48.0,50
Phi-4,GPQA,coherence|utility|factuality,C+U+Fa,3,50.16666666666667,50
Phi-4,GPQA,factuality,Fa,1,54.5,50
Phi-4,GPQA,faithfulness,F,1,43.0,50
Phi-4,GPQA,faithfulness|coherence,F+C,2,46.75,50
Phi-4,GPQA,faithfulness|coherence|factuality,F+C+Fa,3,49.33333333333333,50
Phi-4,GPQA,faithfulness|coherence|utility,F+C+U,3,46.33333333333333,50
Phi-4,GPQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,48.375,50
Phi-4,GPQA,faithfulness|factuality,F+Fa,2,48.75,50
Phi-4,GPQA,faithfulness|utility,F+U,2,44.25,50
Phi-4,GPQA,faithfulness|utility|factuality,F+U+Fa,3,47.66666666666667,50
Phi-4,GPQA,utility,U,1,45.5,50
Phi-4,GPQA,utility|factuality,U+Fa,2,50.0,50
Phi-4,GSM8K,coherence,C,1,92.0,50
Phi-4,GSM8K,coherence|factuality,C+Fa,2,92.0,50
Phi-4,GSM8K,coherence|utility,C+U,2,91.75,50
Phi-4,GSM8K,coherence|utility|factuality,C+U+Fa,3,91.83333333333334,50
Phi-4,GSM8K,factuality,Fa,1,92.0,50
Phi-4,GSM8K,faithfulness,F,1,90.5,50
Phi-4,GSM8K,faithfulness|coherence,F+C,2,91.25,50
Phi-4,GSM8K,faithfulness|coherence|factuality,F+C+Fa,3,91.5,50
Phi-4,GSM8K,faithfulness|coherence|utility,F+C+U,3,91.33333333333334,50
Phi-4,GSM8K,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,91.5,50
Phi-4,GSM8K,faithfulness|factuality,F+Fa,2,91.25,50
Phi-4,GSM8K,faithfulness|utility,F+U,2,91.0,50
Phi-4,GSM8K,faithfulness|utility|factuality,F+U+Fa,3,91.33333333333334,50
Phi-4,GSM8K,utility,U,1,91.5,50
Phi-4,GSM8K,utility|factuality,U+Fa,2,91.75,50
Phi-4,MATH500,coherence,C,1,76.0,50
Phi-4,MATH500,coherence|factuality,C+Fa,2,75.25,50
Phi-4,MATH500,coherence|utility,C+U,2,75.25,50
Phi-4,MATH500,coherence|utility|factuality,C+U+Fa,3,75.0,50
Phi-4,MATH500,factuality,Fa,1,74.5,50
Phi-4,MATH500,faithfulness,F,1,72.5,50
Phi-4,MATH500,faithfulness|coherence,F+C,2,74.25,50
Phi-4,MATH500,faithfulness|coherence|factuality,F+C+Fa,3,74.33333333333333,50
Phi-4,MATH500,faithfulness|coherence|utility,F+C+U,3,74.33333333333333,50
Phi-4,MATH500,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,74.375,50
Phi-4,MATH500,faithfulness|factuality,F+Fa,2,73.5,50
Phi-4,MATH500,faithfulness|utility,F+U,2,73.5,50
Phi-4,MATH500,faithfulness|utility|factuality,F+U+Fa,3,73.83333333333333,50
Phi-4,MATH500,utility,U,1,74.5,50
Phi-4,MATH500,utility|factuality,U+Fa,2,74.5,50
Phi-4,SVAMP,coherence,C,1,74.5,50
Phi-4,SVAMP,coherence|factuality,C+Fa,2,76.5,50
Phi-4,SVAMP,coherence|utility,C+U,2,74.75,50
Phi-4,SVAMP,coherence|utility|factuality,C+U+Fa,3,76.0,50
Phi-4,SVAMP,factuality,Fa,1,78.5,50
Phi-4,SVAMP,faithfulness,F,1,74.0,50
Phi-4,SVAMP,faithfulness|coherence,F+C,2,74.25,50
Phi-4,SVAMP,faithfulness|coherence|factuality,F+C+Fa,3,75.66666666666667,50
Phi-4,SVAMP,faithfulness|coherence|utility,F+C+U,3,74.5,50
Phi-4,SVAMP,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,75.5,50
Phi-4,SVAMP,faithfulness|factuality,F+Fa,2,76.25,50
Phi-4,SVAMP,faithfulness|utility,F+U,2,74.5,50
Phi-4,SVAMP,faithfulness|utility|factuality,F+U+Fa,3,75.83333333333333,50
Phi-4,SVAMP,utility,U,1,75.0,50
Phi-4,SVAMP,utility|factuality,U+Fa,2,76.75,50
Phi-4-Reas.,AQuA,coherence,C,1,73.0,50
Phi-4-Reas.,AQuA,coherence|factuality,C+Fa,2,85.0,50
Phi-4-Reas.,AQuA,coherence|utility,C+U,2,77.5,50
Phi-4-Reas.,AQuA,coherence|utility|factuality,C+U+Fa,3,84.0,50
Phi-4-Reas.,AQuA,factuality,Fa,1,97.0,50
Phi-4-Reas.,AQuA,faithfulness,F,1,81.0,50
Phi-4-Reas.,AQuA,faithfulness|coherence,F+C,2,77.0,50
Phi-4-Reas.,AQuA,faithfulness|coherence|factuality,F+C+Fa,3,83.66666666666666,50
Phi-4-Reas.,AQuA,faithfulness|coherence|utility,F+C+U,3,78.66666666666667,50
Phi-4-Reas.,AQuA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,83.25,50
Phi-4-Reas.,AQuA,faithfulness|factuality,F+Fa,2,89.0,50
Phi-4-Reas.,AQuA,faithfulness|utility,F+U,2,81.5,50
Phi-4-Reas.,AQuA,faithfulness|utility|factuality,F+U+Fa,3,86.66666666666666,50
Phi-4-Reas.,AQuA,utility,U,1,82.0,50
Phi-4-Reas.,AQuA,utility|factuality,U+Fa,2,89.5,50
Phi-4-Reas.,CSQA,coherence,C,1,25.0,50
Phi-4-Reas.,CSQA,coherence|factuality,C+Fa,2,37.0,50
Phi-4-Reas.,CSQA,coherence|utility,C+U,2,27.25,50
Phi-4-Reas.,CSQA,coherence|utility|factuality,C+U+Fa,3,34.5,50
Phi-4-Reas.,CSQA,factuality,Fa,1,49.0,50
Phi-4-Reas.,CSQA,faithfulness,F,1,30.0,50
Phi-4-Reas.,CSQA,faithfulness|coherence,F+C,2,27.5,50
Phi-4-Reas.,CSQA,faithfulness|coherence|factuality,F+C+Fa,3,34.666666666666664,50
Phi-4-Reas.,CSQA,faithfulness|coherence|utility,F+C+U,3,28.166666666666664,50
Phi-4-Reas.,CSQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,33.375,50
Phi-4-Reas.,CSQA,faithfulness|factuality,F+Fa,2,39.5,50
Phi-4-Reas.,CSQA,faithfulness|utility,F+U,2,29.75,50
Phi-4-Reas.,CSQA,faithfulness|utility|factuality,F+U+Fa,3,36.166666666666664,50
Phi-4-Reas.,CSQA,utility,U,1,29.5,50
Phi-4-Reas.,CSQA,utility|factuality,U+Fa,2,39.25,50
Phi-4-Reas.,GPQA,coherence,C,1,61.5,50
Phi-4-Reas.,GPQA,coherence|factuality,C+Fa,2,63.75,50
Phi-4-Reas.,GPQA,coherence|utility,C+U,2,61.5,50
Phi-4-Reas.,GPQA,coherence|utility|factuality,C+U+Fa,3,63.0,50
Phi-4-Reas.,GPQA,factuality,Fa,1,66.0,50
Phi-4-Reas.,GPQA,faithfulness,F,1,60.0,50
Phi-4-Reas.,GPQA,faithfulness|coherence,F+C,2,60.75,50
Phi-4-Reas.,GPQA,faithfulness|coherence|factuality,F+C+Fa,3,62.5,50
Phi-4-Reas.,GPQA,faithfulness|coherence|utility,F+C+U,3,61.0,50
Phi-4-Reas.,GPQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,62.25,50
Phi-4-Reas.,GPQA,faithfulness|factuality,F+Fa,2,63.0,50
Phi-4-Reas.,GPQA,faithfulness|utility,F+U,2,60.75,50
Phi-4-Reas.,GPQA,faithfulness|utility|factuality,F+U+Fa,3,62.5,50
Phi-4-Reas.,GPQA,utility,U,1,61.5,50
Phi-4-Reas.,GPQA,utility|factuality,U+Fa,2,63.75,50
Phi-4-Reas.,GSM8K,coherence,C,1,72.5,50
Phi-4-Reas.,GSM8K,coherence|factuality,C+Fa,2,85.5,50
Phi-4-Reas.,GSM8K,coherence|utility,C+U,2,78.75,50
Phi-4-Reas.,GSM8K,coherence|utility|factuality,C+U+Fa,3,85.33333333333334,50
Phi-4-Reas.,GSM8K,factuality,Fa,1,98.5,50
Phi-4-Reas.,GSM8K,faithfulness,F,1,82.0,50
Phi-4-Reas.,GSM8K,faithfulness|coherence,F+C,2,77.25,50
Phi-4-Reas.,GSM8K,faithfulness|coherence|factuality,F+C+Fa,3,84.33333333333334,50
Phi-4-Reas.,GSM8K,faithfulness|coherence|utility,F+C+U,3,79.83333333333333,50
Phi-4-Reas.,GSM8K,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,84.5,50
Phi-4-Reas.,GSM8K,faithfulness|factuality,F+Fa,2,90.25,50
Phi-4-Reas.,GSM8K,faithfulness|utility,F+U,2,83.5,50
Phi-4-Reas.,GSM8K,faithfulness|utility|factuality,F+U+Fa,3,88.5,50
Phi-4-Reas.,GSM8K,utility,U,1,85.0,50
Phi-4-Reas.,GSM8K,utility|factuality,U+Fa,2,91.75,50
Phi-4-Reas.,MATH500,coherence,C,1,71.5,50
Phi-4-Reas.,MATH500,coherence|factuality,C+Fa,2,81.75,50
Phi-4-Reas.,MATH500,coherence|utility,C+U,2,75.25,50
Phi-4-Reas.,MATH500,coherence|utility|factuality,C+U+Fa,3,80.83333333333333,50
Phi-4-Reas.,MATH500,factuality,Fa,1,92.0,50
Phi-4-Reas.,MATH500,faithfulness,F,1,77.5,50
Phi-4-Reas.,MATH500,faithfulness|coherence,F+C,2,74.5,50
Phi-4-Reas.,MATH500,faithfulness|coherence|factuality,F+C+Fa,3,80.33333333333334,50
Phi-4-Reas.,MATH500,faithfulness|coherence|utility,F+C+U,3,76.0,50
Phi-4-Reas.,MATH500,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,80.0,50
Phi-4-Reas.,MATH500,faithfulness|factuality,F+Fa,2,84.75,50
Phi-4-Reas.,MATH500,faithfulness|utility,F+U,2,78.25,50
Phi-4-Reas.,MATH500,faithfulness|utility|factuality,F+U+Fa,3,82.83333333333334,50
Phi-4-Reas.,MATH500,utility,U,1,79.0,50
Phi-4-Reas.,MATH500,utility|factuality,U+Fa,2,85.5,50
Phi-4-Reas.,SVAMP,coherence,C,1,61.0,50
Phi-4-Reas.,SVAMP,coherence|factuality,C+Fa,2,80.5,50
Phi-4-Reas.,SVAMP,coherence|utility,C+U,2,63.75,50
Phi-4-Reas.,SVAMP,coherence|utility|factuality,C+U+Fa,3,75.83333333333333,50
Phi-4-Reas.,SVAMP,factuality,Fa,1,100.0,50
Phi-4-Reas.,SVAMP,faithfulness,F,1,71.5,50
Phi-4-Reas.,SVAMP,faithfulness|coherence,F+C,2,66.25,50
Phi-4-Reas.,SVAMP,faithfulness|coherence|factuality,F+C+Fa,3,77.5,50
Phi-4-Reas.,SVAMP,faithfulness|coherence|utility,F+C+U,3,66.33333333333333,50
Phi-4-Reas.,SVAMP,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,74.75,50
Phi-4-Reas.,SVAMP,faithfulness|factuality,F+Fa,2,85.75,50
Phi-4-Reas.,SVAMP,faithfulness|utility,F+U,2,69.0,50
Phi-4-Reas.,SVAMP,faithfulness|utility|factuality,F+U+Fa,3,79.33333333333333,50
Phi-4-Reas.,SVAMP,utility,U,1,66.5,50
Phi-4-Reas.,SVAMP,utility|factuality,U+Fa,2,83.25,50
Qwen2.5-7B,AQuA,coherence,C,1,64.0,50
Qwen2.5-7B,AQuA,coherence|factuality,C+Fa,2,80.75,50
Qwen2.5-7B,AQuA,coherence|utility,C+U,2,68.25,50
Qwen2.5-7B,AQuA,coherence|utility|factuality,C+U+Fa,3,78.0,50
Qwen2.5-7B,AQuA,factuality,Fa,1,97.5,50
Qwen2.5-7B,AQuA,faithfulness,F,1,75.0,50
Qwen2.5-7B,AQuA,faithfulness|coherence,F+C,2,69.5,50
Qwen2.5-7B,AQuA,faithfulness|coherence|factuality,F+C+Fa,3,78.83333333333334,50
Qwen2.5-7B,AQuA,faithfulness|coherence|utility,F+C+U,3,70.5,50
Qwen2.5-7B,AQuA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,77.25,50
Qwen2.5-7B,AQuA,faithfulness|factuality,F+Fa,2,86.25,50
Qwen2.5-7B,AQuA,faithfulness|utility,F+U,2,73.75,50
Qwen2.5-7B,AQuA,faithfulness|utility|factuality,F+U+Fa,3,81.66666666666667,50
Qwen2.5-7B,AQuA,utility,U,1,72.5,50
Qwen2.5-7B,AQuA,utility|factuality,U+Fa,2,85.0,50
Qwen2.5-7B,CSQA,coherence,C,1,63.0,50
Qwen2.5-7B,CSQA,coherence|factuality,C+Fa,2,74.0,50
Qwen2.5-7B,CSQA,coherence|utility,C+U,2,64.75,50
Qwen2.5-7B,CSQA,coherence|utility|factuality,C+U+Fa,3,71.5,50
Qwen2.5-7B,CSQA,factuality,Fa,1,85.0,50
Qwen2.5-7B,CSQA,faithfulness,F,1,66.0,50
Qwen2.5-7B,CSQA,faithfulness|coherence,F+C,2,64.5,50
Qwen2.5-7B,CSQA,faithfulness|coherence|factuality,F+C+Fa,3,71.33333333333333,50
Qwen2.5-7B,CSQA,faithfulness|coherence|utility,F+C+U,3,65.16666666666667,50
Qwen2.5-7B,CSQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,70.125,50
Qwen2.5-7B,CSQA,faithfulness|factuality,F+Fa,2,75.5,50
Qwen2.5-7B,CSQA,faithfulness|utility,F+U,2,66.25,50
Qwen2.5-7B,CSQA,faithfulness|utility|factuality,F+U+Fa,3,72.5,50
Qwen2.5-7B,CSQA,utility,U,1,66.5,50
Qwen2.5-7B,CSQA,utility|factuality,U+Fa,2,75.75,50
Qwen2.5-7B,GPQA,coherence,C,1,55.0,50
Qwen2.5-7B,GPQA,coherence|factuality,C+Fa,2,57.25,50
Qwen2.5-7B,GPQA,coherence|utility,C+U,2,55.5,50
Qwen2.5-7B,GPQA,coherence|utility|factuality,C+U+Fa,3,56.83333333333333,50
Qwen2.5-7B,GPQA,factuality,Fa,1,59.5,50
Qwen2.5-7B,GPQA,faithfulness,F,1,50.0,50
Qwen2.5-7B,GPQA,faithfulness|coherence,F+C,2,52.5,50
Qwen2.5-7B,GPQA,faithfulness|coherence|factuality,F+C+Fa,3,54.83333333333333,50
Qwen2.5-7B,GPQA,faithfulness|coherence|utility,F+C+U,3,53.66666666666667,50
Qwen2.5-7B,GPQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,55.125,50
Qwen2.5-7B,GPQA,faithfulness|factuality,F+Fa,2,54.75,50
Qwen2.5-7B,GPQA,faithfulness|utility,F+U,2,53.0,50
Qwen2.5-7B,GPQA,faithfulness|utility|factuality,F+U+Fa,3,55.16666666666667,50
Qwen2.5-7B,GPQA,utility,U,1,56.0,50
Qwen2.5-7B,GPQA,utility|factuality,U+Fa,2,57.75,50
Qwen2.5-7B,GSM8K,coherence,C,1,49.0,50
Qwen2.5-7B,GSM8K,coherence|factuality,C+Fa,2,71.25,50
Qwen2.5-7B,GSM8K,coherence|utility,C+U,2,50.75,50
Qwen2.5-7B,GSM8K,coherence|utility|factuality,C+U+Fa,3,65.0,50
Qwen2.5-7B,GSM8K,factuality,Fa,1,93.5,50
Qwen2.5-7B,GSM8K,faithfulness,F,1,67.5,50
Qwen2.5-7B,GSM8K,faithfulness|coherence,F+C,2,58.25,50
Qwen2.5-7B,GSM8K,faithfulness|coherence|factuality,F+C+Fa,3,70.0,50
Qwen2.5-7B,GSM8K,faithfulness|coherence|utility,F+C+U,3,56.33333333333334,50
Qwen2.5-7B,GSM8K,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,65.625,50
Qwen2.5-7B,GSM8K,faithfulness|factuality,F+Fa,2,80.5,50
Qwen2.5-7B,GSM8K,faithfulness|utility,F+U,2,60.0,50
Qwen2.5-7B,GSM8K,faithfulness|utility|factuality,F+U+Fa,3,71.16666666666666,50
Qwen2.5-7B,GSM8K,utility,U,1,52.5,50
Qwen2.5-7B,GSM8K,utility|factuality,U+Fa,2,73.0,50
Qwen2.5-7B,MATH500,coherence,C,1,63.0,50
Qwen2.5-7B,MATH500,coherence|factuality,C+Fa,2,78.5,50
Qwen2.5-7B,MATH500,coherence|utility,C+U,2,65.75,50
Qwen2.5-7B,MATH500,coherence|utility|factuality,C+U+Fa,3,75.16666666666667,50
Qwen2.5-7B,MATH500,factuality,Fa,1,94.0,50
Qwen2.5-7B,MATH500,faithfulness,F,1,77.0,50
Qwen2.5-7B,MATH500,faithfulness|coherence,F+C,2,70.0,50
Qwen2.5-7B,MATH500,faithfulness|coherence|factuality,F+C+Fa,3,78.0,50
Qwen2.5-7B,MATH500,faithfulness|coherence|utility,F+C+U,3,69.5,50
Qwen2.5-7B,MATH500,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,75.625,50
Qwen2.5-7B,MATH500,faithfulness|factuality,F+Fa,2,85.5,50
Qwen2.5-7B,MATH500,faithfulness|utility,F+U,2,72.75,50
Qwen2.5-7B,MATH500,faithfulness|utility|factuality,F+U+Fa,3,79.83333333333333,50
Qwen2.5-7B,MATH500,utility,U,1,68.5,50
Qwen2.5-7B,MATH500,utility|factuality,U+Fa,2,81.25,50
Qwen2.5-7B,SVAMP,coherence,C,1,47.5,50
Qwen2.5-7B,SVAMP,coherence|factuality,C+Fa,2,73.25,50
Qwen2.5-7B,SVAMP,coherence|utility,C+U,2,47.0,50
Qwen2.5-7B,SVAMP,coherence|utility|factuality,C+U+Fa,3,64.33333333333333,50
Qwen2.5-7B,SVAMP,factuality,Fa,1,99.0,50
Qwen2.5-7B,SVAMP,faithfulness,F,1,66.5,50
Qwen2.5-7B,SVAMP,faithfulness|coherence,F+C,2,57.0,50
Qwen2.5-7B,SVAMP,faithfulness|coherence|factuality,F+C+Fa,3,71.0,50
Qwen2.5-7B,SVAMP,faithfulness|coherence|utility,F+C+U,3,53.5,50
Qwen2.5-7B,SVAMP,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,64.875,50
Qwen2.5-7B,SVAMP,faithfulness|factuality,F+Fa,2,82.75,50
Qwen2.5-7B,SVAMP,faithfulness|utility,F+U,2,56.5,50
Qwen2.5-7B,SVAMP,faithfulness|utility|factuality,F+U+Fa,3,70.66666666666667,50
Qwen2.5-7B,SVAMP,utility,U,1,46.5,50
Qwen2.5-7B,SVAMP,utility|factuality,U+Fa,2,72.75,50
Qwen2.5-Math,AQuA,coherence,C,1,75.0,50
Qwen2.5-Math,AQuA,coherence|factuality,C+Fa,2,75.75,50
Qwen2.5-Math,AQuA,coherence|utility,C+U,2,75.25,50
Qwen2.5-Math,AQuA,coherence|utility|factuality,C+U+Fa,3,75.66666666666667,50
Qwen2.5-Math,AQuA,factuality,Fa,1,76.5,50
Qwen2.5-Math,AQuA,faithfulness,F,1,72.5,50
Qwen2.5-Math,AQuA,faithfulness|coherence,F+C,2,73.75,50
Qwen2.5-Math,AQuA,faithfulness|coherence|factuality,F+C+Fa,3,74.66666666666667,50
Qwen2.5-Math,AQuA,faithfulness|coherence|utility,F+C+U,3,74.33333333333333,50
Qwen2.5-Math,AQuA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,74.875,50
Qwen2.5-Math,AQuA,faithfulness|factuality,F+Fa,2,74.5,50
Qwen2.5-Math,AQuA,faithfulness|utility,F+U,2,74.0,50
Qwen2.5-Math,AQuA,faithfulness|utility|factuality,F+U+Fa,3,74.83333333333333,50
Qwen2.5-Math,AQuA,utility,U,1,75.5,50
Qwen2.5-Math,AQuA,utility|factuality,U+Fa,2,76.0,50
Qwen2.5-Math,CSQA,coherence,C,1,73.0,50
Qwen2.5-Math,CSQA,coherence|factuality,C+Fa,2,74.25,50
Qwen2.5-Math,CSQA,coherence|utility,C+U,2,71.0,50
Qwen2.5-Math,CSQA,coherence|utility|factuality,C+U+Fa,3,72.5,50
Qwen2.5-Math,CSQA,factuality,Fa,1,75.5,50
Qwen2.5-Math,CSQA,faithfulness,F,1,65.0,50
Qwen2.5-Math,CSQA,faithfulness|coherence,F+C,2,69.0,50
Qwen2.5-Math,CSQA,faithfulness|coherence|factuality,F+C+Fa,3,71.16666666666667,50
Qwen2.5-Math,CSQA,faithfulness|coherence|utility,F+C+U,3,69.0,50
Qwen2.5-Math,CSQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,70.625,50
Qwen2.5-Math,CSQA,faithfulness|factuality,F+Fa,2,70.25,50
Qwen2.5-Math,CSQA,faithfulness|utility,F+U,2,67.0,50
Qwen2.5-Math,CSQA,faithfulness|utility|factuality,F+U+Fa,3,69.83333333333334,50
Qwen2.5-Math,CSQA,utility,U,1,69.0,50
Qwen2.5-Math,CSQA,utility|factuality,U+Fa,2,72.25,50
Qwen2.5-Math,GPQA,coherence,C,1,61.0,50
Qwen2.5-Math,GPQA,coherence|factuality,C+Fa,2,58.25,50
Qwen2.5-Math,GPQA,coherence|utility,C+U,2,57.75,50
Qwen2.5-Math,GPQA,coherence|utility|factuality,C+U+Fa,3,57.0,50
Qwen2.5-Math,GPQA,factuality,Fa,1,55.5,50
Qwen2.5-Math,GPQA,faithfulness,F,1,47.5,50
Qwen2.5-Math,GPQA,faithfulness|coherence,F+C,2,54.25,50
Qwen2.5-Math,GPQA,faithfulness|coherence|factuality,F+C+Fa,3,54.66666666666667,50
Qwen2.5-Math,GPQA,faithfulness|coherence|utility,F+C+U,3,54.33333333333333,50
Qwen2.5-Math,GPQA,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,54.625,50
Qwen2.5-Math,GPQA,faithfulness|factuality,F+Fa,2,51.5,50
Qwen2.5-Math,GPQA,faithfulness|utility,F+U,2,51.0,50
Qwen2.5-Math,GPQA,faithfulness|utility|factuality,F+U+Fa,3,52.5,50
Qwen2.5-Math,GPQA,utility,U,1,54.5,50
Qwen2.5-Math,GPQA,utility|factuality,U+Fa,2,55.0,50
Qwen2.5-Math,GSM8K,coherence,C,1,92.5,50
Qwen2.5-Math,GSM8K,coherence|factuality,C+Fa,2,91.25,50
Qwen2.5-Math,GSM8K,coherence|utility,C+U,2,92.0,50
Qwen2.5-Math,GSM8K,coherence|utility|factuality,C+U+Fa,3,91.33333333333334,50
Qwen2.5-Math,GSM8K,factuality,Fa,1,90.0,50
Qwen2.5-Math,GSM8K,faithfulness,F,1,89.0,50
Qwen2.5-Math,GSM8K,faithfulness|coherence,F+C,2,90.75,50
Qwen2.5-Math,GSM8K,faithfulness|coherence|factuality,F+C+Fa,3,90.5,50
Qwen2.5-Math,GSM8K,faithfulness|coherence|utility,F+C+U,3,91.0,50
Qwen2.5-Math,GSM8K,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,90.75,50
Qwen2.5-Math,GSM8K,faithfulness|factuality,F+Fa,2,89.5,50
Qwen2.5-Math,GSM8K,faithfulness|utility,F+U,2,90.25,50
Qwen2.5-Math,GSM8K,faithfulness|utility|factuality,F+U+Fa,3,90.16666666666666,50
Qwen2.5-Math,GSM8K,utility,U,1,91.5,50
Qwen2.5-Math,GSM8K,utility|factuality,U+Fa,2,90.75,50
Qwen2.5-Math,MATH500,coherence,C,1,78.0,50
Qwen2.5-Math,MATH500,coherence|factuality,C+Fa,2,79.0,50
Qwen2.5-Math,MATH500,coherence|utility,C+U,2,77.5,50
Qwen2.5-Math,MATH500,coherence|utility|factuality,C+U+Fa,3,78.33333333333333,50
Qwen2.5-Math,MATH500,factuality,Fa,1,80.0,50
Qwen2.5-Math,MATH500,faithfulness,F,1,75.0,50
Qwen2.5-Math,MATH500,faithfulness|coherence,F+C,2,76.5,50
Qwen2.5-Math,MATH500,faithfulness|coherence|factuality,F+C+Fa,3,77.66666666666667,50
Qwen2.5-Math,MATH500,faithfulness|coherence|utility,F+C+U,3,76.66666666666667,50
Qwen2.5-Math,MATH500,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,77.5,50
Qwen2.5-Math,MATH500,faithfulness|factuality,F+Fa,2,77.5,50
Qwen2.5-Math,MATH500,faithfulness|utility,F+U,2,76.0,50
Qwen2.5-Math,MATH500,faithfulness|utility|factuality,F+U+Fa,3,77.33333333333333,50
Qwen2.5-Math,MATH500,utility,U,1,77.0,50
Qwen2.5-Math,MATH500,utility|factuality,U+Fa,2,78.5,50
Qwen2.5-Math,SVAMP,coherence,C,1,76.5,50
Qwen2.5-Math,SVAMP,coherence|factuality,C+Fa,2,75.75,50
Qwen2.5-Math,SVAMP,coherence|utility,C+U,2,76.0,50
Qwen2.5-Math,SVAMP,coherence|utility|factuality,C+U+Fa,3,75.66666666666667,50
Qwen2.5-Math,SVAMP,factuality,Fa,1,75.0,50
Qwen2.5-Math,SVAMP,faithfulness,F,1,71.0,50
Qwen2.5-Math,SVAMP,faithfulness|coherence,F+C,2,73.75,50
Qwen2.5-Math,SVAMP,faithfulness|coherence|factuality,F+C+Fa,3,74.16666666666667,50
Qwen2.5-Math,SVAMP,faithfulness|coherence|utility,F+C+U,3,74.33333333333333,50
Qwen2.5-Math,SVAMP,faithfulness|coherence|utility|factuality,full (F+C+U+Fa),4,74.5,50
Qwen2.5-Math,SVAMP,faithfulness|factuality,F+Fa,2,73.0,50
Qwen2.5-Math,SVAMP,faithfulness|utility,F+U,2,73.25,50
Qwen2.5-Math,SVAMP,faithfulness|utility|factuality,F+U+Fa,3,73.83333333333333,50
