model,benchmark,variant,frs_bin010_pct,n_judged_in_bin,mean_correct
Qwen3-4B,AQuA,only_utility,77.5,50,0.54
Qwen3-4B,CSQA,drop_coherence,77.5,50,0.76
Qwen3-4B,CSQA,drop_factuality,70.66666666666666,50,0.76
Qwen3-4B,CSQA,drop_faithfulness,76.0,50,0.76
Qwen3-4B,CSQA,drop_utility,75.83333333333334,50,0.76
Qwen3-4B,CSQA,full_4d,75.0,50,0.76
Qwen3-4B,CSQA,only_coherence,67.5,50,0.76
Qwen3-4B,CSQA,only_factuality,88.0,50,0.76
Qwen3-4B,CSQA,only_faithfulness,72.0,50,0.76
Qwen3-4B,CSQA,only_utility,72.5,50,0.76
Qwen3-4B,GPQA,drop_coherence,60.66666666666667,50,0.62
Qwen3-4B,GPQA,drop_factuality,55.5,50,0.62
Qwen3-4B,GPQA,drop_faithfulness,59.5,50,0.62
Qwen3-4B,GPQA,drop_utility,59.33333333333333,50,0.62
Qwen3-4B,GPQA,full_4d,58.75,50,0.62
Qwen3-4B,GPQA,only_coherence,53.0,50,0.62
Qwen3-4B,GPQA,only_factuality,68.5,50,0.62
Qwen3-4B,GPQA,only_faithfulness,56.5,50,0.62
Qwen3-4B,GPQA,only_utility,57.0,50,0.62
Qwen3-4B,GSM8K,drop_coherence,92.16666666666666,50,0.9
Qwen3-4B,GSM8K,drop_factuality,89.0,50,0.9
Qwen3-4B,GSM8K,drop_faithfulness,90.83333333333334,50,0.9
Qwen3-4B,GSM8K,drop_utility,91.5,50,0.9
Qwen3-4B,GSM8K,full_4d,90.875,50,0.9
Qwen3-4B,GSM8K,only_coherence,87.0,50,0.9
Qwen3-4B,GSM8K,only_factuality,96.5,50,0.9
Qwen3-4B,GSM8K,only_faithfulness,91.0,50,0.9
Qwen3-4B,GSM8K,only_utility,89.0,50,0.9
Qwen3-4B,MATH500,drop_coherence,64.33333333333333,50,0.32
Qwen3-4B,MATH500,drop_factuality,61.33333333333333,50,0.32
Qwen3-4B,MATH500,drop_faithfulness,64.5,50,0.32
Qwen3-4B,MATH500,drop_utility,63.83333333333333,50,0.32
Qwen3-4B,MATH500,full_4d,63.5,50,0.32
Qwen3-4B,MATH500,only_coherence,61.0,50,0.32
Qwen3-4B,MATH500,only_factuality,70.0,50,0.32
Qwen3-4B,MATH500,only_faithfulness,60.5,50,0.32
Qwen3-4B,MATH500,only_utility,62.5,50,0.32
Qwen3-4B,SVAMP,drop_coherence,92.33333333333334,50,0.86
Qwen3-4B,SVAMP,drop_factuality,88.66666666666666,50,0.86
Qwen3-4B,SVAMP,drop_faithfulness,91.33333333333334,50,0.86
Qwen3-4B,SVAMP,drop_utility,91.66666666666666,50,0.86
Qwen3-4B,SVAMP,full_4d,91.0,50,0.86
Qwen3-4B,SVAMP,only_coherence,87.0,50,0.86
Qwen3-4B,SVAMP,only_factuality,98.0,50,0.86
Qwen3-4B,SVAMP,only_faithfulness,90.0,50,0.86
Qwen3-4B,SVAMP,only_utility,89.0,50,0.86
