comparison,n_questions,mean_top_conf_rs_pct,mean_random_rs_pct,mean_paired_diff_pp,bootstrap_ci95_lo,bootstrap_ci95_hi,pct_top_gt_other,pct_equal,pct_top_lt_other,mean_trace0_rs_pct
top_conf_vs_random,349,69.64541547277938,69.37679083094555,0.2686246418338109,-2.81294770773639,3.223943409742118,0.3209169054441261,0.31805157593123207,0.36103151862464183,
top_conf_vs_trace0,1071,64.26820728291317,,0.24509803921568626,-1.2492705415499532,1.6106442577030813,0.2166199813258637,0.5704948646125116,0.21288515406162464,64.02310924369748
