model,benchmark,resample_id,num_new_entrants,num_displaced,median_k16_percentile_of_new_entrants,p95_k16_percentile_of_new_entrants
Qwen3-4B,CommonsenseQA,2,33,1010,10.160728910728912,10.293816543816543
Qwen3-4B,CommonsenseQA,3,12,989,10.07626945126945,10.13231981981982
Qwen3-4B,CommonsenseQA,4,24,1001,10.142813267813267,10.226504914004913
Qwen3-4B,CommonsenseQA,5,0,977,,
Qwen3-4B,CommonsenseQA,6,0,977,,
Qwen3-4B,CommonsenseQA,7,0,977,,
Qwen3-4B,CommonsenseQA,8,24,1001,10.117219492219492,10.200911138411138
Qwen3-4B,CommonsenseQA,9,4,981,10.022522522522522,10.041461916461916
Qwen3-4B,GPQA,0,3,361,10.05859375,10.096261160714286
Qwen3-4B,GPQA,1,5,363,10.086495535714286,10.150669642857142
Qwen3-4B,GPQA,2,11,369,10.142299107142858,10.226004464285715
Qwen3-4B,GPQA,3,22,380,10.393415178571429,10.795200892857142
Qwen3-4B,GPQA,4,0,358,,
Qwen3-4B,GPQA,5,0,358,,
Qwen3-4B,GPQA,6,14,372,10.184151785714285,10.412248883928571
Qwen3-4B,GPQA,7,0,358,,
Qwen3-4B,GPQA,8,8,366,10.107421875,10.165318080357142
Qwen3-4B,GPQA,9,3,361,10.044642857142858,10.082310267857144
Qwen3-4B,GSM8K,0,0,1055,,
Qwen3-4B,GSM8K,1,31,1086,10.182903714935557,10.303733889310084
Qwen3-4B,GSM8K,2,15,1070,10.073919636087945,10.145943896891584
Qwen3-4B,GSM8K,3,7,1062,10.03601213040182,10.06775966641395
Qwen3-4B,GSM8K,4,22,1077,10.130780894617136,10.211097422289614
Qwen3-4B,GSM8K,5,0,1055,,
Qwen3-4B,GSM8K,6,0,1055,,
Qwen3-4B,GSM8K,7,26,1081,10.114196360879454,10.298995451099318
Qwen3-4B,GSM8K,8,0,1055,,
Qwen3-4B,GSM8K,9,3,1058,10.021796815769523,10.026061410159212
Qwen3-4B,MATH500,0,7,407,10.1125,10.14625
Qwen3-4B,MATH500,1,4,404,10.03125,10.05875
Qwen3-4B,MATH500,2,0,400,,
Qwen3-4B,MATH500,3,0,400,,
Qwen3-4B,MATH500,4,9,409,10.1375,10.19
Qwen3-4B,MATH500,5,0,400,,
Qwen3-4B,MATH500,6,8,408,10.11875,10.183125
Qwen3-4B,MATH500,7,0,400,,
Qwen3-4B,MATH500,8,12,412,10.09375,10.243125000000001
Qwen3-4B,MATH500,9,6,406,10.08125,10.168750000000001
Qwen3-4B,SVAMP,0,0,800,,
Qwen3-4B,SVAMP,1,23,823,10.11875,10.235625
Qwen3-4B,SVAMP,2,17,817,10.09375,10.18375
Qwen3-4B,SVAMP,3,15,815,10.08125,10.164375
Qwen3-4B,SVAMP,4,0,800,,
Qwen3-4B,SVAMP,5,25,825,10.1875,10.29125
Qwen3-4B,SVAMP,6,22,822,10.159375,10.3103125
Qwen3-4B,SVAMP,7,27,827,10.21875,10.329375
Qwen3-4B,SVAMP,8,11,811,10.0625,10.11875
Qwen3-4B,SVAMP,9,22,822,10.10625,10.205937500000001
