model,benchmark,resample_id,num_new_entrants,num_displaced,median_k16_percentile_of_new_entrants,p95_k16_percentile_of_new_entrants
Qwen3-4B,GPQA,1,1,538,10.072544642857142,10.072544642857142
Qwen3-4B,GPQA,2,0,537,,
Qwen3-4B,GPQA,3,0,537,,
Qwen3-4B,GPQA,4,0,537,,
Qwen3-4B,GPQA,5,0,537,,
Qwen3-4B,GPQA,6,0,537,,
Qwen3-4B,GPQA,7,15,552,10.44921875,10.760323660714285
Qwen3-4B,GPQA,8,1,538,10.170200892857142,10.170200892857142
Qwen3-4B,GPQA,9,0,537,,
Qwen3-4B,GSM8K,0,0,1583,,
Qwen3-4B,GSM8K,1,28,1611,10.393764215314633,10.688258150113723
Qwen3-4B,GSM8K,2,0,1583,,
Qwen3-4B,GSM8K,3,0,1583,,
Qwen3-4B,GSM8K,4,4,1587,10.028904473085671,10.056150492797574
Qwen3-4B,GSM8K,5,0,1583,,
Qwen3-4B,GSM8K,6,1,1584,10.03601213040182,10.03601213040182
Qwen3-4B,GSM8K,7,21,1604,10.149734647460198,10.405610310841547
Qwen3-4B,GSM8K,8,0,1583,,
Qwen3-4B,GSM8K,9,4,1587,10.043119787717968,10.049516679302503
Qwen3-4B,MATH500,0,0,600,,
Qwen3-4B,MATH500,1,7,607,10.1375,10.20875
Qwen3-4B,MATH500,2,0,600,,
Qwen3-4B,MATH500,3,2,602,10.03125,10.036875
Qwen3-4B,MATH500,4,0,600,,
Qwen3-4B,MATH500,5,6,606,10.149999999999999,10.25625
Qwen3-4B,MATH500,6,0,600,,
Qwen3-4B,MATH500,7,0,600,,
Qwen3-4B,MATH500,8,0,600,,
Qwen3-4B,MATH500,9,0,600,,
Qwen3-4B,SVAMP,0,0,1200,,
Qwen3-4B,SVAMP,1,7,1207,10.15625,10.213125
Qwen3-4B,SVAMP,2,0,1200,,
Qwen3-4B,SVAMP,3,0,1200,,
Qwen3-4B,SVAMP,4,7,1207,10.16875,10.206875
Qwen3-4B,SVAMP,5,20,1220,10.29375,10.450624999999999
Qwen3-4B,SVAMP,6,6,1206,10.0875,10.104687499999999
Qwen3-4B,SVAMP,7,0,1200,,
Qwen3-4B,SVAMP,8,0,1200,,
Qwen3-4B,SVAMP,9,0,1200,,
