model,benchmark,k,mean_recall,std_recall,mean_jaccard,std_jaccard,mean_precision,std_precision,mean_snr_k8,std_snr_k8,snr_k16,regime_flip_rate,mean_scored_overlap,std_scored_overlap,mean_partial_frs,frs_k16
Qwen2.5-Math,MATH500,4,0.9814999999999999,0.038861935103646085,0.2443592220540367,0.011773617703861153,0.24537499999999998,0.009715483775911521,0.15575129838131963,0.030784577516363366,0.15869767855789058,0.0,11.8,1.9390719429665315,78.53509511322011,77.5
Qwen2.5-Math,SVAMP,8,0.99125,0.015978501181274793,0.49355912413965497,0.011696658976131279,0.495625,0.007989250590637396,-0.4789228824861153,0.017145544134715966,-0.49535811601738555,0.0,23.8,3.340658617698013,76.60656379399586,74.5
Qwen2.5-Math,SVAMP,4,0.98375,0.017757040857079767,0.24496667763872765,0.005486255777638146,0.2459375,0.004439260214269942,-0.4961992042388098,0.027885406052511483,-0.49535811601738555,0.0,12.2,3.059411708155671,75.84212065508021,74.5
Qwen3-4B,AQuA,8,0.9897058823529413,0.010387068676675054,0.49356235837368134,0.007721175963734274,0.4960687960687961,0.005206294864967365,0.06111206058701964,0.0297628096504459,0.05587655257796665,0.0,23.8,2.85657137141714,78.51428269250411,78.5
Qwen3-4B,AQuA,4,0.9852941176470589,0.02916563682479121,0.24608704587343774,0.008927588163740403,0.24692874692874694,0.007309324216532443,0.054649065161811214,0.06506184866182199,0.05587655257796665,0.3,13.1,1.6401219466856725,78.46104676573427,78.5
Qwen3-4B,CommonsenseQA,8,0.9900716479017401,0.012367921974875575,0.49264676706614763,0.00914119583069436,0.49503582395087004,0.006183960987437787,0.20737094018216262,0.012375295025398544,0.21021727698803697,0.0,24.5,3.721558813185679,76.03054761181906,75.0
Qwen3-4B,CommonsenseQA,4,0.9961145194274028,0.006748466257668719,0.2490449056326344,0.002100283352017692,0.2492835209825998,0.0016888433981576128,0.2145094622671054,0.024507789253830733,0.21021727698803697,0.0,13.0,3.924283374069717,75.75347507884274,75.0
Qwen3-4B,GPQA,8,0.9816155988857937,0.019145225935865817,0.4871423432525601,0.013997070432395467,0.4914923291492329,0.009585963892574396,0.015602511681068595,0.029866327401767607,0.016700504665208175,0.2,25.4,4.054626986542659,58.18374651237135,58.75
Qwen3-4B,GPQA,4,0.9850000000000001,0.028004629246952368,0.24641309181664467,0.008630018828358826,0.24728033472803346,0.007030450856975485,0.019385404127875087,0.03524512767410701,0.016700504665208175,0.2,12.7,2.8301943396169813,57.639057579847055,58.75
Qwen3-4B,GSM8K,8,0.9901515151515152,0.010889739781412918,0.49292578412186766,0.008066301833216674,0.4953102794883941,0.0054474491753538695,0.54466389111242,0.015161088212362513,0.5473328805533274,0.0,25.7,2.570992026436488,90.77165302868427,90.875
Qwen3-4B,GSM8K,4,0.9890151515151515,0.01818181818181817,0.24671858945567943,0.005615657843001325,0.24737091425864519,0.004547607768829934,0.5324898564977605,0.031240828764440343,0.5473328805533274,0.0,12.5,2.247220505424423,90.51231019797196,90.875
