model,benchmark,resample_id,k,recall,precision,jaccard,snr_k16,snr_k8,regime_flip,num_scored_in_overlap,partial_frs_estimate
DS-R1-1.5B,CommonsenseQA,9,4,0.9938650306748467,0.24872057318321392,0.24833929483903935,0.00039351231637744637,-0.02655947653868415,True,10,68.125
DS-R1-1.5B,GPQA,0,8,1.0,0.500697350069735,0.500697350069735,-0.053474427346895906,-0.05235299426062797,False,22,56.25
DS-R1-1.5B,GPQA,1,8,1.0,0.500697350069735,0.500697350069735,-0.053474427346895906,-0.027835067505039307,False,23,51.630434782608695
DS-R1-1.5B,GPQA,2,8,1.0,0.500697350069735,0.500697350069735,-0.053474427346895906,-0.06669843894726805,False,27,54.861111111111114
DS-R1-1.5B,GPQA,3,8,0.9888579387186629,0.49511854951185497,0.492371705963939,-0.053474427346895906,-0.061617233918950576,False,23,54.891304347826086
DS-R1-1.5B,GPQA,4,8,1.0,0.500697350069735,0.500697350069735,-0.053474427346895906,-0.06013664865219666,False,27,53.47222222222222
DS-R1-1.5B,GPQA,5,8,1.0,0.500697350069735,0.500697350069735,-0.053474427346895906,-0.07008468738811964,False,25,57.5
DS-R1-1.5B,GPQA,6,8,1.0,0.500697350069735,0.500697350069735,-0.053474427346895906,-0.018468426097194155,False,28,55.580357142857146
DS-R1-1.5B,GPQA,7,8,0.9442896935933147,0.47280334728033474,0.4599728629579376,-0.053474427346895906,-0.06352394615539553,False,29,58.83620689655172
DS-R1-1.5B,GPQA,8,8,1.0,0.500697350069735,0.500697350069735,-0.053474427346895906,0.013762409102137711,True,27,61.574074074074076
DS-R1-1.5B,GPQA,9,8,0.9442896935933147,0.47280334728033474,0.4599728629579376,-0.053474427346895906,-0.045702481402319174,False,29,61.63793103448276
DS-R1-1.5B,GPQA,0,4,0.9333333333333333,0.23430962343096234,0.23045267489711935,-0.053474427346895906,0.06836270556651396,True,14,54.464285714285715
DS-R1-1.5B,GPQA,1,4,1.0,0.2510460251046025,0.2510460251046025,-0.053474427346895906,0.00042991751468629454,True,13,65.86538461538461
DS-R1-1.5B,GPQA,2,4,0.9555555555555556,0.2398884239888424,0.23724137931034484,-0.053474427346895906,-0.07596293413896107,False,14,66.96428571428571
DS-R1-1.5B,GPQA,3,4,0.9888888888888889,0.2482566248256625,0.24756606397774686,-0.053474427346895906,-0.027057708607653625,False,18,53.47222222222222
DS-R1-1.5B,GPQA,4,4,1.0,0.2510460251046025,0.2510460251046025,-0.053474427346895906,-0.09721112997159927,False,15,50.0
DS-R1-1.5B,GPQA,5,4,0.9388888888888889,0.23570432357043236,0.23214285714285715,-0.053474427346895906,-0.09368922123166928,False,13,58.17307692307692
DS-R1-1.5B,GPQA,6,4,1.0,0.2510460251046025,0.2510460251046025,-0.053474427346895906,-0.05337678428048782,False,10,44.375
DS-R1-1.5B,GPQA,7,4,0.9388888888888889,0.23570432357043236,0.23214285714285715,-0.053474427346895906,0.010632578736551946,True,12,71.875
DS-R1-1.5B,GPQA,8,4,1.0,0.2510460251046025,0.2510460251046025,-0.053474427346895906,-0.08126133989194859,False,11,53.97727272727273
DS-R1-1.5B,GPQA,9,4,1.0,0.2510460251046025,0.2510460251046025,-0.053474427346895906,-0.056462306007340514,False,9,51.388888888888886
DS-R1-1.5B,GSM8K,0,8,1.0,0.5002368545712932,0.5002368545712932,0.7231409266926733,0.7386743159591628,False,26,95.1923076923077
DS-R1-1.5B,GSM8K,1,8,0.9943181818181818,0.4973945997157745,0.49598488427019366,0.7231409266926733,0.71253736667047,False,28,97.76785714285714
DS-R1-1.5B,GSM8K,2,8,1.0,0.5002368545712932,0.5002368545712932,0.7231409266926733,0.7078194627430587,False,26,93.50961538461539
DS-R1-1.5B,GSM8K,3,8,0.9810606060606061,0.49076267171956417,0.48615673392773345,0.7231409266926733,0.7330180799166788,False,24,94.79166666666667
DS-R1-1.5B,GSM8K,4,8,0.9488636363636364,0.47465656087162483,0.4628175519630485,0.7231409266926733,0.7415299114956319,False,23,92.1195652173913
DS-R1-1.5B,GSM8K,5,8,1.0,0.5002368545712932,0.5002368545712932,0.7231409266926733,0.7120080028856424,False,27,93.05555555555556
DS-R1-1.5B,GSM8K,6,8,0.9763257575757576,0.4883941260066319,0.48267790262172283,0.7231409266926733,0.7016868181654136,False,25,96.75
DS-R1-1.5B,GSM8K,7,8,0.9914772727272727,0.49597347228801514,0.49386792452830186,0.7231409266926733,0.7040622711621215,False,28,93.30357142857143
DS-R1-1.5B,GSM8K,8,8,1.0,0.5002368545712932,0.5002368545712932,0.7231409266926733,0.7014084624952196,False,21,89.28571428571429
DS-R1-1.5B,GSM8K,9,8,1.0,0.5002368545712932,0.5002368545712932,0.7231409266926733,0.7401332810012627,False,26,96.39423076923077
DS-R1-1.5B,GSM8K,0,4,1.0,0.2501184272856466,0.2501184272856466,0.7231409266926733,0.7207295364266357,False,7,100.0
DS-R1-1.5B,GSM8K,1,4,1.0,0.2501184272856466,0.2501184272856466,0.7231409266926733,0.744715300565818,False,13,98.5576923076923
DS-R1-1.5B,GSM8K,2,4,1.0,0.2501184272856466,0.2501184272856466,0.7231409266926733,0.7403822794542638,False,15,91.25
DS-R1-1.5B,GSM8K,3,4,0.9640151515151515,0.24111795357650403,0.23896713615023474,0.7231409266926733,0.7059605948265164,False,19,97.03947368421052
DS-R1-1.5B,GSM8K,4,4,1.0,0.2501184272856466,0.2501184272856466,0.7231409266926733,0.696038559116333,False,11,92.61363636363636
