spearman_rho_model_rank_k16_vs_k8,spearman_p_value,pearson_r_model_level_sc_frs_avg_k16_vs_k8,pearson_p_value,n_models,notes
0.9333333333333332,0.00023589981215941676,0.9542805704176615,6.43318299266988e-05,9,Macro mean sc_frs_k10 over benchmarks per model; Spearman on discrete ranks. Sparse judged-in-bin0 coverage can move ranks; not absolute score replication.
